,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","10,736,421","+8,863","344,967",+391,"7,151,186","+7,019","3,240,268","20,330",,,,,,North America,"
",,
1,,"
Asia
","13,260,398","+31,239","236,505",+692,"11,722,083","+29,818","1,301,810","21,020",,,,,,Asia,"
",,
2,,"
South America
","9,408,837",+99,"288,993",+13,"8,386,575",+570,"733,269","18,234",,,,,,South America,"
",,
3,,"
Europe
","8,718,732","+89,784","253,273","+1,024","3,530,645","+34,151","4,934,814","17,443",,,,,,Europe,"
",,
4,,"
Africa
","1,739,703",+826,"41,685",+13,"1,422,780",+910,"275,238","2,190",,,,,,Africa,"
",,
5,,"
Oceania
","36,566",+15,965,,"31,759",+14,"3,842",20,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"43,901,378","+130,826","1,166,403","+2,133","32,245,687","+72,482","10,489,288","79,241","5,632",149.6,,,,All,"
",,
8,1,USA,"8,966,581","+3,798","231,174 ",+129,"5,835,330","+1,506","2,900,077","16,611","27,038",697,"134,479,325","405,514","331,626,890 ",North America,37,"1,435",2
9,2,India,"7,946,429",+541,"119,535 ",,"7,201,070","+2,355","625,824","8,944","5,740",86,"104,420,894","75,430","1,384,345,261 ",Asia,174,"11,581",13
10,3,Brazil,"5,411,550",,"157,451 ",,"4,865,930",,"388,169","8,318","25,401",739,"21,900,000","102,795","213,044,574 ",South America,39,"1,353",10
11,4,Russia,"1,547,774","+16,550","26,589 ",+320,"1,158,940","+12,844","362,245","2,300","10,604",182,"58,223,852","398,917","145,954,725 ",Europe,94,"5,489",3
12,5,France,"1,165,278",,"35,018 ",,"111,347",,"1,018,913","2,770","17,839",536,"14,880,040","227,802","65,320,179 ",Europe,56,"1,865",4
13,6,Spain,"1,156,498",,"35,031 ",,N/A,N/A,N/A,"2,163","24,732",749,"16,690,076","356,926","46,760,643 ",Europe,40,"1,335",3
14,7,Argentina,"1,102,301",,"29,301 ",,"909,586",,"163,414","5,038","24,318",646,"2,850,102","62,876","45,328,578 ",South America,41,"1,547",16
15,8,Colombia,"1,025,052",,"30,348 ",,"924,044",,"70,660","2,365","20,077",594,"4,789,625","93,811","51,056,218 ",South America,50,"1,682",11
16,9,Mexico,"895,326","+4,166","89,171 ",+247,"655,118","+4,763","151,037","2,781","6,921",689,"2,301,629","17,792","129,365,765 ",North America,144,"1,451",56
17,10,UK,"894,690",,"44,998 ",,N/A,N/A,N/A,743,"13,157",662,"32,151,242","472,807","68,000,789 ",Europe,76,"1,511",2
18,11,Peru,"890,574",,"34,197 ",,"810,995",,"45,382","1,070","26,891","1,033","4,407,293","133,079","33,117,994 ",South America,37,968,8
19,12,South Africa,"716,759",,"19,008 ",,"646,721",,"51,030",546,"12,037",319,"4,709,403","79,087","59,547,043 ",Africa,83,"3,133",13
20,13,Iran,"581,824","+6,968","33,299 ",+346,"463,611","+4,361","84,914","4,995","6,899",395,"4,786,769","56,759","84,335,541 ",Asia,145,"2,533",18
21,14,Italy,"542,789",,"37,479 ",,"268,626",,"236,684","1,284","8,982",620,"14,778,688","244,547","60,432,969 ",Europe,111,"1,612",4
22,15,Chile,"503,598",,"14,003 ",,"479,877",,"9,718",730,"26,272",731,"4,157,383","216,883","19,168,788 ",South America,38,"1,369",5
23,16,Iraq,"459,908","+4,510","10,724 ",+53,"388,081","+3,488","61,103",398,"11,354",265,"2,794,774","68,996","40,506,262 ",Asia,88,"3,777",14
24,17,Germany,"454,115","+3,857","10,210 ",+28,"326,700","+5,200","117,205","1,470","5,414",122,"20,380,376","242,998","83,870,395 ",Europe,185,"8,215",4
