,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","7,509,045","+54,380","276,429","+1,773","4,378,598","+34,967","2,854,018","19,336",,,,,,North America,"
",,
1,,"
South America
","6,544,393","+75,160","208,364","+1,702","5,168,880","+67,397","1,167,149","15,307",,,,,,South America,"
",,
2,,"
Asia
","7,409,280","+111,783","147,334","+1,682","5,944,660","+88,923","1,317,286","18,907",,,,,,Asia,"
",,
3,,"
Europe
","3,682,961","+36,362","208,957",+383,"2,111,494","+12,278","1,362,510","5,924",,,,,,Europe,"
",,
4,,"
Africa
","1,281,149","+7,889","30,667",+296,"1,017,753","+6,642","232,729","1,445",,,,,,Africa,"
",,
5,,"
Oceania
","28,956",+131,707,+15,"24,148",+238,"4,101",38,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"26,456,505","+285,705","872,473","+5,851","18,646,184","+210,445","6,937,848","60,961","3,394",111.9,,,,All,"
",,
8,1,USA,"6,334,593","+43,856","191,027 ","+1,063","3,572,719","+25,687","2,570,847","15,129","19,118",577,"84,776,021","255,853","331,346,344 ",North America,52,"1,735",4
9,2,Brazil,"4,046,150","+44,728","124,729 ",+830,"3,247,610","+37,205","673,811","8,318","19,012",586,"14,408,116","67,699","212,826,108 ",South America,53,"1,706",15
10,3,India,"3,933,124","+84,156","68,569 ","+1,083","3,032,916","+65,520","831,639","8,944","2,845",50,"45,509,380","32,921","1,382,382,125 ",Asia,351,"20,160",30
11,4,Russia,"1,009,995","+4,995","17,528 ",+114,"826,935","+5,766","165,532","2,300","6,920",120,"37,484,146","256,836","145,945,695 ",Europe,145,"8,326",4
12,5,Peru,"670,145","+6,708","29,405 ",+146,"489,886","+9,709","150,854","1,506","20,276",890,"3,286,526","99,437","33,051,466 ",South America,49,"1,124",10
13,6,Colombia,"641,574","+8,235","20,618 ",+270,"489,151","+9,583","131,805","1,493","12,585",404,"2,844,145","55,792","50,977,729 ",South America,79,"2,472",18
14,7,South Africa,"633,015","+2,420","14,563 ",+174,"554,887","+1,431","63,565",539,"10,650",245,"3,747,101","63,041","59,438,768 ",Africa,94,"4,081",16
15,8,Mexico,"610,957","+4,921","65,816 ",+575,"424,990","+3,617","120,151","3,191","4,730",510,"1,376,170","10,654","129,169,727 ",North America,211,"1,963",94
16,9,Spain,"488,513","+8,959","29,234 ",+40,N/A,N/A,N/A,930,"10,448",625,"9,210,337","196,979","46,758,029 ",Europe,96,"1,599",5
17,10,Argentina,"451,198","+12,026","9,361 ",+243,"322,461","+6,931","119,376","2,394","9,967",207,"1,324,687","29,263","45,268,581 ",South America,100,"4,836",34
