,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","7,838,917","+5,180","286,244",+565,"4,746,393","+4,419","2,806,280","18,444",,,,,,North America,"
",,
1,,"
Asia
","8,233,275","+4,956","159,081",+14,"6,640,263","+5,018","1,433,931","19,230",,,,,,Asia,"
",,
2,,"
South America
","6,935,687",+860,"224,019",+47,"5,647,925","+2,267","1,063,743","15,185",,,,,,South America,"
",,
3,,"
Europe
","3,954,816",+877,"211,562",,"2,210,822",+24,"1,532,432","6,352",,,,,,Europe,"
",,
4,,"
Africa
","1,336,407",,"32,178",,"1,072,778",,"231,451","1,500",,,,,,Africa,"
",,
5,,"
Oceania
","29,779",+52,828,+9,"25,551",+10,"3,400",26,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"28,329,602","+11,925","913,927",+635,"20,344,383","+11,738","7,071,292","60,741","3,634",117.2,,,,All,"
",,
8,1,USA,"6,588,163",,"196,328 ",,"3,879,960",,"2,511,875","14,506","19,881",592,"89,984,789","271,543","331,383,397 ",North America,50,"1,688",4
9,2,India,"4,562,414","+2,689","76,304 ",,"3,542,663","+2,680","943,447","8,944","3,300",55,"54,097,975","39,127","1,382,641,407 ",Asia,303,"18,120",26
10,3,Brazil,"4,239,763",,"129,575 ",,"3,497,337",,"612,851","8,318","19,919",609,"14,505,652","68,148","212,854,962 ",South America,50,"1,643",15
11,4,Russia,"1,046,370",,"18,263 ",,"862,373",,"165,734","2,300","7,170",125,"39,500,000","270,646","145,946,887 ",Europe,139,"7,991",4
12,5,Peru,"710,067",,"30,344 ",,"544,745",,"134,978","1,460","21,478",918,"3,457,205","104,573","33,060,253 ",South America,47,"1,090",10
13,6,Colombia,"694,664",,"22,275 ",,"569,479",,"102,910",863,"13,624",437,"3,062,852","60,070","50,988,095 ",South America,73,"2,289",17
14,7,Mexico,"652,364","+4,857","69,649 ",+554,"458,850","+3,868","123,865","2,892","5,049",539,"1,480,902","11,462","129,195,619 ",North America,198,"1,855",87
15,8,South Africa,"644,438",,"15,265 ",,"573,003",,"56,170",539,"10,839",257,"3,863,453","64,983","59,453,068 ",Africa,92,"3,895",15
16,9,Spain,"554,143",,"29,699 ",,N/A,N/A,N/A,"1,136","11,851",635,"9,987,326","213,594","46,758,374 ",Europe,84,"1,574",5
17,10,Argentina,"524,198",,"10,907 ",,"390,098",,"123,193","2,880","11,578",241,"1,485,790","32,816","45,276,505 ",South America,86,"4,151",30
18,11,Chile,"428,669",,"11,781 ",,"401,356",,"15,532",951,"22,387",615,"2,719,687","142,034","19,148,188 ",South America,45,"1,625",7
19,12,Iran,"395,488",,"22,798 ",,"340,842",,"31,848","3,728","4,697",271,"3,483,727","41,374","84,200,427 ",Asia,213,"3,693",24
20,13,UK,"358,138",,"41,608 ",,N/A,N/A,N/A,80,"5,270",612,"17,619,897","259,284","67,956,061 ",Europe,190,"1,633",4
21,14,France,"353,944",,"30,813 ",,"88,742",,"234,389",615,"5,420",472,"10,000,000","153,134","65,302,078 ",Europe,184,"2,119",7
22,15,Bangladesh,"332,970",,"4,634 ",,"233,550",,"94,786",,"2,018",28,"1,690,011","10,242","165,008,184 ",Asia,496,"35,608",98
23,16,Saudi Arabia,"323,720",,"4,189 ",,"299,998",,"19,533","1,363","9,271",120,"5,589,493","160,076","34,917,801 ",Asia,108,"8,336",6
24,17,Pakistan,"300,371",+516,"6,370 ",+5,"288,206",+256,"5,795",535,"1,355",29,"2,879,655","12,989","221,706,692 ",Asia,738,"34,805",77
