,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80849,25.0,3199.0,10.0,66926.0,10724,3226.0,56.2
1,Italy,21157,,1441.0,,1966.0,17750,1518.0,349.9
2,Iran,12729,,611.0,,4339.0,7779,,151.5
3,S. Korea,8162,76.0,75.0,3.0,834.0,7253,59.0,159.2
4,Spain,6391,,196.0,,517.0,5678,272.0,136.7
5,Germany,4649,50.0,9.0,,46.0,4594,9.0,55.5
6,France,4499,30.0,91.0,,12.0,4396,300.0,68.9
7,USA,3045,102.0,60.0,3.0,56.0,2929,10.0,9.2
8,Switzerland,1375,,13.0,,4.0,1358,,158.9
9,UK,1140,,21.0,,18.0,1101,20.0,16.8
10,Norway,1128,19.0,3.0,,1.0,1124,27.0,208.1
11,Sweden,961,,2.0,,1.0,958,2.0,95.2
12,Netherlands,959,,12.0,,2.0,945,45.0,56.0
13,Denmark,864,28.0,1.0,,1.0,862,2.0,149.2
14,Japan,825,21.0,22.0,,144.0,659,35.0,6.5
15,Austria,800,145.0,1.0,,6.0,793,1.0,88.8
16,Diamond Princess,696,,7.0,,456.0,233,15.0,
17,Belgium,689,,4.0,,1.0,684,24.0,59.4
18,Qatar,337,,,,4.0,333,,117.0
19,Australia,299,51.0,5.0,2.0,27.0,267,1.0,11.7
20,Canada,252,,1.0,,11.0,240,1.0,6.7
21,Malaysia,248,10.0,,,35.0,213,4.0,7.7
22,Finland,244,19.0,,,10.0,234,,44.0
23,Greece,228,,4.0,1.0,8.0,216,5.0,21.9
24,Czechia,214,25.0,,,,214,2.0,20.0
25,Bahrain,212,,,,60.0,152,2.0,124.6
26,Singapore,212,,,,105.0,107,11.0,36.2
27,Israel,200,7.0,,,4.0,196,2.0,23.1
28,Slovenia,181,,1.0,,,180,3.0,87.1
29,Portugal,169,,,,2.0,167,10.0,16.6
30,Iceland,161,,,,,161,1.0,
31,Brazil,151,,,,1.0,150,2.0,0.7
32,Hong Kong,142,,4.0,,81.0,57,4.0,18.9
33,Philippines,140,29.0,11.0,3.0,2.0,127,1.0,1.3
34,Estonia,135,20.0,,,1.0,134,,101.8
35,Ireland,129,,2.0,,,127,6.0,26.1
36,Romania,123,,,,9.0,114,1.0,6.4
37,Indonesia,117,21.0,5.0,,8.0,104,,0.4
38,Thailand,114,32.0,1.0,,35.0,78,1.0,1.6
39,Kuwait,112,8.0,,,9.0,103,4.0,26.2
40,Poland,111,7.0,3.0,,13.0,95,3.0,2.9
41,Iraq,110,,10.0,,26.0,74,,2.7
42,Lebanon,110,17.0,3.0,,1.0,106,3.0,16.1
43,Egypt,110,,2.0,,27.0,81,,1.1
44,India,107,7.0,2.0,,10.0,95,,0.1
45,Saudi Arabia,103,,,,2.0,101,,3.0
46,San Marino,101,,5.0,,4.0,92,3.0,
47,UAE,86,1.0,,,20.0,66,2.0,8.7
48,Chile,61,,,,,61,,3.2
49,Luxembourg,59,8.0,1.0,,,58,,
50,Taiwan,59,6.0,1.0,,20.0,38,,2.5
51,Russia,59,,,,8.0,51,,0.4
52,Slovakia,54,10.0,,,,54,,9.9
53,Vietnam,53,,,,16.0,37,,0.5
54,South Africa,51,13.0,,,,51,,0.9
55,Croatia,46,7.0,,,2.0,44,,11.2
56,Serbia,46,,,,,46,1.0,5.3
57,Algeria,45,6.0,3.0,,10.0,32,,1.0
58,Argentina,45,,2.0,,,43,1.0,1.0
59,Bulgaria,43,2.0,2.0,,,41,,6.2
60,Panama,43,,1.0,,,42,,10.0
61,Peru,43,,,,,43,,1.3
62,Mexico,41,15.0,,,4.0,37,1.0,0.3
63,Brunei,40,,,,,40,,
64,Albania,38,,1.0,,,37,2.0,13.2
65,Palestine,38,,,,,38,,7.4
66,Pakistan,33,,,,2.0,31,,0.1
67,Hungary,32,2.0,,,1.0,31,,3.3
68,Georgia,30,,,,1.0,29,1.0,7.5
69,Latvia,30,4.0,,,1.0,29,,15.9
70,Ecuador,28,,2.0,,,26,1.0,1.6
71,Belarus,27,,,,3.0,24,,2.9
72,Costa Rica,27,,,,,27,1.0,5.3
73,Cyprus,26,,,,,26,,21.5
74,Senegal,24,,,,2.0,22,,1.4
75,Colombia,24,,,,,24,,0.5
76,Bosnia and Herzegovina,21,,,,,21,,6.4
77,Armenia,20,,,,,20,,6.7
78,Oman,20,,,,9.0,11,,3.9
79,Azerbaijan,19,,1.0,,6.0,12,,1.9
80,North Macedonia,19,,,,1.0,18,,9.1
81,Morocco,18,,1.0,,1.0,16,1.0,0.5
82,Tunisia,18,,,,,18,2.0,1.5
83,Malta,18,,,,1.0,17,,
84,Afghanistan,16,5.0,,,1.0,15,,0.4
85,Moldova,12,,,,,12,,3.0
86,Dominican Republic,11,,,,,11,,1.0
87,Maldives,11,1.0,,,,11,,
88,Macao,10,,,,10.0,0,,
89,Sri Lanka,10,,,,1.0,9,,0.5
90,Bolivia,10,,,,,10,,0.9
91,Martinique,10,,,,,10,,
92,Venezuela,10,8.0,,,,10,,0.4
93,Lithuania,9,,,,1.0,8,,3.3
94,Faeroe Islands,9,,,,,9,,
95,New Zealand,8,,,,,8,,1.7
96,Jamaica,8,,,,,8,,2.7
97,Kazakhstan,8,2.0,,,,8,,0.4
98,Cambodia,7,,,,1.0,6,,0.4
99,Jordan,7,6.0,,,1.0,6,,0.7
100,French Guiana,7,,,,,7,,
101,Paraguay,7,,,,,7,1.0,1.0
102,Réunion,6,,,,,6,,
103,Turkey,6,,,,,6,,0.1
104,Uruguay,6,,,,,6,,1.7
105,Bangladesh,5,,,,2.0,3,,
106,Ivory Coast,4,2.0,,,,4,,0.2
107,Cuba,4,,,,,4,,0.4
108,Liechtenstein,4,,,,,4,,
109,Puerto Rico,4,,,,,4,,1.4
110,Ukraine,3,,1.0,,,2,,0.1
111,Burkina Faso,3,1.0,,,,3,,0.1
112,Channel Islands,3,,,,,3,,
113,French Polynesia,3,,,,,3,,
114,Ghana,3,1.0,,,,3,,0.1
115,Guadeloupe,3,,,,,3,,
116,Guam,3,3.0,,,,3,,
117,Honduras,3,,,,,3,,0.3
118,Monaco,2,,,,,2,,
119,Nigeria,2,,,,1.0,1,,
120,Aruba,2,,,,,2,,
121,Cameroon,2,,,,,2,,0.1
122,Curaçao,2,,,,,2,,
123,DRC,2,,,,,2,,
124,Namibia,2,,,,,2,,0.8
125,Saint Martin,2,,,,,2,,
126,Seychelles,2,,,,,2,,
127,Trinidad and Tobago,2,,,,,2,,1.4
128,Guyana,1,,1.0,,,0,,
129,Sudan,1,,1.0,,,0,,
130,Andorra,1,,,,,1,,
131,Nepal,1,,,,1.0,0,,
132,Antigua and Barbuda,1,,,,,1,,
133,Bhutan,1,,,,,1,,
134,Cayman Islands,1,,,,,1,,
135,CAR,1,1.0,,,,1,,0.2
136,Equatorial Guinea,1,,,,,1,,0.7
137,Ethiopia,1,,,,,1,,
138,Gabon,1,,,,,1,,0.4
139,Gibraltar,1,,,,1.0,0,,
140,Guatemala,1,,,,,1,,0.1
141,Guinea,1,,,,,1,,0.1
142,Vatican City,1,,,,,1,,
143,Kenya,1,,,,,1,,
144,Mauritania,1,,,,,1,,0.2
145,Mayotte,1,,,,,1,,
146,Mongolia,1,,,,,1,,0.3
147,Rwanda,1,,,,,1,,0.1
148,St. Barth,1,,,,,1,,
149,Saint Lucia,1,,,,,1,,
150,St. Vincent Grenadines,1,,,,,1,,
151,Suriname,1,,,,,1,,
152,Eswatini,1,,,,,1,,0.9
153,Togo,1,,,,,1,,0.1
154,U.S. Virgin Islands,1,,,,,1,,
155,Uzbekistan,1,1.0,,,,1,,
156,Total:,157455,854.0,5845.0,22.0,75953.0,75657,5649.0,20.2
