,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80844,20.0,3199.0,10.0,66913.0,10732,3226.0,56.2
1,Italy,21157,,1441.0,,1966.0,17750,1518.0,349.9
2,Iran,12729,,611.0,,4339.0,7779,,151.5
3,S. Korea,8162,76.0,75.0,3.0,834.0,7253,59.0,159.2
4,Spain,6391,,196.0,,517.0,5678,272.0,136.7
5,Germany,4599,,9.0,,46.0,4544,9.0,54.9
6,France,4469,,91.0,,12.0,4366,300.0,68.5
7,USA,2995,52.0,60.0,3.0,56.0,2879,10.0,9.0
8,Switzerland,1375,,13.0,,4.0,1358,,158.9
9,UK,1140,,21.0,,18.0,1101,20.0,16.8
10,Norway,1111,2.0,3.0,,1.0,1107,27.0,204.9
11,Sweden,961,,2.0,,1.0,958,2.0,95.2
12,Netherlands,959,,12.0,,2.0,945,45.0,56.0
13,Denmark,836,,1.0,,1.0,834,2.0,144.3
14,Japan,804,,22.0,,144.0,638,35.0,6.4
15,Diamond Princess,696,,7.0,,456.0,233,15.0,
16,Belgium,689,,4.0,,1.0,684,24.0,59.4
17,Austria,655,,1.0,,6.0,648,1.0,72.7
18,Qatar,337,,,,4.0,333,,117.0
19,Canada,252,,1.0,,11.0,240,1.0,6.7
20,Australia,249,1.0,3.0,,27.0,219,1.0,9.8
21,Malaysia,238,,,,35.0,203,4.0,7.4
22,Greece,228,,3.0,,8.0,217,5.0,21.9
23,Finland,225,,,,10.0,215,,40.6
24,Bahrain,212,,,,60.0,152,2.0,124.6
25,Singapore,212,,,,105.0,107,11.0,36.2
26,Israel,193,,,,4.0,189,3.0,22.3
27,Czechia,189,,,,,189,2.0,17.6
28,Slovenia,181,,1.0,,,180,3.0,87.1
29,Portugal,169,,,,2.0,167,10.0,16.6
30,Iceland,161,,,,,161,1.0,
31,Brazil,151,,,,1.0,150,2.0,0.7
32,Hong Kong,142,,4.0,,81.0,57,4.0,18.9
33,Ireland,129,,2.0,,,127,6.0,26.1
34,Romania,123,,,,9.0,114,1.0,6.4
35,Estonia,115,,,,1.0,114,,86.7
36,Philippines,111,,8.0,,2.0,101,1.0,1.0
37,Iraq,110,,10.0,,26.0,74,,2.7
38,Egypt,110,,2.0,,27.0,81,,1.1
39,Poland,104,,3.0,,13.0,88,3.0,2.7
40,Kuwait,104,,,,7.0,97,6.0,24.4
41,Saudi Arabia,103,,,,2.0,101,,3.0
42,San Marino,101,,5.0,,4.0,92,3.0,
43,India,100,,2.0,,10.0,88,,0.1
44,Indonesia,96,,5.0,,8.0,83,,0.4
