,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
38,Serbia,5994,,117.0,,637.0,5240,126.0,686.0,13.0,36028.0,4123.0
39,Singapore,5992,,11.0,,740.0,5241,23.0,1024.0,2.0,94796.0,16203.0
40,Ukraine,5449,+343,141.0,8.0,347.0,4961,45.0,125.0,3.0,57111.0,1306.0
41,Malaysia,5305,,88.0,,3102.0,2115,49.0,164.0,3.0,100794.0,3114.0
42,Qatar,5008,,8.0,,510.0,4490,37.0,1738.0,3.0,60139.0,20874.0
43,Belarus,4779,,45.0,,342.0,4392,65.0,506.0,5.0,86813.0,9187.0
44,Dominican Republic,4335,,217.0,,312.0,3806,146.0,400.0,20.0,14373.0,1325.0
45,Panama,4273,+63,120.0,4.0,140.0,4013,96.0,990.0,28.0,19091.0,4425.0
46,Finland,3681,,90.0,,1700.0,1891,70.0,664.0,16.0,55600.0,10035.0
47,Colombia,3621,,166.0,,691.0,2764,98.0,71.0,3.0,59002.0,1160.0
48,Luxembourg,3537,,72.0,,601.0,2864,32.0,5650.0,115.0,33252.0,53120.0
49,South Africa,3034,,52.0,,903.0,2079,36.0,51.0,0.9,108021.0,1821.0
50,Egypt,3032,,224.0,,701.0,2107,,30.0,2.0,55000.0,537.0
51,Argentina,2839,,132.0,,685.0,2022,127.0,63.0,3.0,30942.0,685.0
52,Thailand,2765,+32,47.0,,1928.0,790,61.0,40.0,0.7,100498.0,1440.0
53,Morocco,2685,,137.0,,314.0,2234,1.0,73.0,4.0,13689.0,371.0
54,Algeria,2534,,367.0,,894.0,1273,60.0,58.0,8.0,6500.0,148.0
55,Moldova,2378,,57.0,,391.0,1930,80.0,589.0,14.0,9848.0,2441.0
56,Greece,2235,,110.0,,269.0,1856,67.0,214.0,11.0,53290.0,5113.0
57,Bangladesh,2144,,84.0,,66.0,1994,1.0,13.0,0.5,21307.0,129.0
58,Hungary,1916,+82,189.0,17.0,250.0,1477,61.0,198.0,20.0,46353.0,4798.0
59,Croatia,1832,,39.0,,615.0,1178,27.0,446.0,9.0,21647.0,5273.0
60,Bahrain,1773,,7.0,,755.0,1011,3.0,1042.0,4.0,82568.0,48524.0
61,Iceland,1760,,9.0,,1291.0,460,3.0,5158.0,26.0,41091.0,120416.0
62,Kuwait,1751,,6.0,,280.0,1465,34.0,410.0,1.0,,
63,Kazakhstan,1615,,17.0,,377.0,1221,22.0,86.0,0.9,100878.0,5373.0
64,Iraq,1513,,82.0,,953.0,478,,38.0,2.0,53955.0,1341.0
65,Estonia,1512,,38.0,,162.0,1312,11.0,1140.0,29.0,39605.0,29856.0
66,Uzbekistan,1495,+5,5.0,,194.0,1296,8.0,45.0,0.1,136000.0,4063.0
67,New Zealand,1431,+9,12.0,1.0,912.0,507,18.0,297.0,2.0,83224.0,17258.0
68,Azerbaijan,1373,,18.0,,590.0,765,21.0,135.0,2.0,86607.0,8542.0
69,Slovenia,1317,,70.0,,190.0,1057,27.0,633.0,34.0,40580.0,19520.0
70,Lithuania,1298,+59,33.0,,242.0,1023,14.0,477.0,12.0,64035.0,23522.0
71,Bosnia and Herzegovina,1268,,47.0,,338.0,883,4.0,386.0,14.0,16868.0,5141.0
72,Oman,1266,+86,6.0,,233.0,1027,3.0,248.0,1.0,,
73,Armenia,1248,,20.0,,523.0,705,30.0,421.0,7.0,11796.0,3981.0
74,North Macedonia,1170,,49.0,,164.0,957,15.0,562.0,24.0,11556.0,5547.0
75,Slovakia,1089,,11.0,,213.0,865,10.0,199.0,2.0,40953.0,7501.0
76,Hong Kong,1024,,4.0,,568.0,452,9.0,137.0,0.5,131786.0,17579.0
77,Cameroon,1017,,42.0,,305.0,670,33.0,38.0,2.0,,
78,Afghanistan,993,+60,32.0,2.0,131.0,830,,26.0,0.8,,
79,Cuba,986,,32.0,,227.0,727,15.0,87.0,3.0,25309.0,2234.0
80,Bulgaria,884,+6,42.0,1.0,161.0,681,35.0,127.0,6.0,26417.0,3802.0
81,Tunisia,866,,37.0,,43.0,786,33.0,73.0,3.0,15332.0,1297.0
82,Ghana,834,,9.0,,99.0,726,4.0,27.0,0.3,60916.0,1960.0
83,Ivory Coast,801,,8.0,,239.0,554,,30.0,0.3,,
84,Cyprus,761,,12.0,,79.0,670,8.0,630.0,10.0,32284.0,26739.0
85,Djibouti,732,,2.0,,76.0,654,,741.0,2.0,7486.0,7577.0
86,Latvia,727,+15,5.0,,88.0,634,5.0,385.0,3.0,35881.0,19023.0
87,Diamond Princess,712,,13.0,,644.0,55,7.0,,,,
88,Andorra,704,,35.0,,205.0,464,17.0,9111.0,453.0,1673.0,21653.0
89,Lebanon,672,,21.0,,99.0,552,30.0,98.0,3.0,20225.0,2963.0
90,Costa Rica,655,,4.0,,97.0,554,10.0,129.0,0.8,10138.0,1990.0
91,Niger,639,,19.0,,113.0,507,,26.0,0.8,4715.0,195.0
92,Burkina Faso,565,,36.0,,321.0,208,,27.0,2.0,,
93,Kyrgyzstan,554,+48,5.0,,133.0,416,5.0,85.0,0.8,26147.0,4008.0
94,Albania,548,,26.0,,302.0,220,5.0,190.0,9.0,5311.0,1846.0
95,Nigeria,542,,19.0,,166.0,357,2.0,3.0,0.09,7153.0,35.0
96,Bolivia,520,+27,32.0,1.0,31.0,457,3.0,45.0,3.0,3569.0,306.0
97,Guinea,518,,3.0,,65.0,450,,39.0,0.2,,
98,Uruguay,517,,9.0,,298.0,210,14.0,149.0,3.0,12478.0,3592.0
99,Channel Islands,484,,21.0,,73.0,390,,2784.0,121.0,3320.0,19095.0
100,Honduras,472,+15,46.0,,15.0,411,10.0,48.0,5.0,2535.0,256.0
101,San Marino,455,,39.0,,60.0,356,15.0,13410.0,1149.0,1605.0,47302.0
102,Malta,426,,3.0,,99.0,324,4.0,965.0,7.0,23253.0,52663.0
103,Taiwan,420,+22,6.0,,189.0,225,,18.0,0.3,53005.0,2226.0
104,Palestine,418,,2.0,,69.0,347,,82.0,0.4,17329.0,3397.0
105,Jordan,413,,7.0,,269.0,137,5.0,40.0,0.7,20500.0,2009.0
106,Réunion,407,,,,237.0,170,4.0,455.0,,,
107,Georgia,388,,4.0,,86.0,298,6.0,97.0,1.0,5027.0,1260.0
108,Senegal,350,,3.0,,211.0,136,1.0,21.0,0.2,,
109,Mauritius,325,,9.0,,180.0,136,3.0,256.0,7.0,9755.0,7670.0
110,Montenegro,308,+1,5.0,,55.0,248,7.0,490.0,8.0,3874.0,6168.0
111,DRC,307,,25.0,,26.0,256,,3.0,0.3,,
112,Isle of Man,297,,6.0,,180.0,111,11.0,3493.0,71.0,2414.0,28389.0
113,Vietnam,268,,,,201.0,67,8.0,3.0,,206253.0,2119.0
114,Kenya,262,,12.0,,60.0,190,2.0,5.0,0.2,10784.0,201.0
115,Guatemala,257,+22,7.0,,21.0,229,3.0,14.0,0.4,7200.0,402.0
116,Sri Lanka,254,,7.0,,86.0,161,1.0,12.0,0.3,4768.0,223.0
117,Mayotte,254,,4.0,,117.0,133,6.0,931.0,15.0,1800.0,6598.0
118,Venezuela,227,,9.0,,117.0,101,4.0,8.0,0.3,299714.0,10540.0
119,Mali,216,,13.0,,41.0,162,,11.0,0.6,,
120,Paraguay,206,+4,8.0,,41.0,157,1.0,29.0,1.0,4950.0,694.0
121,El Salvador,201,+11,7.0,,44.0,150,1.0,31.0,1.0,11160.0,1721.0
122,Faeroe Islands,184,,,,173.0,11,,3766.0,,5981.0,122403.0
123,Jamaica,173,+10,5.0,,25.0,143,,58.0,2.0,1605.0,542.0
124,Martinique,163,,12.0,,73.0,78,11.0,434.0,32.0,,
125,Guadeloupe,148,,8.0,,73.0,67,13.0,370.0,20.0,,
126,Tanzania,147,,5.0,,11.0,131,4.0,2.0,0.08,,
127,Rwanda,144,,,,69.0,75,,11.0,,6237.0,482.0
128,Congo,143,,6.0,,11.0,126,,26.0,1.0,,
129,Brunei,137,,1.0,,113.0,23,2.0,313.0,2.0,11254.0,25725.0
130,Somalia,135,,7.0,,2.0,126,2.0,8.0,0.4,,
131,Gibraltar,132,,,,111.0,21,1.0,3918.0,,1859.0,55178.0
132,Cambodia,122,,,,103.0,19,1.0,7.0,,5768.0,345.0
133,Madagascar,120,,,,35.0,85,1.0,4.0,,2357.0,85.0
134,Trinidad and Tobago,114,,8.0,,21.0,85,,81.0,6.0,1320.0,943.0
135,Gabon,108,,1.0,,7.0,100,,49.0,0.4,572.0,257.0
136,Myanmar,107,+9,5.0,,5.0,97,,2.0,0.09,4152.0,76.0
137,Ethiopia,105,,3.0,,16.0,86,1.0,0.9,0.03,6890.0,60.0
138,Aruba,96,,2.0,,44.0,50,4.0,899.0,19.0,1358.0,12719.0
139,French Guiana,96,,,,64.0,32,2.0,321.0,,,
140,Monaco,94,,3.0,,22.0,69,3.0,2395.0,76.0,,
141,Togo,84,,5.0,,49.0,30,,10.0,0.6,4191.0,506.0
142,Bermuda,83,,5.0,,35.0,43,9.0,1333.0,80.0,552.0,8863.0
143,Liechtenstein,79,,1.0,,55.0,23,,2072.0,26.0,900.0,23605.0
144,Equatorial Guinea,79,,,,4.0,75,,56.0,,854.0,609.0
145,Liberia,76,,7.0,,7.0,62,,15.0,1.0,,
146,Barbados,75,,5.0,,17.0,53,4.0,261.0,17.0,1000.0,3480.0
147,Sudan,66,,10.0,,6.0,50,,2.0,0.2,,
148,Sint Maarten,64,,9.0,,12.0,43,6.0,1493.0,210.0,163.0,3802.0
149,Guyana,63,,6.0,,9.0,48,4.0,80.0,8.0,283.0,360.0
150,Cayman Islands,61,,1.0,,7.0,53,3.0,928.0,15.0,702.0,10681.0
151,Cabo Verde,58,,1.0,,1.0,56,,104.0,2.0,,
152,Zambia,57,,2.0,,33.0,22,1.0,3.0,0.1,2191.0,119.0
153,Bahamas,55,,9.0,,10.0,36,1.0,140.0,23.0,,
154,French Polynesia,55,,,,2.0,53,1.0,196.0,,1302.0,4635.0
155,Uganda,55,,,,22.0,33,,1.0,,11101.0,243.0
156,Libya,49,,1.0,,11.0,37,,7.0,0.1,707.0,103.0
157,Guinea-Bissau,46,,,,,46,,23.0,,1500.0,762.0
158,Macao,45,,,,16.0,29,1.0,69.0,,,
159,Haiti,44,,3.0,,,41,,4.0,0.3,498.0,44.0
160,Eritrea,39,,,,3.0,36,,11.0,,,
161,Syria,38,,2.0,,5.0,31,,2.0,0.1,,
162,Saint Martin,37,,2.0,,19.0,16,5.0,957.0,52.0,,
163,Benin,35,,1.0,,18.0,16,,3.0,0.08,,
164,Maldives,35,,,,16.0,19,,65.0,,3714.0,6871.0
165,Mozambique,35,,,,4.0,31,,1.0,,952.0,30.0
166,Chad,33,,,,8.0,25,,2.0,,,
167,Mongolia,32,+1,,,7.0,25,,10.0,,1554.0,474.0
168,Nepal,31,,,,3.0,28,,1.0,,27471.0,943.0
169,Sierra Leone,30,,,,,30,,4.0,,,
170,Zimbabwe,25,,3.0,,2.0,20,,2.0,0.2,2626.0,177.0
171,Angola,24,,2.0,,6.0,16,,0.7,0.06,,
172,Antigua and Barbuda,23,,3.0,,3.0,17,1.0,235.0,31.0,73.0,745.0
173,Eswatini,22,,1.0,,8.0,13,,19.0,0.9,714.0,615.0
174,Laos,19,,,,2.0,17,,3.0,,1318.0,181.0
175,Belize,18,,2.0,,,16,1.0,45.0,5.0,651.0,1637.0
176,New Caledonia,18,,,,15.0,3,1.0,63.0,,3399.0,11906.0
177,Timor-Leste,18,,,,1.0,17,,14.0,,,
178,Malawi,17,,2.0,,3.0,12,1.0,0.9,0.1,417.0,22.0
179,Fiji,17,,,,,17,,19.0,,,
180,Dominica,16,,,,8.0,8,,222.0,,345.0,4793.0
181,Namibia,16,,,,6.0,10,,6.0,,499.0,196.0
182,Botswana,15,,1.0,,,14,,6.0,0.4,3602.0,1532.0
183,Saint Lucia,15,,,,11.0,4,,82.0,,344.0,1873.0
184,Curaçao,14,,1.0,,11.0,2,,85.0,6.0,286.0,1743.0
185,Grenada,14,,,,6.0,8,4.0,124.0,,92.0,818.0
186,Saint Kitts and Nevis,14,,,,,14,,263.0,,234.0,4399.0
187,CAR,12,,,,4.0,8,,2.0,,,
188,St. Vincent Grenadines,12,,,,1.0,11,,108.0,,87.0,784.0
189,Turks and Caicos,11,,1.0,,,10,,284.0,26.0,83.0,2144.0
190,Falkland Islands,11,,,,3.0,8,,3161.0,,319.0,91667.0
191,Greenland,11,,,,11.0,0,,194.0,,1043.0,18372.0
192,Montserrat,11,,,,2.0,9,1.0,2204.0,,36.0,7212.0
193,Seychelles,11,,,,5.0,6,,112.0,,,
194,Suriname,10,,1.0,,6.0,3,,17.0,2.0,,
195,MS Zaandam,9,,2.0,,,7,,,,,
196,Nicaragua,9,,2.0,,6.0,1,,1.0,0.3,,
197,Gambia,9,,1.0,,2.0,6,,4.0,0.4,316.0,131.0
198,Vatican City,8,,,,2.0,6,,9988.0,,,
199,Mauritania,7,,1.0,,6.0,0,,2.0,0.2,913.0,196.0
200,Papua New Guinea,7,,,,,7,,0.8,,167.0,19.0
201,St. Barth,6,,,,5.0,1,,607.0,,,
202,Western Sahara,6,,,,,6,,10.0,,,
203,Burundi,5,,1.0,,,4,,0.4,0.08,80.0,7.0
204,Bhutan,5,,,,2.0,3,,6.0,,8107.0,10507.0
205,British Virgin Islands,4,,,,2.0,2,,132.0,,,
206,Sao Tome and Principe,4,,,,,4,,18.0,,19.0,87.0
207,South Sudan,4,,,,,4,,0.4,,,
208,Anguilla,3,,,,1.0,2,,200.0,,,
209,Caribbean Netherlands,3,,,,,3,,114.0,,10.0,381.0
210,Saint Pierre Miquelon,1,,,,,1,,173.0,,,
211,Yemen,1,,,,,1,,0.03,,,
212,China,82735,+16,4632.0,,77062.0,1041,85.0,57.0,3.0,,
213,Total:,2333239,"+2,446",160818.0,175.0,600315.0,1572106,55271.0,299.3,20.6,,
