,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","9,022,502","+5,511","314,370",+421,"5,844,177","+4,530","2,863,955","17,595",,,,,,North America,"
",,
1,,"
Asia
","10,870,256","+2,641","198,295",+15,"9,140,387","+3,820","1,531,574","20,747",,,,,,Asia,"
",,
2,,"
South America
","8,206,807",+503,"259,281",+44,"7,056,247",+489,"891,279","17,388",,,,,,South America,"
",,
3,,"
Europe
","5,198,195","+7,836","224,146",+106,"2,581,613","+2,146","2,392,436","8,971",,,,,,Europe,"
",,
4,,"
Africa
","1,506,015",,"36,288",,"1,246,159",,"223,568","1,602",,,,,,Africa,"
",,
5,,"
Oceania
","31,532",+9,935,+3,"28,762",+29,"1,835",18,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"34,836,028","+16,500","1,033,330",+589,"25,897,996","+11,014","7,904,702","66,325","4,469",132.6,,,,All,"
",,
8,1,USA,"7,549,323",,"213,524 ",,"4,776,824",,"2,558,975","14,166","22,773",644,"109,570,446","330,529","331,499,850 ",North America,44,"1,553",3
9,2,India,"6,473,544","+1,610","100,875 ",,"5,427,706","+2,629","944,963","8,944","4,679",73,"77,850,403","56,272","1,383,456,294 ",Asia,214,"13,715",18
10,3,Brazil,"4,882,231",,"145,431 ",,"4,232,593",,"504,207","8,318","22,927",683,"17,900,000","84,059","212,945,646 ",South America,44,"1,464",12
11,4,Russia,"1,194,643",,"21,077 ",,"970,296",,"203,270","2,300","8,185",144,"46,823,879","320,820","145,950,636 ",Europe,122,"6,925",3
12,5,Colombia,"841,531",,"26,397 ",,"753,953",,"61,181","2,220","16,494",517,"3,818,824","74,849","51,020,676 ",South America,61,"1,933",13
13,6,Peru,"821,564",,"32,609 ",,"695,645",,"93,310","1,331","24,830",986,"3,922,567","118,550","33,087,868 ",South America,40,"1,015",8
14,7,Spain,"810,807",,"32,086 ",,N/A,N/A,N/A,"1,566","17,340",686,"12,723,989","272,116","46,759,459 ",Europe,58,"1,457",4
15,8,Argentina,"779,689",,"20,599 ",,"614,515",,"144,575","3,828","17,211",455,"2,030,512","44,822","45,301,410 ",South America,58,"2,199",22
16,9,Mexico,"753,090","+4,775","78,492 ",+414,"541,518","+4,043","133,080","2,522","5,825",607,"1,983,157","15,340","129,276,993 ",North America,172,"1,647",65
17,10,South Africa,"677,833",,"16,909 ",,"611,044",,"49,880",539,"11,393",284,"4,229,709","71,090","59,498,013 ",Africa,88,"3,519",14
18,11,France,"589,653",,"32,155 ",,"97,778",,"459,720","1,276","9,028",492,"11,174,392","171,096","65,310,735 ",Europe,111,"2,031",6
19,12,UK,"467,146",,"42,268 ",,N/A,N/A,N/A,341,"6,872",622,"25,048,460","368,482","67,977,452 ",Europe,146,"1,608",3
20,13,Chile,"466,590",,"12,867 ",,"439,607",,"14,116",868,"24,355",672,"3,394,522","177,185","19,158,040 ",South America,41,"1,489",6
21,14,Iran,"464,596",,"26,567 ",,"385,264",,"52,765","4,137","5,514",315,"4,067,861","48,275","84,265,047 ",Asia,181,"3,172",21
22,15,Iraq,"372,259",,"9,298 ",,"299,804",,"63,157",562,"9,204",230,"2,311,962","57,160","40,446,933 ",Asia,109,"4,350",17
23,16,Bangladesh,"366,383",,"5,305 ",,"278,627",,"82,451",,"2,219",32,"1,970,251","11,933","165,106,733 ",Asia,451,"31,123",84
24,17,Saudi Arabia,"335,578",,"4,823 ",,"320,348",,"10,407",970,"9,602",138,"6,592,660","188,629","34,950,413 ",Asia,104,"7,247",5
25,18,Turkey,"321,512",,"8,325 ",,"282,657",,"30,530","1,455","3,802",98,"10,608,664","125,443","84,569,589 ",Asia,263,"10,159",8
26,19,Italy,"319,908",,"35,941 ",,"229,970",,"53,997",294,"5,293",595,"11,572,459","191,474","60,438,776 ",Europe,189,"1,682",5
27,20,Philippines,"316,678",,"5,616 ",,"254,617",,"56,445","1,758","2,880",51,"3,800,150","34,563","109,949,885 ",Asia,347,"19,578",29
28,21,Pakistan,"313,984",+553,"6,507 ",+8,"298,593",+538,"8,884",511,"1,415",29,"3,615,244","16,287","221,964,934 ",Asia,707,"34,112",61
29,22,Germany,"298,363",,"9,596 ",,"259,500",,"29,267",373,"3,558",114,"16,999,253","202,727","83,852,873 ",Europe,281,"8,738",5
30,23,Indonesia,"295,499",,"10,972 ",,"221,340",,"63,187",,"1,077",40,"3,365,490","12,271","274,258,537 ",Asia,928,"24,996",81
31,24,Israel,"258,920",,"1,633 ",,"185,122",,"72,165",839,"28,151",178,"3,626,704","394,310","9,197,590 ",Asia,36,"5,632",3
32,25,Ukraine,"222,322","+4,661","4,353 ",+92,"98,737","+2,146","119,232",177,"5,092",100,"2,308,415","52,866","43,665,155 ",Europe,196,"10,031",19
33,26,Canada,"162,659",,"9,409 ",,"137,614",,"15,636",126,"4,300",249,"7,490,205","198,015","37,826,502 ",North America,233,"4,020",5
34,27,Ecuador,"139,534",,"11,495 ",,"112,296",,"15,743",370,"7,879",649,"446,706","25,223","17,710,572 ",South America,127,"1,541",40
35,28,Bolivia,"136,219",+503,"8,045 ",+44,"96,654",+489,"31,520",71,"11,629",687,"305,112","26,048","11,713,261 ",South America,86,"1,456",38
36,29,Romania,"132,001",,"4,915 ",,"105,582",,"21,504",571,"6,874",256,"2,471,499","128,696","19,204,146 ",Europe,145,"3,907",8
37,30,Morocco,"128,565",,"2,263 ",,"106,044",,"20,258",451,"3,473",61,"2,666,458","72,025","37,021,475 ",Africa,288,"16,359",14
38,31,Netherlands,"127,922",,"6,428 ",,N/A,N/A,N/A,170,"7,461",375,"2,449,577","142,877","17,144,643 ",Europe,134,"2,667",7
39,32,Qatar,"126,164",,215 ,,"123,108",,"2,841",59,"44,933",77,"786,224","280,014","2,807,805 ",Asia,22,"13,060",4
40,33,Belgium,"124,234","+3,175","10,037 ",+14,"19,521",,"94,676",156,"10,707",865,"3,326,787","286,728","11,602,576 ",Europe,93,"1,156",3
41,34,Panama,"113,962",,"2,406 ",,"90,772",,"20,784",113,"26,308",555,"493,485","113,920","4,331,867 ",North America,38,"1,800",9
42,35,Dominican Republic,"113,350",,"2,117 ",,"88,840",,"22,393",180,"10,422",195,"484,751","44,572","10,875,577 ",North America,96,"5,137",22
43,36,Kazakhstan,"108,106",+62,"1,725 ",,"103,110",+82,"3,271",221,"5,740",92,"2,964,281","157,393","18,833,636 ",Asia,174,"10,918",6
44,37,Kuwait,"106,087",,615 ,,"97,898",,"7,574",137,"24,749",143,"753,775","175,849","4,286,499 ",Asia,40,"6,970",6
45,38,Egypt,"103,466",,"5,956 ",,"97,143",,367,41,"1,006",58,"135,000","1,313","102,817,572 ",Africa,994,"17,263",762
46,39,Oman,"98,585",,935 ,,"88,528",,"9,122",190,"19,185",182,"376,700","73,306","5,138,737 ",Asia,52,"5,496",14
47,40,UAE,"96,529",,424 ,,"86,071",,"10,034",,"9,730",43,"9,906,147","998,535","9,920,685 ",Asia,103,"23,398",1
48,41,Poland,"95,773",,"2,570 ",,"71,353",,"21,850",166,"2,531",68,"3,390,790","89,618","37,835,871 ",Europe,395,"14,722",11
49,42,Sweden,"94,283",,"5,895 ",,N/A,N/A,N/A,20,"9,321",583,"1,661,484","164,253","10,115,386 ",Europe,107,"1,716",6
50,43,Guatemala,"93,090",,"3,267 ",,"81,466",,"8,357",5,"5,172",182,"332,584","18,478","17,998,585 ",North America,193,"5,509",54
51,44,Japan,"84,215",,"1,578  ",,"77,219",,"5,418",145,666,12,"2,125,762","16,821","126,375,826 ",Asia,"1,501","80,086",59
52,45,Nepal,"82,450",,520 ,,"60,696",,"21,234",,"2,817",18,"1,048,686","35,830","29,268,206 ",Asia,355,"56,285",28
53,46,Belarus,"79,421",,844 ,,"74,982",,"3,595",,"8,406",89,"1,897,263","200,800","9,448,519 ",Europe,119,"11,195",5
54,47,Honduras,"78,269",+671,"2,386 ",+6,"28,978",+461,"46,905",30,"7,871",240,"183,299","18,433","9,944,256 ",North America,127,"4,168",54
55,48,Czechia,"78,051",,699 ,,"35,032",,"42,320",221,"7,285",65,"1,410,357","131,636","10,714,104 ",Europe,137,"15,328",8
56,49,Costa Rica,"77,829",,930 ,,"42,621",,"34,278",224,"15,243",182,"234,624","45,951","5,105,967 ",North America,66,"5,490",22
57,50,Portugal,"77,284",,"1,983 ",,"49,359",,"25,942",107,"7,585",195,"2,625,120","257,643","10,188,983 ",Europe,132,"5,138",4
58,51,Ethiopia,"76,988",,"1,208 ",,"31,677",,"44,103",296,666,10,"1,285,743","11,116","115,668,563 ",Africa,"1,502","95,752",90
59,52,Venezuela,"76,820",,643 ,,"67,216",,"8,961",215,"2,704",23,"1,957,439","68,888","28,415,006 ",South America,370,"44,191",15
60,53,Bahrain,"71,803",,255 ,,"66,184",,"5,364",58,"41,845",149,"1,458,920","850,220","1,715,933 ",Asia,24,"6,729",1
61,54,Nigeria,"59,127",,"1,112 ",,"50,593",,"7,422",7,285,5,"509,555","2,457","207,404,399 ",Africa,"3,508","186,515",407
62,55,Singapore,"57,794",,27 ,,"57,534",,233,,"9,859",5,"2,885,545","492,238","5,862,088 ",Asia,101,"217,114",2
