,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","3,555,067","+59,024","176,120",+729,"1,593,467","+26,594","1,785,480","19,181",,,,,,North America,"
",,
1,,"
South America
","2,549,517","+35,383","94,925","+1,240","1,566,615","+11,133","887,977","13,569",,,,,,South America,"
",,
2,,"
Asia
","2,630,117","+50,665","63,293","+1,067","1,778,315","+39,846","788,509","19,505",,,,,,Asia,"
",,
3,,"
Europe
","2,492,804","+11,605","193,989",+278,"1,437,425","+6,686","861,390","5,555",,,,,,Europe,"
",,
4,,"
Africa
","493,710","+13,865","11,649",+249,"238,464","+8,448","243,597",956,,,,,,Africa,"
",,
5,,"
Oceania
","10,233",+139,128,+2,"9,017",+21,"1,088",7,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"11,732,169","+170,681","540,119","+3,565","6,623,954","+92,728","4,568,096","58,777","1,505",69.3,,,,All,"
",,
8,1,USA,"3,040,006","+49,759","132,961 ",+360,"1,311,435","+21,871","1,595,610","15,997","9,183",402,"38,195,037","115,381","331,034,037 ",North America,109,"2,490",9
9,2,Brazil,"1,626,071","+21,486","65,556 ",+656,"978,615",,"581,900","8,318","7,649",308,"3,330,562","15,667","212,582,910 ",South America,131,"3,243",64
10,3,India,"720,346","+22,510","20,174 ",+474,"440,150","+15,259","260,022","8,944",522,15,"9,969,662","7,223","1,380,196,747 ",Asia,"1,916","68,415",138
11,4,Russia,"687,862","+6,611","10,296 ",+135,"454,329","+3,579","223,237","2,300","4,713",71,"21,335,394","146,197","145,935,642 ",Europe,212,"14,174",7
12,5,Peru,"305,703","+2,985","10,772 ",+183,"197,619","+3,662","97,312","1,236","9,270",327,"1,800,690","54,604","32,977,406 ",South America,108,"3,061",18
13,6,Spain,"298,869",+414,"28,388 ",+3,N/A,N/A,N/A,617,"6,392",607,"5,734,599","122,652","46,755,120 ",Europe,156,"1,647",8
