,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","10,669,965","+27,583","344,123",+351,"7,093,410","+20,452","3,232,432","20,094",,,,,,North America,"
",,
1,,"
Asia
","13,226,645","+70,686","235,753","+1,364","11,688,366","+91,075","1,302,526","21,099",,,,,,Asia,"
",,
2,,"
South America
","9,368,796","+3,410","288,058",+140,"8,328,158","+2,216","752,580","18,050",,,,,,South America,"
",,
3,,"
Europe
","8,545,297","+149,767","251,596","+1,162","3,490,754","+34,526","4,802,947","16,771",,,,,,Europe,"
",,
4,,"
Africa
","1,736,405","+6,306","41,594",+163,"1,419,935","+7,596","274,876","2,201",,,,,,Africa,"
",,
5,,"
Oceania
","35,980",+18,959,,"31,332",+13,"3,689",17,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"43,583,809","+257,770","1,162,098","+3,180","32,052,614","+155,878","10,369,097","78,236","5,591",149.1,,,,All,"
",,
8,1,USA,"8,909,767","+20,360","230,639 ",+129,"5,786,489","+13,991","2,892,639","16,396","26,867",695,"133,643,205","402,999","331,621,597 ",North America,37,"1,438",2
9,2,India,"7,944,128","+35,078","119,491 ",+461,"7,195,404","+61,410","629,233","8,944","5,739",86,"103,462,778","74,740","1,384,308,221 ",Asia,174,"11,585",13
10,3,Brazil,"5,395,920","+1,792","157,226 ",+63,"4,835,915",,"402,779","8,318","25,328",738,"21,900,000","102,797","213,040,452 ",South America,39,"1,355",10
11,4,Russia,"1,531,224","+17,347","26,269 ",+219,"1,146,096","+7,574","358,859","2,300","10,491",180,"57,821,260","396,159","145,954,555 ",Europe,95,"5,556",3
12,5,France,"1,138,507",,"34,761 ",,"110,660",+338,"993,086","2,584","17,430",532,"14,880,040","227,803","65,319,785 ",Europe,57,"1,879",4
13,6,Spain,"1,110,372",,"34,752 ",,N/A,N/A,N/A,"2,031","23,746",743,"16,690,076","356,926","46,760,593 ",Europe,42,"1,346",3
14,7,Argentina,"1,090,589",,"28,896 ",,"894,819",,"166,874","4,863","24,060",637,"2,823,654","62,295","45,327,446 ",South America,42,"1,569",16
15,8,Colombia,"1,015,885",,"30,154 ",,"915,451",,"70,280","2,365","19,898",591,"4,748,744","93,013","51,054,737 ",South America,50,"1,693",11
16,9,UK,"894,690","+20,890","44,998 ",+102,N/A,N/A,N/A,743,"13,157",662,"32,151,242","472,814","67,999,816 ",Europe,76,"1,511",2
17,10,Mexico,"891,160","+4,360","88,924 ",+181,"650,355","+3,616","151,881","2,781","6,889",687,"2,295,678","17,746","129,362,066 ",North America,145,"1,455",56
18,11,Peru,"888,715",,"34,149 ",,"807,636",,"46,930","1,050","26,836","1,031","4,390,402","132,574","33,116,739 ",South America,37,970,8
19,12,South Africa,"715,868",,"18,968 ",,"646,170",,"50,730",546,"12,022",319,"4,697,939","78,897","59,545,000 ",Africa,83,"3,139",13
20,13,Iran,"574,856","+5,960","32,953 ",+337,"459,250","+4,196","82,653","4,982","6,817",391,"4,753,357","56,364","84,332,604 ",Asia,147,"2,559",18
21,14,Italy,"542,789","+17,012","37,479 ",+141,"268,626","+2,423","236,684","1,284","8,982",620,"14,778,688","244,546","60,433,211 ",Europe,111,"1,612",4
22,15,Chile,"503,598","+1,535","14,003 ",+59,"479,877","+1,625","9,718",730,"26,272",731,"4,157,383","216,888","19,168,340 ",South America,38,"1,369",5
23,16,Iraq,"455,398","+3,691","10,671 ",+48,"384,593","+3,244","60,134",400,"11,243",263,"2,775,402","68,522","40,503,790 ",Asia,89,"3,796",15
24,17,Germany,"446,805","+9,168","10,170 ",+32,"321,600","+4,500","115,035","1,296","5,327",121,"20,380,376","243,001","83,869,665 ",Europe,188,"8,247",4
25,18,Bangladesh,"400,251","+1,436","5,818 ",+15,"316,600","+1,493","77,833",,"2,423",35,"2,271,347","13,748","165,209,762 ",Asia,413,"28,396",73
26,19,Indonesia,"392,934","+3,222","13,411 ",+112,"317,672","+3,908","61,851",,"1,432",49,"4,327,144","15,767","274,440,185 ",Asia,698,"20,464",63
27,20,Philippines,"371,630","+1,607","7,039 ",+62,"328,258",+245,"36,333","1,562","3,377",64,"4,628,065","42,057","110,041,549 ",Asia,296,"15,633",24
28,21,Turkey,"363,999","+2,198","9,874 ",+75,"316,008","+1,618","38,117","1,780","4,301",117,"13,350,801","157,761","84,626,587 ",Asia,232,"8,571",6
29,22,Ukraine,"348,924","+5,426","6,464 ",+73,"142,537","+1,029","199,923",177,"7,994",148,"3,025,148","69,307","43,648,730 ",Europe,125,"6,753",14
30,23,Saudi Arabia,"345,232",+357,"5,313 ",+17,"331,691",+361,"8,228",784,"9,868",152,"7,772,683","222,175","34,984,507 ",Asia,101,"6,585",5
31,24,Pakistan,"328,602",+707,"6,739 ",+3,"311,075",+584,"10,788",559,"1,479",30,"4,290,545","19,306","222,234,915 ",Asia,676,"32,977",52
32,25,Belgium,"321,031","+15,622","10,810 ",+73,"23,087",+209,"287,134",757,"27,661",931,"4,584,124","394,988","11,605,739 ",Europe,36,"1,074",3
33,26,Israel,"310,600",+654,"2,440 ",+43,"294,782","+1,673","13,378",486,"33,770",265,"4,433,687","482,049","9,197,590 ",Asia,30,"3,770",2
34,27,Netherlands,"301,597","+10,343","7,072 ",+26,N/A,N/A,N/A,533,"17,589",412,"2,901,903","169,237","17,147,019 ",Europe,57,"2,425",6
35,28,Poland,"263,929","+10,241","4,483 ",+45,"115,302","+2,683","144,144",999,"6,976",118,"4,381,009","115,798","37,833,276 ",Europe,143,"8,439",9
36,29,Czechia,"263,572","+5,475","2,337 ",+136,"98,369",+988,"162,866",828,"24,598",218,"2,082,838","194,379","10,715,349 ",Europe,41,"4,585",5
37,30,Canada,"217,763","+1,659","9,962 ",+16,"183,102","+1,673","24,699",215,"5,754",263,"9,603,477","253,743","37,847,275 ",North America,174,"3,799",4
38,31,Romania,"212,492","+2,844","6,470 ",+79,"151,811","+2,070","54,211",823,"11,070",337,"3,064,698","159,652","19,196,126 ",Europe,90,"2,967",6
39,32,Morocco,"199,745","+2,264","3,373 ",+72,"165,922","+2,727","30,450",764,"5,391",91,"3,217,978","86,857","37,048,960 ",Africa,185,"10,984",12
40,33,Ecuador,"161,635",,"12,553 ",,"141,759",,"7,323",365,"9,118",708,"521,891","29,440","17,727,417 ",South America,110,"1,412",34
41,34,Nepal,"159,830","+1,741",862 ,+15,"115,675","+4,005","43,293",,"5,455",29,"1,398,179","47,717","29,301,181 ",Asia,183,"33,992",21
42,35,Bolivia,"140,853",+74,"8,645 ",+18,"108,658",+591,"23,550",71,"12,015",737,"327,349","27,923","11,723,269 ",South America,83,"1,356",36
43,36,Qatar,"131,432",+262,230 ,,"128,343",+244,"2,859",37,"46,810",82,"944,018","336,212","2,807,805 ",Asia,21,"12,208",3
44,37,Panama,"129,200",,"2,633 ",,"105,231",,"21,336",128,"29,796",607,"627,775","144,777","4,336,139 ",North America,34,"1,647",7
45,38,UAE,"126,234","+1,111",480 ,+3,"120,750","+1,819","5,004",,"12,715",48,"12,550,780","1,264,156","9,928,193 ",Asia,79,"20,684",1
46,39,Dominican Republic,"124,843",+316,"2,225 ",+2,"103,081",+430,"19,537",181,"11,472",204,"570,751","52,447","10,882,408 ",North America,87,"4,891",19
47,40,Kuwait,"122,317",+682,749 ,+3,"113,391",+620,"8,177",122,"28,509",175,"881,681","205,498","4,290,470 ",Asia,35,"5,728",5
48,41,Portugal,"121,133","+2,447","2,343 ",+27,"69,956","+1,079","48,834",240,"11,891",230,"3,156,991","309,900","10,187,123 ",Europe,84,"4,348",3
49,42,Switzerland,"121,093","+17,440","2,111 ",+28,"61,700","+5,900","57,282",142,"13,959",243,"1,808,464","208,474","8,674,766 ",Europe,72,"4,109",5
50,43,Oman,"113,354",+422,"1,190 ",+16,"99,668",+390,"12,496",182,"22,024",231,"376,700","73,189","5,146,925 ",Asia,45,"4,325",14
51,44,Sweden,"110,594",,"5,933 ",,N/A,N/A,N/A,39,"10,929",586,"2,074,744","205,028","10,119,336 ",Europe,91,"1,706",5
52,45,Kazakhstan,"110,542",+140,"1,796 ",,"105,675",+57,"3,071",221,"5,865",95,"3,309,626","175,598","18,847,747 ",Asia,171,"10,494",6
53,46,Egypt,"106,540",,"6,199 ",,"98,903",,"1,438",41,"1,035",60,"135,000","1,311","102,939,046 ",Africa,966,"16,606",763
54,47,Guatemala,"104,894",+107,"3,651 ",+7,"94,530",+313,"6,713",5,"5,821",203,"410,931","22,805","18,019,440 ",North America,172,"4,935",44
55,48,Costa Rica,"103,088",,"1,282 ",,"62,037",,"39,769",201,"20,178",251,"296,363","58,009","5,108,888 ",North America,50,"3,985",17
56,49,Japan,"97,074",+540,"1,718 ",+7,"89,709",+427,"5,647",162,768,14,"2,581,456","20,431","126,351,602 ",Asia,"1,302","73,546",49
57,50,Belarus,"93,707",+884,961 ,+4,"83,748",+511,"8,998",,"9,918",102,"2,386,740","252,610","9,448,324 ",Europe,101,"9,832",4
58,51,Ethiopia,"93,343",,"1,426 ",,"47,543",,"44,374",339,806,12,"1,444,542","12,469","115,848,055 ",Africa,"1,241","81,240",80
59,52,Honduras,"93,214",+490,"2,623 ",+6,"37,996",+130,"52,595",26,"9,364",264,"221,619","22,264","9,954,162 ",North America,107,"3,795",45
