,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","8,790,299","+3,866","308,284",+185,"5,631,964","+4,070","2,850,051","17,287",,,,,,North America,"
",,
1,,"
Asia
","10,398,137","+3,536","190,964",+11,"8,704,126","+3,693","1,503,047","20,688",,,,,,Asia,"
",,
2,,"
South America
","7,959,736",+322,"249,841",+42,"6,798,046",+533,"911,849","17,284",,,,,,South America,"
",,
3,,"
Europe
","4,902,881","+4,801","220,912",+76,"2,499,785",+26,"2,182,184","8,469",,,,,,Europe,"
",,
4,,"
Africa
","1,473,418",,"35,512",,"1,218,331",,"219,575","1,568",,,,,,Africa,"
",,
5,,"
Oceania
","31,060",+13,922,+7,"28,336",+2,"1,802",18,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"33,556,252","+12,538","1,006,450",+321,"24,881,239","+8,324","7,668,563","65,318","4,305",129.1,,,,All,"
",,
8,1,USA,"7,361,611",,"209,808 ",,"4,609,636",,"2,542,167","14,065","22,208",633,"105,401,706","317,974","331,478,677 ",North America,45,"1,580",3
9,2,India,"6,145,291","+2,272","96,351 ",,"5,101,397","+2,824","947,543","8,944","4,442",70,"73,110,041","52,852","1,383,308,133 ",Asia,225,"14,357",19
10,3,Brazil,"4,748,327",,"142,161 ",,"4,084,182",,"521,984","8,318","22,300",668,"17,900,000","84,066","212,929,158 ",South America,45,"1,498",12
11,4,Russia,"1,159,573",,"20,385  ",,"945,920",,"193,268","2,300","7,945",140,"45,400,000","311,066","145,949,954 ",Europe,126,"7,160",3
12,5,Colombia,"818,203",,"25,641 ",,"722,536",,"70,026","2,220","16,039",503,"3,668,126","71,903","51,014,752 ",South America,62,"1,990",14
13,6,Peru,"808,714",,"32,324 ",,"670,989",,"105,401","1,354","24,445",977,"3,865,360","116,839","33,082,847 ",South America,41,"1,023",9
14,7,Spain,"748,266",,"31,411 ",,N/A,N/A,N/A,"1,529","16,003",672,"12,723,989","272,117","46,759,262 ",Europe,62,"1,489",4
15,8,Mexico,"733,717","+3,400","76,603 ",+173,"527,278","+3,447","129,836","2,334","5,676",593,"1,918,800","14,844","129,262,198 ",North America,176,"1,687",67
16,9,Argentina,"723,132",,"16,113 ",,"576,715",,"130,304","3,678","15,964",356,"1,926,717","42,535","45,296,882 ",South America,63,"2,811",24
17,10,South Africa,"671,669",,"16,586 ",,"604,478",,"50,605",539,"11,290",279,"4,152,480","69,801","59,489,841 ",Africa,89,"3,587",14
18,11,France,"542,639",,"31,808 ",,"95,426",,"415,405","1,118","8,309",487,"10,712,335","164,025","65,309,161 ",Europe,120,"2,053",6
19,12,Chile,"459,671",,"12,698 ",,"433,016",,"13,957",884,"23,996",663,"3,265,887","170,487","19,156,249 ",South America,42,"1,509",6
20,13,Iran,"449,960",,"25,779 ",,"376,531",,"47,650","4,068","5,341",306,"3,959,783","46,999","84,253,298 ",Asia,187,"3,268",21
21,14,UK,"439,013",,"42,001 ",,N/A,N/A,N/A,262,"6,459",618,"24,016,711","353,324","67,973,563 ",Europe,155,"1,618",3
22,15,Bangladesh,"360,555",,"5,193 ",,"272,073",,"83,289",,"2,184",31,"1,921,382","11,638","165,088,815 ",Asia,458,"31,791",86
23,16,Iraq,"353,566",,"9,052 ",,"284,784",,"59,730",532,"8,744",224,"2,220,913","54,923","40,437,045 ",Asia,114,"4,467",18
24,17,Saudi Arabia,"333,648",,"4,712 ",,"317,846",,"11,090","1,034","9,548",135,"6,392,497","182,933","34,944,484 ",Asia,105,"7,416",5
25,18,Turkey,"315,845",,"8,062 ",,"277,052",,"30,731","1,596","3,735",95,"10,153,223","120,072","84,559,676 ",Asia,268,"10,489",8
26,19,Pakistan,"311,516",+675,"6,474 ",+8,"296,340",+318,"8,702",419,"1,404",29,"3,482,206","15,691","221,917,981 ",Asia,712,"34,278",64
27,20,Italy,"311,364",,"35,851 ",,"225,190",,"50,323",264,"5,152",593,"11,138,173","184,286","60,439,744 ",Europe,194,"1,686",5
28,21,Philippines,"307,288",,"5,381 ",,"252,665",,"49,242","1,758","2,795",49,"3,654,944","33,247","109,933,944 ",Asia,358,"20,430",30
29,22,Germany,"288,618",,"9,545 ",,"252,400",,"26,673",353,"3,442",114,"15,642,654","186,555","83,849,953 ",Europe,291,"8,785",5
30,23,Indonesia,"278,722",,"10,473 ",,"206,870",,"61,379",,"1,016",38,"3,239,244","11,812","274,226,946 ",Asia,984,"26,184",85
31,24,Israel,"233,265",,"1,507 ",,"165,191",,"66,567",772,"25,362",164,"3,424,497","372,325","9,197,590 ",Asia,39,"6,103",3
32,25,Ukraine,"204,932","+3,627","4,065 ",+69,"88,453",,"112,414",177,"4,693",93,"2,226,508","50,987","43,668,011 ",Europe,213,"10,742",20
33,26,Canada,"155,301",,"9,278 ",,"132,607",,"13,416",110,"4,106",245,"7,220,108","190,893","37,822,889 ",North America,244,"4,077",5
34,27,Ecuador,"134,965",,"11,280 ",,"112,296",,"11,389",366,"7,622",637,"419,740","23,704","17,707,642 ",South America,131,"1,570",42
35,28,Bolivia,"134,223",+322,"7,900 ",+42,"94,324",+533,"31,999",71,"11,461",675,"298,536","25,491","11,711,521 ",South America,87,"1,482",39
36,29,Qatar,"125,311",,214 ,,"122,209",,"2,888",55,"44,630",76,"764,925","272,428","2,807,805 ",Asia,22,"13,121",4
37,30,Romania,"123,944",,"4,748 ",,"99,344",,"19,852",557,"6,454",247,"2,372,340","123,524","19,205,541 ",Europe,155,"4,045",8
38,31,Morocco,"119,107",,"2,113 ",,"97,468",,"19,526",415,"3,218",57,"2,575,657","69,581","37,016,695 ",Africa,311,"17,519",14
39,32,Belgium,"115,353","+1,174","9,987 ",+7,"19,301",+26,"86,065",140,"9,942",861,"3,157,822","272,178","11,602,026 ",Europe,101,"1,162",4
