,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","9,179,259",+687,"316,797",+22,"5,990,884",+717,"2,871,578","17,585",,,,,,North America,"
",,
1,,"
Asia
","11,207,133","+25,772","203,615",+489,"9,498,360","+22,237","1,505,158","20,778",,,,,,Asia,"
",,
2,,"
South America
","8,336,775",+239,"262,683",+28,"7,201,509",+460,"872,583","17,459",,,,,,South America,"
",,
3,,"
Europe
","5,464,548","+26,088","226,152",+463,"2,913,416","+13,772","2,324,980","9,516",,,,,,Europe,"
",,
4,,"
Africa
","1,528,041",+136,"36,699",+2,"1,268,850",+445,"222,492","1,639",,,,,,Africa,"
",,
5,,"
Oceania
","31,860",+28,938,+1,"29,033",,"1,889",13,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"35,748,337","+52,950","1,046,899","+1,005","26,902,703","+37,631","7,798,735","66,994","4,586",134.3,,,,All,"
",,
8,1,USA,"7,679,908",+264,"215,039 ",+7,"4,895,291",+213,"2,569,578","14,283","23,166",649,"112,505,096","339,366","331,515,730 ",North America,43,"1,542",3
9,2,India,"6,687,247","+5,174","103,629 ",+29,"5,662,490","+3,380","921,128","8,944","4,833",75,"81,071,797","58,596","1,383,567,415 ",Asia,207,"13,351",17
10,3,Brazil,"4,940,499",,"146,773 ",,"4,295,302",,"498,424","8,318","23,199",689,"17,900,000","84,054","212,958,012 ",South America,43,"1,451",12
11,4,Russia,"1,237,504","+11,615","21,663 ",+188,"988,576","+6,252","227,265","2,300","8,479",148,"48,337,992","331,193","145,951,147 ",Europe,118,"6,737",3
12,5,Colombia,"862,158",,"26,844 ",,"766,300",,"69,014","2,220","16,897",526,"3,930,262","77,026","51,025,119 ",South America,59,"1,901",13
13,6,Spain,"852,838",,"32,225 ",,N/A,N/A,N/A,"1,580","18,239",689,"13,689,776","292,769","46,759,607 ",Europe,55,"1,451",3
14,7,Peru,"829,999",,"32,834 ",,"712,888",,"84,277","1,269","25,082",992,"3,961,345","119,708","33,091,634 ",South America,40,"1,008",8
15,8,Argentina,"809,728",,"21,468 ",,"649,017",,"139,243","3,978","17,873",474,"2,084,513","46,011","45,304,806 ",South America,56,"2,110",22
16,9,Mexico,"761,665",,"79,088 ",,"550,053",,"132,524","2,401","5,891",612,"2,003,141","15,494","129,288,090 ",North America,170,"1,635",65
17,10,South Africa,"682,215",,"17,016 ",,"615,684",,"49,515",539,"11,465",286,"4,280,340","71,933","59,504,141 ",Africa,87,"3,497",14
18,11,France,"624,274",,"32,299 ",,"98,680",,"493,295","1,415","9,558",495,"11,616,000","177,854","65,311,915 ",Europe,105,"2,022",6
19,12,UK,"515,571",,"42,369 ",,N/A,N/A,N/A,368,"7,584",623,"25,865,851","380,490","67,980,370 ",Europe,132,"1,604",3
20,13,Iran,"479,825","+4,151","27,419 ",+227,"394,800","+2,507","57,606","4,200","5,694",325,"4,179,338","49,592","84,273,859 ",Asia,176,"3,074",20
21,14,Chile,"471,746",,"13,037 ",,"443,453",,"15,256",853,"24,622",680,"3,502,751","182,822","19,159,383 ",South America,41,"1,470",5
22,15,Iraq,"382,949",,"9,464 ",,"312,158",,"61,327",556,"9,466",234,"2,371,348","58,618","40,454,349 ",Asia,106,"4,275",17
23,16,Bangladesh,"371,631","+1,499","5,405 ",+30,"284,833","+1,651","81,393",,"2,251",33,"2,013,776","12,196","165,120,172 ",Asia,444,"30,550",82
24,17,Saudi Arabia,"336,766",,"4,898 ",,"322,055",,"9,813",938,"9,634",140,"6,725,148","192,395","34,954,860 ",Asia,104,"7,137",5
25,18,Italy,"327,586",,"36,002 ",,"232,681",,"58,903",323,"5,420",596,"11,844,346","195,975","60,438,050 ",Europe,184,"1,679",5
26,19,Philippines,"326,833","+2,093","5,865 ",+25,"273,313",+209,"47,655","1,758","2,972",53,"3,914,732","35,601","109,961,842 ",Asia,336,"18,749",28
27,20,Turkey,"326,046",,"8,498 ",,"286,370",,"31,178","1,412","3,855",100,"10,931,917","129,254","84,577,023 ",Asia,259,"9,953",8
28,21,Pakistan,"315,727",+467,"6,523 ",+6,"300,616",+780,"8,588",516,"1,422",29,"3,702,607","16,678","222,000,149 ",Asia,703,"34,033",60
29,22,Indonesia,"311,176","+4,056","11,374 ",+121,"236,437","+3,844","63,365",,"1,135",41,"3,551,507","12,948","274,282,230 ",Asia,881,"24,115",77
30,23,Germany,"304,747",+90,"9,617 ",+1,"263,700",,"31,430",447,"3,634",115,"16,999,253","202,722","83,855,064 ",Europe,275,"8,719",5
31,24,Israel,"274,423","+2,114","1,771 ",+14,"208,819","+4,464","63,833",895,"29,836",193,"3,783,730","411,383","9,197,590 ",Asia,34,"5,193",2
32,25,Ukraine,"234,584","+4,348","4,520 ",+90,"103,401","+2,149","126,663",177,"5,373",104,"2,397,905","54,918","43,663,012 ",Europe,186,"9,660",18
33,26,Canada,"168,960",,"9,504 ",,"142,334",,"17,122",126,"4,466",251,"7,695,259","203,421","37,829,211 ",North America,224,"3,980",5
34,27,Ecuador,"141,339",,"11,681 ",,"120,511",,"9,147",356,"7,979",659,"455,122","25,695","17,712,769 ",South America,125,"1,516",39
35,28,Netherlands,"140,471",,"6,461 ",,N/A,N/A,N/A,177,"8,193",377,"2,603,166","151,833","17,144,953 ",Europe,122,"2,654",7
36,29,Romania,"139,612","+2,121","5,121 ",+73,"109,898","+1,372","24,593",608,"7,270",267,"2,540,222","132,282","19,203,100 ",Europe,138,"3,750",8
37,30,Bolivia,"137,107",+239,"8,129 ",+28,"98,007",+460,"30,971",71,"11,704",694,"308,129","26,303","11,714,567 ",South America,85,"1,441",38
38,31,Morocco,"134,695",,"2,369 ",,"113,336",,"18,990",457,"3,638",64,"2,731,907","73,785","37,025,060 ",Africa,275,"15,629",14
39,32,Belgium,"132,203","+1,968","10,078 ",+14,"19,712",+33,"102,413",195,"11,394",869,"3,426,621","295,322","11,602,989 ",Europe,88,"1,151",3
40,33,Qatar,"126,692",,216 ,,"123,664",,"2,812",59,"45,121",77,"800,519","285,105","2,807,805 ",Asia,22,"12,999",4
41,34,Panama,"115,919",,"2,430 ",,"92,423",,"21,066",119,"26,756",561,"508,442","117,357","4,332,425 ",North America,37,"1,783",9
42,35,Dominican Republic,"115,054",,"2,144 ",,"90,942",,"21,968",169,"10,578",197,"496,200","45,621","10,876,468 ",North America,95,"5,073",22
43,36,Kazakhstan,"108,296",+60,"1,725 ",,"103,367",+90,"3,204",221,"5,750",92,"2,973,489","157,866","18,835,477 ",Asia,174,"10,919",6
44,37,Kuwait,"107,592",,628 ,,"99,549",,"7,415",129,"25,097",146,"761,025","177,519","4,287,017 ",Asia,40,"6,826",6
45,38,Poland,"104,316","+2,236","2,717 ",+58,"74,158",+606,"27,441",263,"2,757",72,"3,489,641","92,232","37,835,532 ",Europe,363,"13,925",11
46,39,Egypt,"103,781",,"5,990 ",,"97,398",,393,41,"1,009",58,"135,000","1,313","102,833,416 ",Africa,991,"17,168",762
47,40,Oman,"102,648",+834,990 ,+5,"91,275",+675,"10,383",210,"19,971",193,"376,700","73,291","5,139,805 ",Asia,50,"5,192",14
48,41,UAE,"100,794","+1,061",435 ,+6,"90,556","+1,146","9,803",,"10,159",44,"10,322,913","1,040,442","9,921,664 ",Asia,98,"22,808",1
