,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","12,105,526","+7,336","363,971",+494,"7,882,643","+4,906","3,858,912","22,193",,,,,,North America,"
",,
1,,"
Asia
","14,338,957","+8,247","253,946",+90,"12,794,843","+6,634","1,290,168","23,017",,,,,,Asia,"
",,
2,,"
South America
","9,968,274",+84,"301,854",+9,"8,907,647",+326,"758,773","17,700",,,,,,South America,"
",,
3,,"
Europe
","11,943,829","+15,521","290,874",+337,"4,355,203","+3,381","7,297,752","26,413",,,,,,Europe,"
",,
4,,"
Africa
","1,881,039",,"44,918",,"1,582,696",,"253,425","2,448",,,,,,Africa,"
",,
5,,"
Oceania
","40,310",+12,980,,"32,846",+12,"6,484",26,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"50,278,656","+31,200","1,256,558",+930,"35,556,537","+15,259","13,465,561","91,801","6,450",161.2,,,,All,"
",,
8,1,USA,"10,182,977",,"243,257 ",,"6,441,748",,"3,497,972","18,480","30,700",733,"156,554,926","471,991","331,690,410 ",North America,33,"1,364",2
9,2,India,"8,507,754",+551,"126,162 ",,"7,868,968","+1,677","512,624","8,944","6,144",91,"117,736,791","85,021","1,384,789,745 ",Asia,163,"10,976",12
10,3,Brazil,"5,653,561",,"162,286 ",,"5,064,344",,"426,931","8,318","26,531",762,"21,900,000","102,772","213,094,038 ",South America,38,"1,313",10
11,4,Russia,"1,753,836",,"30,251 ",,"1,312,927",,"410,658","2,300","12,016",207,"64,092,161","439,117","145,956,770 ",Europe,83,"4,825",2
12,5,France,"1,748,705",,"40,169 ",,"127,938",,"1,580,598","4,421","26,769",615,"17,651,546","270,212","65,324,901 ",Europe,37,"1,626",4
13,6,Spain,"1,388,411",,"38,833 ",,N/A,N/A,N/A,"2,863","29,691",830,"18,072,174","386,478","46,761,234 ",Europe,34,"1,204",3
14,7,Argentina,"1,236,851",,"33,348 ",,"1,053,313",,"150,190","4,593","27,278",735,"3,214,626","70,897","45,342,163 ",South America,37,"1,360",14
