,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","6,672,213","+6,530","250,704",+774,"3,691,386","+4,683","2,730,123","21,726",,,,,,North America,"
",,
1,,"
South America
","5,411,507","+1,796","179,797",+49,"3,995,108","+1,152","1,236,602","14,908",,,,,,South America,"
",,
2,,"
Asia
","5,835,492","+4,067","123,314",+28,"4,557,974","+6,896","1,154,204","18,917",,,,,,Asia,"
",,
3,,"
Europe
","3,228,243","+5,233","203,848",+132,"1,936,688","+7,886","1,087,707","5,197",,,,,,Europe,"
",,
4,,"
Africa
","1,140,836",+61,"26,360",+3,"862,596",+32,"251,880","1,214",,,,,,Africa,"
",,
5,,"
Oceania
","26,251",+226,476,+12,"16,997",+317,"8,778",58,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"22,315,263","+17,913","784,514",+998,"15,061,400","+20,966","6,469,349","62,024","2,863",100.6,,,,All,"
",,
8,1,USA,"5,656,204",+230,"175,087 ",+13,"3,011,577",+479,"2,469,540","16,966","17,075",529,"72,370,168","218,468","331,261,650 ",North America,59,"1,892",5
9,2,Brazil,"3,411,872",,"110,019 ",,"2,554,179",,"747,674","8,318","16,036",517,"13,729,872","64,532","212,760,156 ",South America,62,"1,934",15
10,3,India,"2,768,670","+2,044","53,026 ",+12,"2,038,585","+1,882","677,059","8,944","2,004",38,"31,742,782","22,972","1,381,789,480 ",Asia,499,"26,059",44
11,4,Russia,"937,321","+4,828","15,989 ",+117,"749,423","+6,795","171,909","2,300","6,423",110,"33,200,000","227,486","145,942,968 ",Europe,156,"9,128",4
12,5,South Africa,"592,144",,"12,264 ",,"485,468",,"94,412",539,"9,968",206,"3,430,347","57,744","59,406,081 ",Africa,100,"4,844",17
13,6,Peru,"549,321",,"26,658 ",,"374,019",,"148,644","1,527","16,630",807,"2,818,943","85,341","33,031,382 ",South America,60,"1,239",12
14,7,Mexico,"531,239","+5,506","57,774 ",+751,"363,307","+3,960","110,158","3,646","4,115",447,"1,196,707","9,269","129,110,546 ",North America,243,"2,235",108
15,8,Colombia,"489,122",,"15,619 ",,"312,323",,"161,180","1,493","9,599",307,"2,299,226","45,124","50,954,033 ",South America,104,"3,262",22
16,9,Chile,"388,855",,"10,546 ",,"362,440",,"15,869","1,157","20,319",551,"2,068,079","108,062","19,137,888 ",South America,49,"1,815",9
17,10,Spain,"384,270",,"28,670 ",,N/A,N/A,N/A,617,"8,218",613,"7,955,615","170,147","46,757,240 ",Europe,122,"1,631",6
18,11,Iran,"347,835",,"19,972 ",,"300,881",,"26,982","3,882","4,134",237,"2,914,049","34,636","84,132,870 ",Asia,242,"4,213",29
19,12,UK,"320,286",,"41,381 ",,N/A,N/A,N/A,73,"4,715",609,"14,825,051","218,228","67,933,697 ",Europe,212,"1,642",5
20,13,Argentina,"305,966",,"6,048 ",,"223,531",,"76,387","1,799","6,762",134,"994,942","21,987","45,250,469 ",South America,148,"7,482",45
21,14,Saudi Arabia,"301,323",,"3,470 ",,"272,911",,"24,942","1,716","8,638",99,"4,378,417","125,515","34,883,707 ",Asia,116,"10,053",8
22,15,Pakistan,"290,445",+613,"6,201 ",+11,"272,128","+2,119","12,116",743,"1,312",28,"2,340,072","10,568","221,436,711 ",Asia,762,"35,710",95
23,16,Bangladesh,"282,344",,"3,740 ",,"162,825",,"115,779",,"1,712",23,"1,378,819","8,361","164,905,156 ",Asia,584,"44,092",120
24,17,Italy,"254,636",,"35,405 ",,"204,142",,"15,089",58,"4,212",586,"7,642,059","126,420","60,449,664 ",Europe,237,"1,707",8
25,18,Turkey,"251,805",,"6,016 ",,"232,913",,"12,876",703,"2,981",71,"5,882,406","69,649","84,458,069 ",Asia,335,"14,039",14
26,19,Germany,"228,105",,"9,305 ",,"203,900","+1,000","14,900",224,"2,721",111,"9,265,361","110,539","83,820,021 ",Europe,367,"9,008",9
27,20,France,"221,267",,"30,451 ",,"84,065",,"106,751",384,"3,389",466,"6,000,000","91,893","65,293,028 ",Europe,295,"2,144",11
28,21,Iraq,"184,709",,"6,036 ",,"131,840",,"46,833",574,"4,579",150,"1,304,331","32,337","40,335,690 ",Asia,218,"6,683",31
29,22,Philippines,"169,213",,"2,687 ",,"112,861",,"53,665",489,"1,542",24,"2,108,597","19,209","109,770,544 ",Asia,649,"40,852",52
30,23,Indonesia,"143,043",,"6,277 ",,"96,306",,"40,460",,522,23,"1,915,039","6,992","273,903,138 ",Asia,"1,915","43,636",143
31,24,Canada,"123,154",,"9,045 ",,"109,357",,"4,752",67,"3,259",239,"4,880,172","129,153","37,785,859 ",North America,307,"4,178",8
32,25,Qatar,"115,661",,193 ,,"112,355",,"3,113",68,"41,193",69,"560,990","199,797","2,807,805 ",Asia,24,"14,548",5
33,26,Kazakhstan,"103,571",+271,"1,415 ",,"86,286","+1,841","15,870",221,"5,507",75,"2,291,327","121,840","18,806,029 ",Asia,182,"13,290",8
34,27,Bolivia,"103,019","+1,796","4,172 ",+49,"38,623","+1,152","60,224",71,"8,810",357,"221,379","18,932","11,693,680 ",South America,114,"2,803",53
35,28,Ecuador,"102,941",,"6,105 ",,"87,183",,"9,653",366,"5,823",345,"289,213","16,360","17,677,613 ",South America,172,"2,896",61
36,29,Egypt,"96,753",,"5,184 ",,"61,562",,"30,007",41,943,51,"135,000","1,316","102,579,903 ",Africa,"1,060","19,788",760
37,30,Israel,"96,753",+344,711 ,+3,"72,494",+504,"23,548",401,"10,519",77,"2,079,941","226,140","9,197,590 ",Asia,95,"12,936",4
38,31,Ukraine,"94,436",,"2,116 ",,"48,925",,"43,395",138,"2,161",48,"1,315,409","30,103","43,697,289 ",Europe,463,"20,651",33
39,32,Dominican Republic,"87,123",,"1,489 ",,"55,504",,"30,130",296,"8,021",137,"326,644","30,072","10,862,212 ",North America,125,"7,295",33
40,33,Sweden,"85,219",,"5,790 ",,N/A,N/A,N/A,27,"8,431",573,"973,523","96,315","10,107,657 ",Europe,119,"1,746",10
41,34,Oman,"83,418",,597 ,,"77,977",,"4,844",154,"16,284",117,"309,212","60,361","5,122,718 ",Asia,61,"8,581",17
42,35,Panama,"82,790",,"1,809 ",,"57,191",,"23,790",153,"19,149",418,"276,389","63,927","4,323,510 ",North America,52,"2,390",16
43,36,Belgium,"78,897",+363,"9,959 ",+15,"18,048",+45,"50,890",89,"6,804",859,"2,008,070","173,163","11,596,389 ",Europe,147,"1,164",6
44,37,Kuwait,"77,470",,505 ,,"69,243",,"7,722",101,"18,106",118,"568,440","132,853","4,278,730 ",Asia,55,"8,473",8
45,38,Romania,"72,208",,"3,074 ",,"33,135",,"35,999",479,"3,757",160,"1,542,094","80,234","19,219,839 ",Europe,266,"6,252",12
46,39,Belarus,"69,673",,617 ,,"67,339",,"1,717",,"7,374",65,"1,429,532","151,291","9,448,899 ",Europe,136,"15,314",7
47,40,UAE,"64,906",,366 ,,"57,909",,"6,631",,"6,552",37,"6,121,609","617,970","9,905,996 ",Asia,153,"27,066",2
48,41,Netherlands,"63,973",,"6,175 ",,N/A,N/A,N/A,42,"3,732",360,"1,312,787","76,592","17,139,995 ",Europe,268,"2,776",13
