,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80652,+1,3070.0,,55552.0,22030,5489.0,56.0
1,S. Korea,7041,+448,48.0,5.0,118.0,6875,36.0,137.3
2,Italy,5883,"+1,247",233.0,36.0,589.0,5061,567.0,97.3
3,Iran,5823,"+1,076",145.0,21.0,1669.0,4009,,69.3
4,France,949,+296,16.0,7.0,12.0,921,45.0,14.5
5,Germany,800,+130,,,18.0,782,9.0,9.5
6,Diamond Princess,696,,6.0,,245.0,445,32.0,
7,Spain,503,+102,10.0,2.0,30.0,463,9.0,10.8
8,Japan,461,+41,6.0,,76.0,379,28.0,3.6
9,USA,434,+115,19.0,4.0,15.0,400,8.0,1.3
10,Switzerland,268,+54,1.0,,3.0,264,,31.0
11,UK,209,+45,2.0,,18.0,189,,3.1
12,Netherlands,188,+60,1.0,,,187,1.0,11.0
13,Belgium,169,+60,,,1.0,168,1.0,14.6
14,Sweden,161,+24,,,1.0,160,,15.9
15,Norway,156,+29,,,,156,,28.8
16,Singapore,138,+8,,,90.0,48,8.0,23.6
17,Hong Kong,108,,2.0,,51.0,55,6.0,14.4
18,Malaysia,93,+10,,,23.0,70,,2.9
19,Bahrain,85,+25,,,6.0,79,,50.0
20,Austria,81,+15,,,2.0,79,1.0,9.0
21,Australia,75,+12,3.0,1.0,22.0,50,1.0,2.9
22,Greece,66,+21,,,,66,1.0,6.3
23,Kuwait,61,+3,,,1.0,60,,14.3
24,Canada,60,+6,,,8.0,52,1.0,1.6
25,Iraq,54,+8,4.0,,1.0,49,,1.3
26,Thailand,50,+2,1.0,,31.0,18,1.0,0.7
27,Iceland,50,+5,,,1.0,49,,
28,Egypt,48,+33,,,1.0,47,,
29,Taiwan,45,,1.0,,15.0,29,,1.9
30,UAE,45,,,,7.0,38,2.0,4.5
31,India,34,+3,,,3.0,31,,
32,Lebanon,28,+6,,,1.0,27,3.0,4.1
33,Denmark,27,+6,,,1.0,26,,4.7
34,Czechia,26,+7,,,,26,,2.4
35,Israel,25,+4,,,3.0,22,1.0,2.9
36,San Marino,23,,1.0,,,22,4.0,
37,Portugal,21,+8,,,,21,,2.1
38,Vietnam,20,+3,,,16.0,4,,
39,Algeria,19,+2,,,,19,,
40,Brazil,19,+6,,,,19,,
41,Finland,19,+4,,,1.0,18,,3.4
42,Ireland,19,+1,,,,19,,3.8
43,Palestine,19,+3,,,,19,,3.7
44,Oman,16,,,,2.0,14,,3.1
45,Russia,15,+2,,,3.0,12,,
46,Ecuador,14,+1,,,,14,1.0,0.8
47,Georgia,13,+4,,,,13,1.0,3.3
48,Romania,13,+4,,,3.0,10,,0.7
49,Croatia,12,+1,,,,12,,2.9
50,Qatar,12,+1,,,,12,,4.2
51,Slovenia,12,+4,,,,12,,5.8
52,Macao,10,,,,10.0,0,,
53,Estonia,10,,,,,10,,7.5
54,Argentina,9,+1,1.0,1.0,,8,,
55,Azerbaijan,9,,,,,9,,0.9
56,Saudi Arabia,7,+2,,,1.0,6,,
57,Philippines,6,+1,1.0,,2.0,3,1.0,
58,Belarus,6,,,,,6,,0.6
59,Mexico,6,,,,1.0,5,,
60,Pakistan,6,,,,1.0,5,,
61,Peru,6,+5,,,,6,,
62,Poland,6,+1,,,,6,,
63,New Zealand,5,+1,,,,5,,1.0
64,Chile,5,,,,,5,,
65,Hungary,5,+1,,,,5,,0.5
66,Afghanistan,4,+3,,,,4,,
67,Indonesia,4,,,,,4,,
68,Senegal,4,,,,1.0,3,,
69,Luxembourg,3,,,,,3,,
70,North Macedonia,3,,,,,3,,1.4
71,Bosnia and Herzegovina,3,,,,,3,,0.9
72,Malta,3,+3,,,,3,,
73,Slovakia,3,+2,,,,3,,0.5
74,Cambodia,2,+1,,,1.0,1,,
75,Dominican Republic,2,,,,,2,,
76,Morocco,2,,,,,2,1.0,
77,Bulgaria,2,+2,,,,2,,
78,Cameroon,2,,,,,2,,
79,Faeroe Islands,2,,,,,2,,
80,Maldives,2,+2,,,,2,,
81,South Africa,2,+1,,,,2,,
82,Andorra,1,,,,,1,,
83,Armenia,1,,,,,1,,
84,Jordan,1,,,,,1,,
85,Latvia,1,,,,1.0,0,,0.5
86,Lithuania,1,,,,,1,,
87,Monaco,1,,,,,1,,
88,Nepal,1,,,,1.0,0,,
89,Nigeria,1,,,,,1,,
90,Sri Lanka,1,,,,1.0,0,,
91,Tunisia,1,,,,,1,,
92,Ukraine,1,,,,,1,,
93,Bhutan,1,,,,,1,,
94,Colombia,1,,,,,1,,
95,Costa Rica,1,,,,,1,,
96,Gibraltar,1,,,,,1,1.0,
97,Vatican City,1,,,,,1,,
98,Liechtenstein,1,,,,,1,,
99,Moldova,1,+1,,,,1,,
100,Paraguay,1,+1,,,,1,,
101,Serbia,1,,,,,1,,
102,Togo,1,,,,,1,,
103,Total:,106018,3974,3571.0,77.0,58659.0,43788,6259.0,13.6
