,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","4,545,205","+59,854","196,183",+984,"2,199,429","+19,984","2,149,593","20,157",,,,,,North America,"
",,
1,,"
South America
","3,226,592","+6,140","116,801",+226,"2,108,291","+4,305","1,001,500","13,663",,,,,,South America,"
",,
2,,"
Asia
","3,394,220","+62,955","79,792","+1,363","2,408,926","+49,211","905,502","19,719",,,,,,Asia,"
",,
3,,"
Europe
","2,669,243","+11,559","199,086",+197,"1,588,363","+5,918","881,794","5,303",,,,,,Europe,"
",,
4,,"
Africa
","724,009","+17,940","15,199",+203,"383,114","+12,399","325,696","1,061",,,,,,Africa,"
",,
5,,"
Oceania
","13,481",+364,144,+4,"9,886",+112,"3,451",29,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"14,573,471","+158,812","607,220","+2,977","8,698,660","+91,929","5,267,591","59,936","1,870",77.9,,,,All,"
",,
8,1,USA,"3,881,182","+47,911","143,180 ",+303,"1,789,576","+14,357","1,948,426","16,656","11,722",432,"48,119,989","145,335","331,097,557 ",North America,85,"2,312",7
9,2,Brazil,"2,076,635","+1,389","78,871 ",+54,"1,366,775",,"630,989","8,318","9,766",371,"4,911,063","23,096","212,632,374 ",South America,102,"2,696",43
10,3,India,"1,118,107","+40,243","27,503 ",+675,"700,399","+22,769","390,205","8,944",810,20,"13,791,869","9,989","1,380,641,231 ",Asia,"1,235","50,200",100
11,4,Russia,"771,546","+6,109","12,342 ",+95,"550,344","+3,481","208,860","2,300","5,287",85,"24,991,740","171,249","145,937,686 ",Europe,189,"11,824",6
12,5,South Africa,"364,328","+13,449","5,033 ",+85,"191,059","+8,829","168,236",539,"6,139",85,"2,471,747","41,652","59,342,751 ",Africa,163,"11,791",24
13,6,Peru,"349,500",,"12,998 ",,"238,086",,"98,416","1,311","10,593",394,"2,042,218","61,900","32,992,469 ",South America,94,"2,538",16
14,7,Mexico,"338,913","+7,615","38,888 ",+578,"213,006","+4,570","87,019",378,"2,627",301,"814,653","6,315","128,995,882 ",North America,381,"3,317",158
15,8,Chile,"330,930","+2,084","8,503 ",+58,"301,794","+2,345","20,633","1,764","17,304",445,"1,404,047","73,418","19,124,005 ",South America,58,"2,249",14
16,9,Spain,"307,335",,"28,420 ",,N/A,N/A,N/A,617,"6,573",608,"6,026,446","128,892","46,755,711 ",Europe,152,"1,645",8
