,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","9,085,688","+5,942","315,654",+411,"5,896,885","+4,657","2,873,149","17,398",,,,,,North America,"
",,
1,,"
Asia
","11,015,899","+38,424","200,541",+687,"9,295,809","+48,492","1,519,549","20,769",,,,,,Asia,"
",,
2,,"
South America
","8,257,365",+350,"260,484",+28,"7,096,388",+451,"900,493","17,343",,,,,,South America,"
",,
3,,"
Europe
","5,293,194","+31,360","224,919",+293,"2,611,150","+11,125","2,457,125","9,110",,,,,,Europe,"
",,
4,,"
Africa
","1,517,352","+2,508","36,463",+64,"1,254,492","+1,136","226,397","1,604",,,,,,Africa,"
",,
5,,"
Oceania
","31,554",+20,936,+1,"28,791",+21,"1,827",18,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"35,201,773","+78,604","1,039,012","+1,484","26,184,166","+65,882","7,978,595","66,246","4,516",133.3,,,,All,"
",,
8,1,USA,"7,601,182",+336,"214,280 ",+3,"4,818,768",+259,"2,568,134","14,179","22,929",646,"110,528,582","333,414","331,505,144 ",North America,44,"1,547",3
9,2,India,"6,559,777","+12,364","101,910 ",+98,"5,516,487","+9,755","941,380","8,944","4,741",74,"78,992,534","57,096","1,383,493,334 ",Asia,211,"13,576",18
10,3,Brazil,"4,906,833",,"146,011 ",,"4,248,574",,"512,248","8,318","23,042",686,"17,900,000","84,057","212,949,768 ",South America,43,"1,458",12
11,4,Russia,"1,215,001","+10,499","21,358 ",+107,"979,143","+3,284","214,500","2,300","8,325",146,"47,683,832","326,712","145,950,806 ",Europe,120,"6,834",3
12,5,Colombia,"848,147",,"26,556 ",,"757,801",,"63,790","2,220","16,623",520,"3,861,628","75,685","51,022,157 ",South America,60,"1,921",13
13,6,Peru,"824,985",,"32,665 ",,"700,868",,"91,452","1,311","24,932",987,"3,939,873","119,069","33,089,123 ",South America,40,"1,013",8
14,7,Spain,"810,807",,"32,086 ",,N/A,N/A,N/A,"1,566","17,340",686,"12,723,989","272,116","46,759,508 ",Europe,58,"1,457",4
15,8,Argentina,"790,818",,"20,795 ",,"626,114",,"143,909","3,820","17,456",459,"2,051,037","45,274","45,302,542 ",South America,57,"2,179",22
16,9,Mexico,"757,953","+4,863","78,880 ",+388,"545,530","+4,012","133,543","2,324","5,863",610,"1,997,375","15,450","129,280,692 ",North America,171,"1,639",65
17,10,South Africa,"679,716",,"16,938 ",,"612,763",,"50,015",539,"11,424",285,"4,251,513","71,454","59,500,056 ",Africa,88,"3,513",14
18,11,France,"606,625",,"32,198 ",,"97,778",,"476,649","1,276","9,288",493,"11,174,392","171,095","65,311,128 ",Europe,108,"2,028",6
19,12,UK,"480,017",,"42,317 ",,N/A,N/A,N/A,368,"7,061",623,"25,048,460","368,477","67,978,425 ",Europe,142,"1,606",3
20,13,Iran,"471,772","+3,653","26,957 ",+211,"389,966","+2,291","54,849","4,154","5,598",320,"4,123,173","48,929","84,267,984 ",Asia,179,"3,126",20
21,14,Chile,"468,471",,"12,919 ",,"440,881",,"14,671",849,"24,452",674,"3,430,220","179,044","19,158,488 ",South America,41,"1,483",6
22,15,Iraq,"379,141","+3,210","9,399 ",+52,"307,482","+3,817","62,260",523,"9,373",232,"2,349,433","58,083","40,449,405 ",Asia,107,"4,304",17
23,16,Bangladesh,"368,690","+1,125","5,348 ",+23,"281,656","+1,587","81,686",,"2,233",32,"1,989,664","12,050","165,111,213 ",Asia,448,"30,873",83
24,17,Saudi Arabia,"336,387",+390,"4,875 ",+25,"321,485",+511,"10,027",955,"9,624",139,"6,678,019","191,063","34,951,895 ",Asia,104,"7,170",5
25,18,Turkey,"323,014",,"8,384 ",,"283,868",,"30,762","1,470","3,819",99,"10,711,883","126,660","84,572,067 ",Asia,262,"10,087",8
26,19,Italy,"322,751",,"35,968 ",,"231,217",,"55,566",297,"5,340",595,"11,691,391","193,443","60,438,534 ",Europe,187,"1,680",5
27,20,Philippines,"322,497","+3,190","5,776 ",+100,"273,079","+18,065","43,642","1,758","2,933",53,"3,873,843","35,232","109,953,871 ",Asia,341,"19,036",28
28,21,Pakistan,"314,616",+632,"6,513 ",+6,"298,968",+375,"9,135",513,"1,417",29,"3,644,762","16,420","221,976,672 ",Asia,706,"34,082",61
29,22,Indonesia,"303,498","+3,992","11,151 ",+96,"228,453","+3,401","63,894",,"1,107",41,"3,488,141","12,718","274,266,435 ",Asia,904,"24,596",79
30,23,Germany,"300,337",+309,"9,597 ",,"261,900","+1,100","28,840",373,"3,582",114,"16,999,253","202,725","83,853,604 ",Europe,279,"8,737",5
