,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,3660504,"+17,233",252682.0,441.0,1204025.0,2203797,49643.0,470.0,32.4,,
1,USA,1212955,+120,69925.0,4.0,188068.0,954962,16050.0,3664.0,211.0,7462597.0,22545.0
2,Spain,248301,,25428.0,,151633.0,71240,2254.0,5311.0,544.0,1932455.0,41332.0
3,Italy,211938,,29079.0,,82879.0,99980,1479.0,3505.0,481.0,2191403.0,36244.0
4,UK,190584,,28734.0,,,161506,1559.0,2807.0,423.0,1291591.0,19026.0
5,France,169462,,25201.0,,51371.0,92890,3696.0,2596.0,386.0,1100228.0,16856.0
6,Germany,166152,,6993.0,,135100.0,24059,1949.0,1983.0,83.0,2547052.0,30400.0
7,Russia,155370,"+10,102",1451.0,95.0,19865.0,134054,2300.0,1065.0,10.0,4460357.0,30564.0
8,Turkey,127659,,3461.0,,68166.0,56032,1384.0,1514.0,41.0,1171138.0,13886.0
9,Brazil,108620,+354,7367.0,24.0,45815.0,55438,8318.0,511.0,35.0,339552.0,1597.0
10,Iran,98647,,6277.0,,79379.0,12991,2676.0,1174.0,75.0,508288.0,6052.0
11,Canada,60772,,3854.0,,26017.0,30901,557.0,1610.0,102.0,919368.0,24359.0
12,Belgium,50509,+242,8016.0,92.0,12441.0,30052,646.0,4358.0,692.0,456194.0,39362.0
13,Peru,47372,,1344.0,,14427.0,31601,694.0,1437.0,41.0,385492.0,11692.0
14,India,46476,+39,1571.0,5.0,12849.0,32056,,34.0,1.0,1191946.0,864.0
15,Netherlands,40770,,5082.0,,,35438,683.0,2379.0,297.0,235909.0,13768.0
16,Ecuador,31881,,1569.0,,3433.0,26879,159.0,1807.0,89.0,80171.0,4544.0
17,Switzerland,30009,+28,1784.0,,25200.0,3025,141.0,3467.0,206.0,282750.0,32670.0
18,Saudi Arabia,28656,,191.0,,4476.0,23989,143.0,823.0,5.0,365093.0,10487.0
19,Portugal,25524,,1063.0,,1712.0,22749,143.0,2503.0,104.0,450000.0,44132.0
20,Mexico,24905,"+1,434",2271.0,117.0,15938.0,6696,378.0,193.0,18.0,100041.0,776.0
21,Sweden,22721,,2769.0,,4074.0,15878,455.0,2250.0,274.0,119500.0,11833.0
22,Ireland,21772,,1319.0,,13386.0,7067,93.0,4409.0,267.0,169377.0,34302.0
23,Pakistan,21501,+560,486.0,10.0,5782.0,15233,111.0,97.0,2.0,222404.0,1007.0
24,Chile,20643,,270.0,,10415.0,9958,464.0,1080.0,14.0,214131.0,11202.0
25,Singapore,19410,+632,18.0,,1457.0,17935,22.0,3318.0,3.0,143919.0,24600.0
26,Belarus,17489,,103.0,,3259.0,14127,92.0,1851.0,11.0,211369.0,22369.0
27,Israel,16268,+22,237.0,2.0,10223.0,5808,89.0,1879.0,27.0,414349.0,47871.0
28,Qatar,16191,,12.0,,1810.0,14369,72.0,5620.0,4.0,106795.0,37068.0
29,Austria,15650,+29,606.0,6.0,13462.0,1582,104.0,1738.0,67.0,285883.0,31742.0
30,Japan,15078,,536.0,,4156.0,10386,328.0,119.0,4.0,184586.0,1459.0
31,UAE,14730,,137.0,,2966.0,11627,1.0,1489.0,14.0,1200000.0,121330.0
32,Poland,14242,+236,700.0,2.0,4280.0,9262,160.0,376.0,18.0,383804.0,10141.0
33,Romania,13512,,827.0,9.0,5269.0,7416,243.0,702.0,43.0,199068.0,10348.0
34,Ukraine,12697,+366,316.0,13.0,1875.0,10506,167.0,290.0,7.0,139759.0,3196.0
35,Indonesia,12071,+484,872.0,8.0,2197.0,9002,,44.0,3.0,121547.0,444.0
36,Bangladesh,10929,+786,183.0,1.0,1403.0,9343,1.0,66.0,1.0,93405.0,567.0
37,S. Korea,10804,+3,254.0,2.0,9283.0,1267,55.0,211.0,5.0,640237.0,12488.0
38,Denmark,9821,+151,493.0,,7088.0,2240,57.0,1696.0,85.0,257738.0,44497.0
39,Philippines,9684,+199,637.0,14.0,1408.0,7639,31.0,88.0,6.0,130889.0,1194.0
40,Serbia,9557,,197.0,,1574.0,7786,53.0,1094.0,23.0,106461.0,12185.0
41,Dominican Republic,8235,,346.0,,1771.0,6118,144.0,759.0,32.0,33377.0,3077.0
42,Colombia,7973,,358.0,,1807.0,5808,120.0,157.0,7.0,123029.0,2418.0
43,Norway,7904,,214.0,,32.0,7658,27.0,1458.0,39.0,182285.0,33624.0
44,Czechia,7841,+22,252.0,,3816.0,3773,59.0,732.0,24.0,269093.0,25128.0
45,Panama,7387,+190,203.0,3.0,726.0,6458,93.0,1712.0,47.0,35556.0,8241.0
46,South Africa,7220,,138.0,,2746.0,4336,36.0,122.0,2.0,257541.0,4342.0
47,Australia,6847,+22,96.0,1.0,5886.0,865,28.0,269.0,4.0,662392.0,25976.0
48,Egypt,6813,,436.0,,1632.0,4745,,67.0,4.0,90000.0,879.0
49,Malaysia,6383,+30,106.0,1.0,4567.0,1710,24.0,197.0,3.0,213220.0,6588.0
50,Finland,5412,+85,240.0,,3500.0,1672,49.0,977.0,43.0,103500.0,18680.0
51,Kuwait,5278,,40.0,,1947.0,3291,79.0,1236.0,9.0,196397.0,45988.0
52,Morocco,5053,,179.0,,1653.0,3221,1.0,137.0,5.0,45302.0,1227.0
53,Argentina,4887,,260.0,,1442.0,3185,157.0,108.0,6.0,67920.0,1503.0
54,Algeria,4648,,465.0,,1998.0,2185,22.0,106.0,11.0,6500.0,148.0
55,Moldova,4248,,133.0,1.0,1544.0,2571,237.0,1053.0,33.0,20447.0,5069.0
56,Kazakhstan,4160,+111,29.0,,1207.0,2924,40.0,222.0,2.0,320411.0,17064.0
57,Luxembourg,3828,,96.0,,3405.0,327,21.0,6115.0,153.0,48339.0,77222.0
58,Bahrain,3533,,8.0,,1744.0,1781,1.0,2076.0,5.0,149586.0,87910.0
59,Afghanistan,3224,+330,95.0,5.0,421.0,2708,7.0,83.0,2.0,13076.0,336.0
60,Hungary,3065,+30,363.0,12.0,709.0,1993,55.0,317.0,38.0,85557.0,8857.0
61,Thailand,2988,+1,54.0,,2747.0,187,61.0,43.0,0.8,227860.0,3264.0
62,Nigeria,2802,,93.0,,417.0,2292,4.0,14.0,0.5,18536.0,90.0
63,Oman,2735,+98,12.0,,858.0,1865,17.0,536.0,2.0,40459.0,7923.0
64,Ghana,2719,,18.0,,294.0,2407,4.0,88.0,0.6,129461.0,4166.0
65,Greece,2632,,146.0,,1374.0,1112,35.0,253.0,14.0,80951.0,7767.0
66,Armenia,2619,+112,40.0,1.0,1111.0,1468,10.0,884.0,13.0,25846.0,8722.0
67,Iraq,2346,,98.0,,1544.0,704,,58.0,2.0,107586.0,2675.0
68,Uzbekistan,2189,,10.0,,1454.0,725,8.0,65.0,0.3,325000.0,9710.0
69,Cameroon,2104,,64.0,,953.0,1087,12.0,79.0,2.0,,
70,Croatia,2101,,80.0,,1522.0,499,15.0,512.0,19.0,39040.0,9510.0
71,Azerbaijan,1984,,26.0,,1480.0,478,18.0,196.0,3.0,157932.0,15576.0
72,Bosnia and Herzegovina,1926,,78.0,,855.0,993,4.0,587.0,24.0,34378.0,10478.0
73,Iceland,1799,,10.0,,1723.0,66,,5272.0,29.0,50477.0,147921.0
74,Estonia,1711,+8,55.0,,261.0,1395,6.0,1290.0,41.0,57423.0,43288.0
75,Guinea,1710,,9.0,,450.0,1251,,130.0,0.7,,
76,Bulgaria,1689,+37,78.0,,342.0,1269,37.0,243.0,11.0,50303.0,7239.0
77,Bolivia,1681,+87,82.0,6.0,174.0,1425,3.0,144.0,7.0,7651.0,655.0
78,Cuba,1668,,69.0,,876.0,723,9.0,147.0,6.0,55542.0,4904.0
79,North Macedonia,1518,,85.0,,992.0,441,21.0,729.0,41.0,17359.0,8332.0
80,New Zealand,1486,,20.0,,1302.0,164,,308.0,4.0,155928.0,32335.0
81,Slovenia,1439,,97.0,,241.0,1101,20.0,692.0,47.0,57504.0,27660.0
82,Ivory Coast,1432,,17.0,,693.0,722,,54.0,0.6,10778.0,409.0
83,Lithuania,1423,+4,46.0,,678.0,699,17.0,523.0,17.0,149106.0,54772.0
84,Slovakia,1421,+8,25.0,,741.0,655,6.0,260.0,5.0,99864.0,18291.0
85,Senegal,1271,,10.0,,415.0,846,6.0,76.0,0.6,17787.0,1062.0
86,Honduras,1178,+123,83.0,1.0,122.0,973,10.0,119.0,8.0,5243.0,529.0
87,Djibouti,1116,,2.0,,713.0,401,,1130.0,2.0,14222.0,14395.0
88,Hong Kong,1041,,4.0,,920.0,117,1.0,139.0,0.5,154989.0,20674.0
89,Tunisia,1018,,43.0,,406.0,569,18.0,86.0,4.0,24853.0,2103.0
90,Latvia,896,,17.0,1.0,348.0,531,4.0,475.0,9.0,66150.0,35071.0
91,Cyprus,874,,15.0,,296.0,563,15.0,724.0,12.0,65725.0,54437.0
92,Kyrgyzstan,843,+13,11.0,1.0,600.0,232,13.0,129.0,2.0,56488.0,8658.0
93,Albania,803,,31.0,,543.0,229,7.0,279.0,11.0,9006.0,3129.0
94,Somalia,756,,35.0,,61.0,660,2.0,48.0,2.0,,
95,Niger,755,,37.0,,534.0,184,,31.0,2.0,5309.0,219.0
96,Sri Lanka,755,+4,9.0,1.0,197.0,549,1.0,35.0,0.4,26842.0,1254.0
97,Andorra,750,,45.0,,499.0,206,16.0,9707.0,582.0,1673.0,21653.0
98,Costa Rica,742,,6.0,,399.0,337,5.0,146.0,1.0,13988.0,2746.0
99,Lebanon,740,,25.0,,200.0,515,43.0,108.0,4.0,41014.0,6009.0
100,Guatemala,730,+27,19.0,2.0,79.0,632,5.0,41.0,1.0,7200.0,402.0
101,Diamond Princess,712,,13.0,,645.0,54,4.0,,,,
102,Mayotte,686,,6.0,,352.0,328,6.0,2515.0,22.0,3400.0,12463.0
103,DRC,682,,34.0,,80.0,568,,8.0,0.4,,
104,Sudan,678,,41.0,,61.0,576,,15.0,0.9,,
105,Burkina Faso,672,,46.0,,545.0,81,,32.0,2.0,,
106,Uruguay,657,,17.0,,447.0,193,10.0,189.0,5.0,22805.0,6565.0
107,Georgia,604,+11,9.0,,240.0,355,6.0,151.0,2.0,15904.0,3987.0
108,El Salvador,587,+32,13.0,,201.0,373,3.0,90.0,2.0,30387.0,4685.0
109,San Marino,582,,41.0,,86.0,455,5.0,17152.0,1208.0,2457.0,72412.0
110,Mali,580,,29.0,,223.0,328,,29.0,1.0,2172.0,107.0
111,Maldives,557,+16,1.0,,17.0,539,2.0,1030.0,2.0,8327.0,15405.0
112,Channel Islands,544,,41.0,,406.0,97,,3129.0,236.0,5342.0,30725.0
113,Kenya,490,,24.0,,173.0,293,2.0,9.0,0.4,24784.0,461.0
114,Tanzania,480,,16.0,,167.0,297,7.0,8.0,0.3,,
115,Malta,480,,4.0,,399.0,77,1.0,1087.0,9.0,36204.0,81994.0
116,Jamaica,471,+2,9.0,,49.0,413,2.0,159.0,3.0,5633.0,1902.0
117,Jordan,465,,9.0,,370.0,86,5.0,46.0,0.9,87618.0,8587.0
118,Taiwan,438,,6.0,,334.0,98,,18.0,0.3,64958.0,2727.0
119,Réunion,424,,,,300.0,124,2.0,474.0,,,
120,Paraguay,415,+19,10.0,,130.0,275,7.0,58.0,1.0,10766.0,1509.0
121,Guinea-Bissau,413,,1.0,,19.0,393,,210.0,0.5,1500.0,762.0
122,Gabon,367,,6.0,,93.0,268,1.0,165.0,3.0,724.0,325.0
123,Palestine,362,,2.0,,102.0,258,,71.0,0.4,32200.0,6312.0
124,Venezuela,361,+4,10.0,,158.0,193,1.0,13.0,0.4,482953.0,16984.0
125,Mauritius,332,,10.0,,316.0,6,3.0,261.0,8.0,18959.0,14908.0
126,Isle of Man,325,,23.0,,271.0,31,21.0,3822.0,270.0,3401.0,39996.0
127,Montenegro,324,+1,8.0,,253.0,63,2.0,516.0,13.0,7816.0,12445.0
128,Equatorial Guinea,315,,3.0,,13.0,299,,225.0,2.0,854.0,609.0
129,Vietnam,271,,,,232.0,39,8.0,3.0,,261004.0,2681.0
130,Rwanda,261,,,,128.0,133,,20.0,,35096.0,2710.0
131,Congo,236,,10.0,,26.0,200,,43.0,2.0,,
132,Tajikistan,230,,3.0,,,227,,24.0,0.3,,
133,Faeroe Islands,187,,,,185.0,2,,3827.0,,8066.0,165074.0
134,Martinique,181,,14.0,,83.0,84,5.0,482.0,37.0,,
135,Sierra Leone,178,,9.0,,37.0,132,,22.0,1.0,,
136,Cabo Verde,175,,2.0,,37.0,136,,315.0,4.0,791.0,1423.0
137,Liberia,166,,18.0,,58.0,90,,33.0,4.0,,
138,Myanmar,161,,6.0,,49.0,106,,3.0,0.1,9025.0,166.0
139,Guadeloupe,152,,12.0,,98.0,42,5.0,380.0,30.0,,
140,Madagascar,149,,,,99.0,50,1.0,5.0,,3772.0,136.0
141,Ethiopia,145,+5,4.0,1.0,91.0,50,,1.0,0.03,25135.0,219.0
142,Gibraltar,144,,,,133.0,11,,4274.0,,2931.0,86997.0
143,Brunei,138,,1.0,,131.0,6,2.0,315.0,2.0,14610.0,33396.0
144,Zambia,137,,3.0,,78.0,56,1.0,7.0,0.2,7277.0,396.0
145,French Guiana,133,,1.0,,100.0,32,2.0,445.0,3.0,,
146,Togo,126,,9.0,,74.0,43,,15.0,1.0,7891.0,953.0
147,Cambodia,122,,,,120.0,2,1.0,7.0,,12461.0,745.0
148,Chad,117,,10.0,,39.0,68,,7.0,0.6,,
149,Trinidad and Tobago,116,,8.0,,102.0,6,,83.0,6.0,2055.0,1468.0
