,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","5,969,409","+56,795","230,814","+1,777","3,169,238","+21,683","2,569,357","25,679",,,,,,North America,"
",,
1,,"
South America
","4,558,085","+15,113","155,221",+409,"3,122,064","+6,526","1,280,800","14,296",,,,,,South America,"
",,
2,,"
Asia
","4,860,941","+86,724","106,676","+1,422","3,660,215","+73,088","1,094,050","18,752",,,,,,Asia,"
",,
3,,"
Europe
","3,007,839","+22,547","205,606",+383,"1,804,690","+11,539","997,543","5,160",,,,,,Europe,"
",,
4,,"
Africa
","1,023,948","+12,076","22,503",+389,"705,062","+11,442","296,383","1,199",,,,,,Africa,"
",,
5,,"
Oceania
","22,142",+435,292,+11,"12,826",+35,"9,024",51,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"19,443,085","+193,690","721,127","+4,391","12,474,746","+124,313","6,247,212","65,141","2,494",92.5,,,,All,"
",,
8,1,USA,"5,077,680","+45,501","163,652 ",+848,"2,591,656","+14,988","2,322,372","18,266","15,331",494,"63,651,092","192,184","331,198,130 ",North America,65,"2,024",5
9,2,Brazil,"2,927,807","+10,245","98,844 ",+200,"2,047,660",,"781,303","8,318","13,764",465,"13,206,188","62,085","212,710,692 ",South America,73,"2,152",16
10,3,India,"2,086,864","+61,455","42,578 ",+940,"1,427,669","+50,285","616,617","8,944","1,511",31,"22,788,393","16,497","1,381,344,997 ",Asia,662,"32,443",61
11,4,Russia,"877,135","+5,241","14,725 ",+119,"683,592","+7,235","178,818","2,300","6,010",101,"30,038,123","205,824","145,940,924 ",Europe,166,"9,911",5
12,5,South Africa,"545,476","+7,292","9,909 ",+305,"394,759","+7,443","140,808",539,"9,186",167,"3,183,658","53,614","59,381,566 ",Africa,109,"5,993",19
13,6,Mexico,"462,690","+6,590","50,517 ",+819,"308,848","+4,140","103,325","3,987","3,585",391,"1,056,915","8,189","129,066,160 ",North America,279,"2,555",122
14,7,Peru,"455,409",,"20,424 ",,"310,337",,"124,648","1,426","13,793",619,"2,493,429","75,521","33,016,319 ",South America,72,"1,617",13
15,8,Chile,"368,825","+2,154","9,958 ",+69,"342,168","+2,000","16,699","1,348","19,277",520,"1,785,858","93,342","19,132,514 ",South America,52,"1,921",11
16,9,Spain,"361,442","+4,507","28,503 ",+3,N/A,N/A,N/A,617,"7,730",610,"7,064,329","151,087","46,756,648 ",Europe,129,"1,640",7
17,10,Colombia,"357,710",,"11,939 ",,"192,355",,"153,416","1,493","7,023",234,"1,801,835","35,374","50,936,262 ",South America,142,"4,266",28
