,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","9,679,595","+42,920","327,845",+756,"6,391,253","+32,111","2,960,497","18,219",,,,,,North America,"
",,
1,,"
Asia
","12,019,107","+99,119","216,089","+1,436","10,360,295","+104,199","1,442,723","21,014",,,,,,Asia,"
",,
2,,"
South America
","8,704,504","+3,150","272,371",+98,"7,587,748","+2,461","844,385","17,576",,,,,,South America,"
",,
3,,"
Europe
","6,249,779","+100,349","232,982","+1,112","3,066,927","+23,028","2,949,870","11,167",,,,,,Europe,"
",,
4,,"
Africa
","1,600,511","+7,264","38,611",+249,"1,322,929","+4,632","238,971","1,758",,,,,,Africa,"
",,
5,,"
Oceania
","33,065",+31,944,+1,"29,577",+33,"2,544",10,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"38,287,282","+252,833","1,088,857","+3,652","28,759,388","+166,464","8,439,037","69,748","4,912",139.7,,,,All,"
",,
8,1,USA,"8,073,673","+35,347","220,550 ",+532,"5,208,904","+24,289","2,644,219","14,924","24,351",665,"120,185,993","362,494","331,552,784 ",North America,41,"1,503",3
9,2,India,"7,236,995","+63,430","110,617 ",+723,"6,298,606","+73,814","827,772","8,944","5,230",80,"88,945,107","64,275","1,383,826,697 ",Asia,191,"12,510",16
10,3,Brazil,"5,105,033","+1,625","150,772 ",+63,"4,495,269",,"458,992","8,318","23,969",708,"17,900,000","84,043","212,986,866 ",South America,42,"1,413",12
11,4,Russia,"1,326,178","+13,868","22,966 ",+244,"1,031,785","+7,550","271,427","2,300","9,086",157,"51,364,269","351,925","145,952,340 ",Europe,110,"6,355",3
12,5,Spain,"925,341","+7,118","33,204 ",+80,N/A,N/A,N/A,"1,595","19,789",710,"14,590,713","312,034","46,759,952 ",Europe,51,"1,408",3
13,6,Colombia,"919,083",,"27,985 ",,"798,396",,"92,702","2,220","18,009",548,"4,202,181","82,338","51,035,485 ",South America,56,"1,824",12
14,7,Argentina,"903,730",,"24,186 ",,"732,582",,"146,962","4,287","19,944",534,"2,239,514","49,424","45,312,730 ",South America,50,"1,874",20
15,8,Peru,"851,171",,"33,357 ",,"748,097",,"69,717","1,182","25,715","1,008","4,092,566","123,641","33,100,421 ",South America,39,992,8
16,9,Mexico,"821,045","+3,542","83,945 ",+164,"597,991","+3,811","139,109","2,379","6,349",649,"2,093,408","16,189","129,313,982 ",North America,157,"1,540",62
17,10,France,"756,472","+12,993","32,942 ",+117,"102,680","+1,852","620,850","1,642","11,582",504,"12,679,122","194,124","65,314,670 ",Europe,86,"1,983",5
18,11,South Africa,"694,537","+1,178","18,028 ",+165,"625,574",+915,"50,935",546,"11,669",303,"4,433,952","74,497","59,518,442 ",Africa,86,"3,301",13
19,12,UK,"634,920","+17,234","43,018 ",+143,N/A,N/A,N/A,507,"9,339",633,"28,055,923","412,665","67,987,176 ",Europe,107,"1,580",2
20,13,Iran,"508,389","+4,108","29,070 ",+254,"411,840","+2,719","67,479","4,570","6,031",345,"4,369,622","51,838","84,294,420 ",Asia,166,"2,900",19
21,14,Chile,"484,280","+1,392","13,396 ",+17,"456,499","+2,015","14,385",778,"25,272",699,"3,754,762","195,943","19,162,518 ",South America,40,"1,430",5
22,15,Iraq,"409,358","+3,921","9,970 ",+58,"344,208","+4,158","55,180",501,"10,115",246,"2,528,214","62,469","40,471,654 ",Asia,99,"4,059",16
23,16,Bangladesh,"381,275","+1,537","5,577 ",+22,"295,873","+1,482","79,825",,"2,309",34,"2,098,037","12,704","165,151,528 ",Asia,433,"29,613",79
24,17,Italy,"365,467","+5,901","36,246 ",+41,"242,028","+1,428","87,193",514,"6,047",600,"12,762,699","211,176","60,436,357 ",Europe,165,"1,667",5
25,18,Philippines,"344,713","+1,990","6,372 ",+40,"293,383",+327,"44,958","1,758","3,134",58,"4,196,720","38,156","109,989,739 ",Asia,319,"17,261",26
26,19,Indonesia,"340,622","+3,906","12,027 ",+92,"263,296","+4,777","65,299",,"1,242",44,"3,852,511","14,043","274,337,514 ",Asia,805,"22,810",71
27,20,Saudi Arabia,"340,089",+474,"5,087 ",+19,"326,339",+500,"8,663",839,"9,726",145,"7,109,978","203,344","34,965,237 ",Asia,103,"6,873",5
28,21,Turkey,"338,779","+1,632","8,957 ",+62,"296,972","+1,314","32,850","1,416","4,005",106,"11,846,342","140,037","84,594,371 ",Asia,250,"9,444",7
29,22,Germany,"335,527","+4,433","9,740 ",+19,"279,100","+2,200","46,687",618,"4,001",116,"18,129,900","216,192","83,860,174 ",Europe,250,"8,610",5
30,23,Pakistan,"319,848",+531,"6,588 ",+8,"304,609",+424,"8,651",516,"1,440",30,"3,914,818","17,628","222,082,317 ",Asia,694,"33,710",57
31,24,Israel,"296,215","+2,184","2,040 ",+19,"243,395","+4,714","50,780",802,"32,206",222,"3,992,799","434,114","9,197,590 ",Asia,31,"4,509",2
32,25,Ukraine,"270,587","+5,133","5,122 ",+107,"116,562","+2,152","148,903",177,"6,198",117,"2,602,635","59,614","43,658,014 ",Europe,161,"8,524",17
33,26,Netherlands,"188,876","+7,378","6,631 ",+35,N/A,N/A,N/A,297,"11,016",387,"2,872,319","167,524","17,145,676 ",Europe,91,"2,586",6
34,27,Canada,"185,371","+2,532","9,645 ",+18,"156,447","+2,189","19,279",154,"4,899",255,"8,191,592","216,505","37,835,533 ",North America,204,"3,923",5
35,28,Belgium,"165,880","+3,622","10,211 ",+20,"20,324",+52,"135,345",267,"14,295",880,"3,735,582","321,923","11,603,951 ",Europe,70,"1,136",3
36,29,Romania,"160,461","+3,109","5,535 ",+68,"120,515","+1,603","34,411",651,"8,357",288,"2,709,306","141,105","19,200,659 ",Europe,120,"3,469",7
37,30,Morocco,"156,946","+3,185","2,685 ",+49,"131,462","+1,964","22,799",535,"4,238",73,"2,922,011","78,902","37,033,425 ",Africa,236,"13,793",13
38,31,Ecuador,"147,315",,"12,218 ",,"128,134",,"6,963",360,"8,314",690,"467,328","26,376","17,717,896 ",South America,120,"1,450",38
39,32,Bolivia,"138,695",+121,"8,326 ",+18,"101,523",+420,"28,846",71,"11,836",711,"315,368","26,914","11,717,612 ",South America,84,"1,407",37
40,33,Poland,"135,278","+5,068","3,101 ",+63,"82,004",+803,"50,173",421,"3,575",82,"3,726,959","98,506","37,834,743 ",Europe,280,"12,201",10
41,34,Qatar,"128,405",+214,220 ,,"125,373",+197,"2,812",56,"45,731",78,"843,565","300,436","2,807,805 ",Asia,22,"12,763",3
42,35,Czechia,"125,328","+3,907","1,097 ",+46,"58,417",+217,"65,814",467,"11,697",102,"1,625,524","151,710","10,714,645 ",Europe,85,"9,767",7
43,36,Panama,"120,802",,"2,502 ",,"96,675",,"21,625",121,"27,875",577,"548,807","126,636","4,333,725 ",North America,36,"1,732",8
44,37,Dominican Republic,"119,008",+165,"2,183 ",+4,"94,941",+409,"21,884",158,"10,940",201,"523,637","48,135","10,878,547 ",North America,91,"4,983",21
