,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,2988947,"+69,543",206728.0,"+3,564",876494.0,1905725,57583.0,383.0,26.5,,
1,USA,985062,"+24,411",55357.0,"+1,101",118741.0,810964,15135.0,2976.0,167.0,5453126.0,16475.0
2,Spain,226629,"+2,870",23190.0,+288,117727.0,85712,7764.0,4847.0,496.0,1199548.0,25656.0
3,Italy,197675,"+2,324",26644.0,+260,64928.0,106103,2009.0,3269.0,441.0,1757659.0,29071.0
4,France,162100,+612,22856.0,+242,44903.0,94341,4682.0,2483.0,350.0,463662.0,7103.0
5,Germany,157495,+982,5944.0,+67,112000.0,39551,2570.0,1880.0,71.0,2072669.0,24738.0
6,UK,152840,"+4,463",20732.0,+413,,131764,1559.0,2251.0,305.0,669850.0,9867.0
7,Turkey,110130,"+2,357",2805.0,+99,29140.0,78185,1776.0,1306.0,33.0,898742.0,10656.0
8,Iran,90481,"+1,153",5710.0,+60,69657.0,15114,3079.0,1077.0,68.0,421313.0,5016.0
9,Russia,80949,"+6,361",747.0,+66,6767.0,73435,2300.0,555.0,5.0,2877699.0,19719.0
10,Brazil,61888,"+2,692",4205.0,+160,30152.0,27531,8318.0,291.0,20.0,291922.0,1373.0
11,Canada,46644,"+1,290",2560.0,+95,17239.0,26845,557.0,1236.0,68.0,684271.0,18130.0
12,Belgium,46134,+809,7094.0,+177,10785.0,28255,891.0,3981.0,612.0,189067.0,16313.0
13,Netherlands,37845,+655,4475.0,+66,,33120,934.0,2209.0,261.0,193950.0,11319.0
14,Switzerland,29061,+167,1610.0,+11,21300.0,6151,204.0,3358.0,186.0,245300.0,28343.0
15,India,27890,"+1,607",882.0,+57,6523.0,20485,,20.0,0.6,625309.0,453.0
16,Peru,27517,"+2,186",728.0,+28,8088.0,18701,554.0,835.0,22.0,232747.0,7059.0
17,Portugal,23864,+472,903.0,+23,1329.0,21632,182.0,2340.0,89.0,330512.0,32414.0
18,Ecuador,22719,,576.0,,1366.0,20777,127.0,1288.0,33.0,56513.0,3203.0
19,Ireland,19262,+701,1087.0,+24,9233.0,8942,142.0,3901.0,220.0,127319.0,25785.0
20,Sweden,18640,+463,2194.0,+2,1005.0,15441,399.0,1846.0,217.0,94500.0,9357.0
21,Saudi Arabia,17522,"+1,223",139.0,+3,2357.0,15026,115.0,503.0,4.0,200000.0,5745.0
22,Israel,15443,+145,201.0,+2,6731.0,8511,133.0,1784.0,23.0,302691.0,34971.0
23,Austria,15225,+77,542.0,+6,12282.0,2401,145.0,1690.0,60.0,227631.0,25274.0
24,Mexico,13842,+970,1305.0,+84,7149.0,5388,378.0,107.0,10.0,65500.0,508.0
25,Singapore,13624,+931,12.0,,1060.0,12552,22.0,2329.0,2.0,121774.0,20815.0
26,Chile,13331,+473,189.0,+8,7024.0,6118,418.0,697.0,10.0,155975.0,8159.0
27,Pakistan,13328,+605,281.0,+12,2936.0,10111,111.0,60.0,1.0,144365.0,654.0
28,Japan,13231,,360.0,,1656.0,11215,287.0,105.0,3.0,147454.0,1166.0
29,Poland,11617,+344,535.0,+11,2265.0,8817,160.0,307.0,14.0,290633.0,7679.0
30,Romania,11036,+401,619.0,+18,3054.0,7363,236.0,574.0,32.0,136518.0,7096.0
31,S. Korea,10728,+10,242.0,+2,8717.0,1769,55.0,209.0,5.0,598285.0,11669.0
