,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","10,384,757","+7,101","340,541",+487,"6,931,472","+5,215","3,112,744","19,414",,,,,,North America,"
",,
1,,"
Asia
","12,884,198",+352,"230,116",+2,"11,305,165",+193,"1,348,917","21,028",,,,,,Asia,"
",,
2,,"
South America
","9,218,486",+217,"284,784",+26,"8,179,015",+620,"754,687","17,612",,,,,,South America,"
",,
3,,"
Europe
","7,772,234","+16,746","245,557",+49,"3,346,316",+496,"4,180,361","15,024",,,,,,Europe,"
",,
4,,"
Africa
","1,696,418",,"40,760",,"1,390,786",,"264,872","1,995",,,,,,Africa,"
",,
5,,"
Oceania
","35,199",+10,958,,"31,131",,"3,110",18,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"41,992,013","+24,426","1,142,731",+564,"31,184,544","+6,524","9,664,738","75,095","5,387",146.6,,,,All,"
",,
8,1,USA,"8,661,651",,"228,381 ",,"5,655,301",,"2,777,969","15,909","26,120",689,"129,804,568","391,442","331,605,717 ",North America,38,"1,452",3
9,2,India,"7,759,640",,"117,336 ",,"6,946,325",,"695,979","8,944","5,606",85,"98,670,363","71,283","1,384,197,100 ",Asia,178,"11,797",14
10,3,Brazil,"5,332,634",,"155,962 ",,"4,785,297",,"391,375","8,318","25,033",732,"17,900,000","84,026","213,028,086 ",South America,40,"1,366",12
11,4,Russia,"1,463,306",,"25,242 ",,"1,107,988",,"330,076","2,300","10,026",173,"55,683,929","381,517","145,954,044 ",Europe,100,"5,782",3
12,5,Spain,"1,090,521",,"34,521 ",,N/A,N/A,N/A,"1,966","23,321",738,"15,503,165","331,544","46,760,445 ",Europe,43,"1,355",3
13,6,Argentina,"1,053,650",,"27,957 ",,"851,854",,"173,839","4,611","23,247",617,"2,741,416","60,485","45,324,050 ",South America,43,"1,621",17
14,7,France,"999,043",,"34,210 ",,"108,599",,"856,234","2,319","15,295",524,"14,182,285","217,125","65,318,605 ",Europe,65,"1,909",5
15,8,Colombia,"990,270",,"29,636 ",,"893,712",,"66,922","2,115","19,398",581,"4,615,614","90,413","51,050,295 ",South America,52,"1,723",11
16,9,Peru,"879,876",,"33,984 ",,"796,719",,"49,173","1,092","26,572","1,026","4,316,879","130,368","33,112,973 ",South America,38,974,8
17,10,Mexico,"874,171","+6,612","87,894 ",+479,"636,391","+4,354","149,886","2,617","6,758",680,"2,249,619","17,392","129,350,970 ",North America,148,"1,472",57
18,11,UK,"810,467",,"44,347 ",,N/A,N/A,N/A,711,"11,919",652,"30,809,168","453,097","67,996,899 ",Europe,84,"1,533",2
19,12,South Africa,"710,515",,"18,843 ",,"642,560",,"49,112",546,"11,934",316,"4,633,671","77,826","59,538,871 ",Africa,84,"3,160",13
20,13,Iran,"550,757",,"31,650 ",,"442,674",,"76,433","4,895","6,531",375,"4,628,866","54,894","84,323,792 ",Asia,153,"2,664",18
21,14,Chile,"497,131",,"13,792 ",,"469,765",,"13,574",759,"25,937",720,"4,005,923","209,001","19,166,996 ",South America,39,"1,390",5
22,15,Italy,"465,726",,"36,968 ",,"259,456",,"169,302",992,"7,706",612,"14,132,421","233,849","60,433,937 ",Europe,130,"1,635",4
23,16,Iraq,"442,164",,"10,465 ",,"371,826",,"59,873",446,"10,919",258,"2,705,941","66,819","40,496,374 ",Asia,92,"3,870",15
24,17,Germany,"403,874",,"10,044 ",,"306,100",,"87,730","1,030","4,816",120,"19,276,507","229,845","83,867,475 ",Europe,208,"8,350",4
25,18,Bangladesh,"394,827",,"5,747 ",,"310,532",,"78,548",,"2,390",35,"2,221,369","13,447","165,196,323 ",Asia,418,"28,745",74
26,19,Indonesia,"377,541",,"12,959 ",,"301,006",,"63,576",,"1,376",47,"4,211,138","15,346","274,416,492 ",Asia,727,"21,176",65
27,20,Philippines,"363,888",,"6,783 ",,"312,333",,"44,772","1,562","3,307",62,"4,482,723","40,741","110,029,593 ",Asia,302,"16,221",25
28,21,Turkey,"355,528",,"9,584 ",,"310,027",,"35,917","1,599","4,202",113,"12,876,267","152,167","84,619,153 ",Asia,238,"8,829",7
29,22,Saudi Arabia,"343,774",,"5,250 ",,"330,181",,"8,343",791,"9,828",150,"7,562,663","216,199","34,980,060 ",Asia,102,"6,663",5
30,23,Pakistan,"325,480",,"6,702 ",,"309,136",,"9,642",591,"1,465",30,"4,177,270","18,800","222,199,700 ",Asia,683,"33,154",53
