,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,1201933,490.0,64716.0,28.0,246634.0,890583,42290.0,154.0,8.3,,
1,USA,311357,,8452.0,,14825.0,288080,8206.0,941.0,26.0,1632955.0,4933.0
2,Spain,126168,,11947.0,,34219.0,80002,6532.0,2699.0,256.0,355000.0,7593.0
3,Italy,124632,,15362.0,,20996.0,88274,3994.0,2061.0,254.0,657224.0,10870.0
4,Germany,96092,,1444.0,,26400.0,68248,3936.0,1147.0,17.0,918460.0,10962.0
5,France,89953,,7560.0,,15438.0,66955,6838.0,1378.0,116.0,224254.0,3436.0
6,Iran,55743,,3452.0,,19736.0,32555,4103.0,664.0,41.0,186000.0,2214.0
7,UK,41903,,4313.0,,135.0,37455,163.0,617.0,64.0,183190.0,2698.0
8,Turkey,23934,,501.0,,786.0,22647,1311.0,284.0,6.0,161380.0,1913.0
9,Switzerland,20505,,666.0,,6415.0,13424,391.0,2369.0,77.0,153440.0,17729.0
10,Belgium,18431,,1283.0,,3247.0,13901,1245.0,1590.0,111.0,70000.0,6040.0
11,Netherlands,16627,,1651.0,,250.0,14726,1360.0,970.0,96.0,75415.0,4401.0
12,Canada,13912,,231.0,,2595.0,11086,120.0,369.0,6.0,317972.0,8425.0
13,Austria,11781,,186.0,,2507.0,9088,245.0,1308.0,21.0,104134.0,11562.0
14,Portugal,10524,,266.0,,75.0,10183,251.0,1032.0,26.0,81087.0,7952.0
15,Brazil,10360,,445.0,,127.0,9788,296.0,49.0,2.0,54824.0,258.0
16,S. Korea,10237,81.0,183.0,6.0,6463.0,3591,55.0,200.0,4.0,455032.0,8875.0
17,Israel,7851,,44.0,,427.0,7380,115.0,907.0,5.0,90394.0,10443.0
18,Sweden,6443,,373.0,,205.0,5865,379.0,638.0,37.0,36900.0,3654.0
19,Australia,5635,85.0,30.0,,585.0,5020,85.0,221.0,1.0,291000.0,11412.0
20,Norway,5550,,62.0,,32.0,5456,98.0,1024.0,11.0,105865.0,19528.0
21,Russia,4731,,43.0,,333.0,4355,8.0,32.0,0.3,639606.0,4383.0
22,Ireland,4604,,137.0,,25.0,4442,148.0,932.0,28.0,30213.0,6119.0
23,Czechia,4472,,59.0,,78.0,4335,87.0,418.0,6.0,74170.0,6926.0
24,Chile,4161,,27.0,,528.0,3606,38.0,218.0,1.0,48613.0,2543.0
25,Denmark,4077,,161.0,,1283.0,2633,142.0,704.0,28.0,45270.0,7816.0
26,Poland,3627,,79.0,,116.0,3432,50.0,96.0,2.0,72901.0,1926.0
27,Romania,3613,,146.0,,329.0,3138,119.0,188.0,8.0,36092.0,1876.0
28,India,3588,,99.0,,229.0,3260,,3.0,0.07,116608.0,84.0
29,Malaysia,3483,,57.0,,915.0,2511,99.0,108.0,2.0,49570.0,1532.0
30,Ecuador,3465,,172.0,,100.0,3193,100.0,196.0,10.0,11309.0,641.0
31,Japan,3139,,77.0,,514.0,2548,64.0,25.0,0.6,42882.0,339.0
32,Philippines,3094,,144.0,,57.0,2893,1.0,28.0,1.0,5530.0,50.0
33,Pakistan,2818,,41.0,,131.0,2646,13.0,13.0,0.2,30308.0,137.0
34,Luxembourg,2729,,31.0,,500.0,2198,35.0,4360.0,50.0,22793.0,36412.0
35,Saudi Arabia,2179,,29.0,,420.0,1730,41.0,63.0,0.8,,
36,Indonesia,2092,,191.0,,150.0,1751,,8.0,0.7,9712.0,36.0
37,Thailand,2067,,20.0,,674.0,1373,23.0,30.0,0.3,23669.0,339.0
38,Mexico,1890,202.0,79.0,19.0,633.0,1178,1.0,15.0,0.6,15668.0,122.0
39,Finland,1882,,25.0,,300.0,1557,72.0,340.0,5.0,29000.0,5234.0
40,Panama,1801,,46.0,,13.0,1742,50.0,417.0,11.0,7333.0,1700.0
41,Peru,1746,,73.0,,914.0,759,88.0,53.0,2.0,17841.0,541.0
42,Greece,1673,,68.0,,78.0,1527,92.0,161.0,7.0,22437.0,2153.0
43,Serbia,1624,,44.0,,54.0,1526,89.0,186.0,5.0,6401.0,733.0
44,South Africa,1585,,9.0,,95.0,1481,7.0,27.0,0.2,53937.0,909.0
45,Dominican Republic,1578,,77.0,,17.0,1484,147.0,145.0,7.0,4542.0,419.0
46,UAE,1505,,10.0,,125.0,1370,2.0,152.0,1.0,220000.0,22244.0
47,Argentina,1451,,43.0,,279.0,1129,,32.0,1.0,8488.0,188.0
48,Iceland,1417,,4.0,,396.0,1017,12.0,4152.0,12.0,23640.0,69276.0
49,Colombia,1406,,32.0,,85.0,1289,50.0,28.0,0.6,23706.0,466.0
50,Qatar,1325,,3.0,,109.0,1213,37.0,460.0,1.0,31951.0,11090.0
51,Algeria,1251,,130.0,,90.0,1031,,29.0,3.0,3359.0,77.0
52,Ukraine,1225,,32.0,,25.0,1168,16.0,28.0,0.7,5040.0,115.0
53,Singapore,1189,,6.0,,297.0,886,24.0,203.0,1.0,39000.0,6666.0
54,Croatia,1126,,12.0,,119.0,995,39.0,274.0,3.0,9833.0,2395.0
55,Egypt,1070,,71.0,,241.0,758,,10.0,0.7,25000.0,244.0
56,Estonia,1039,,13.0,,59.0,967,20.0,783.0,10.0,19091.0,14392.0
57,New Zealand,1039,89.0,1.0,,156.0,882,3.0,215.0,0.2,33116.0,6867.0
58,Slovenia,977,,22.0,,79.0,876,31.0,470.0,11.0,27109.0,13040.0
59,Morocco,919,,59.0,,66.0,794,1.0,25.0,2.0,4321.0,117.0
60,Iraq,878,,56.0,,259.0,563,,22.0,1.0,,
61,Hong Kong,862,,4.0,,173.0,685,8.0,115.0,0.5,90000.0,12005.0
