,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","6,373,799","+65,864","242,382","+2,099","3,466,211","+29,499","2,665,206","24,483",,,,,,North America,"
",,
1,,"
South America
","5,061,892","+82,953","167,410","+1,946","3,643,859","+66,022","1,250,623","14,834",,,,,,South America,"
",,
2,,"
Asia
","5,392,294","+91,274","115,635","+1,499","4,115,712","+81,445","1,160,947","18,936",,,,,,Asia,"
",,
3,,"
Europe
","3,127,505","+21,049","202,168",+360,"1,872,314","+10,686","1,053,023","5,190",,,,,,Europe,"
",,
4,,"
Africa
","1,088,338","+10,037","24,724",+402,"783,579","+11,214","280,035","1,188",,,,,,Africa,"
",,
5,,"
Oceania
","24,408",+244,387,+9,"14,716",+224,"9,305",53,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"21,068,957","+271,421","752,721","+6,315","13,897,042","+199,090","6,419,194","64,688","2,703",96.6,,,,All,"
",,
8,1,USA,"5,414,600","+54,298","170,373 ","+1,242","2,834,873","+22,270","2,409,354","17,335","16,347",514,"68,495,817","206,789","331,235,184 ",North America,61,"1,944",5
9,2,Brazil,"3,229,621","+59,147","105,564 ","+1,301","2,356,640","+47,163","767,417","8,318","15,181",496,"13,464,336","63,290","212,739,546 ",South America,66,"2,015",16
10,3,India,"2,459,613","+64,142","48,144 ","+1,006","1,750,636","+54,776","660,833","8,944","1,780",35,"26,845,688","19,431","1,381,604,279 ",Asia,562,"28,697",51
11,4,Russia,"907,758","+5,057","15,384 ",+124,"716,396","+6,098","175,978","2,300","6,220",105,"31,598,302","216,513","145,942,116 ",Europe,161,"9,487",5
12,5,South Africa,"572,865","+3,946","11,270 ",+260,"437,617","+5,588","123,978",539,"9,645",190,"3,315,497","55,820","59,395,867 ",Africa,104,"5,270",18
13,6,Peru,"498,555",,"21,713 ",,"341,938",,"134,904","1,501","15,096",657,"2,643,464","80,044","33,025,106 ",South America,66,"1,521",12
14,7,Mexico,"498,380","+5,858","54,666 ",+737,"336,635","+3,835","107,079","3,775","3,861",423,"1,127,115","8,731","129,092,051 ",North America,259,"2,361",115
15,8,Colombia,"433,805","+11,286","14,145 ",+308,"250,494","+10,709","169,166","1,493","8,515",278,"2,063,332","40,500","50,946,629 ",South America,117,"3,602",25
16,9,Chile,"380,034","+1,866","10,299 ",+94,"353,131","+1,712","16,604","1,259","19,860",538,"1,932,592","100,994","19,135,648 ",South America,50,"1,858",10
17,10,Spain,"379,799","+2,935","28,605 ",+26,N/A,N/A,N/A,617,"8,123",612,"7,472,031","159,806","46,756,994 ",Europe,123,"1,635",6
18,11,Iran,"336,324","+2,625","19,162 ",+174,"292,058","+1,814","25,104","3,971","3,998",228,"2,788,027","33,144","84,118,184 ",Asia,250,"4,390",30
19,12,UK,"313,798",,"41,347 ",+18,N/A,N/A,N/A,70,"4,620",609,"18,868,566","277,770","67,928,835 ",Europe,216,"1,643",4
20,13,Saudi Arabia,"294,519","+1,482","3,303 ",+34,"260,393","+3,124","30,823","1,805","8,445",95,"4,071,857","116,751","34,876,295 ",Asia,118,"10,559",9
21,14,Pakistan,"286,674",+753,"6,139 ",+10,"264,060",+867,"16,475",783,"1,295",28,"2,205,664","9,963","221,378,019 ",Asia,772,"36,061",100
22,15,Argentina,"276,072","+7,498","5,362 ",+149,"192,434","+5,151","78,276","1,682","6,102",119,"911,596","20,148","45,244,808 ",South America,164,"8,438",50
23,16,Bangladesh,"269,115","+2,617","3,557 ",+44,"154,871","+1,782","110,687",,"1,632",22,"1,315,901","7,981","164,882,758 ",Asia,613,"46,354",125
24,17,Italy,"252,235",+522,"35,231 ",+6,"202,923",+226,"14,081",55,"4,173",583,"7,420,764","122,757","60,450,874 ",Europe,240,"1,716",8
25,18,Turkey,"245,635","+1,243","5,912 ",+21,"228,057",+968,"11,666",647,"2,909",70,"5,521,880","65,390","84,445,678 ",Asia,344,"14,284",15
26,19,Germany,"222,269","+1,419","9,281 ",+5,"200,800",+900,"12,188",224,"2,652",111,"8,586,648","102,446","83,816,370 ",Europe,377,"9,031",10
27,20,France,"209,365","+2,669","30,388 ",+17,"83,472",,"95,505",379,"3,207",465,"5,500,000","84,238","65,291,060 ",Europe,312,"2,149",12
28,21,Iraq,"164,277","+3,841","5,641 ",+53,"117,208","+2,667","41,428",592,"4,074",140,"1,224,909","30,377","40,323,330 ",Asia,245,"7,148",33
29,22,Philippines,"147,526","+4,002","2,426 ",+23,"70,387","+1,403","74,713",389,"1,344",22,"1,939,426","17,671","109,750,617 ",Asia,744,"45,239",57
30,23,Indonesia,"132,816","+2,098","5,968 ",+65,"87,558","+1,760","39,290",,485,22,"1,809,487","6,607","273,863,649 ",Asia,"2,062","45,889",151
31,24,Canada,"121,234",+390,"9,015 ",+9,"107,553",+405,"4,666","2,291","3,209",239,"4,635,105","122,682","37,781,344 ",North America,312,"4,191",8
32,25,Qatar,"114,281",+343,190 ,,"110,957",+330,"3,134",74,"40,701",68,"538,602","191,823","2,807,805 ",Asia,25,"14,778",5
33,26,Kazakhstan,"101,372",+517,"1,269 ",,"76,756","+2,079","23,347",221,"5,391",67,"2,252,153","119,777","18,802,961 ",Asia,185,"14,817",8
34,27,Ecuador,"98,343","+1,233","6,010 ",+26,"78,957",+70,"13,376",355,"5,564",340,"276,491","15,644","17,673,951 ",South America,180,"2,941",64
35,28,Egypt,"96,108",+145,"5,107 ",+22,"56,890",+989,"34,111",41,937,50,"135,000","1,316","102,553,496 ",Africa,"1,067","20,081",760
36,29,Bolivia,"95,071","+1,743","3,827 ",+66,"32,830","+1,077","58,414",71,"8,132",327,"202,932","17,357","11,691,504 ",South America,123,"3,055",58
37,30,Israel,"89,822","+1,671",651 ,+12,"64,746","+2,637","24,425",371,"9,766",71,"2,024,299","220,090","9,197,590 ",Asia,102,"14,128",5
38,31,Ukraine,"86,140","+1,592","1,992 ",+22,"46,216",+530,"37,932",123,"1,971",46,"1,233,925","28,236","43,700,859 ",Europe,507,"21,938",35
39,32,Sweden,"83,852",,"5,776 ",+6,N/A,N/A,N/A,30,"8,297",571,"917,036","90,735","10,106,798 ",Europe,121,"1,750",11
40,33,Dominican Republic,"83,134",+910,"1,393 ",+22,"47,946",+851,"33,795",303,"7,655",128,"308,187","28,376","10,860,727 ",North America,131,"7,797",35
41,34,Oman,"82,531",+232,551 ,+12,"77,278",+206,"4,702",155,"16,116",108,"309,212","60,382","5,120,938 ",Asia,62,"9,294",17
42,35,Panama,"78,446","+1,069","1,722 ",+19,"52,210",+613,"24,514",158,"18,148",398,"261,350","60,462","4,322,582 ",North America,55,"2,510",17
43,36,Belgium,"75,647",+639,"9,900 ",+15,"17,883",+42,"47,864",76,"6,524",854,"1,912,240","164,909","11,595,701 ",Europe,153,"1,171",6
44,37,Kuwait,"74,486",+701,489 ,,"66,099",+648,"7,898",118,"17,412",114,"548,005","128,102","4,277,867 ",Asia,57,"8,748",8
45,38,Belarus,"69,203",+101,599 ,+4,"66,178",+285,"2,426",,"7,324",63,"1,392,662","147,388","9,448,942 ",Europe,137,"15,775",7
