,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","4,923,270","+42,885","204,312","+1,139","2,439,765","+16,547","2,279,193","26,272",,,,,,North America,"
",,
1,,"
South America
","3,559,032","+14,992","129,470",+333,"2,382,160","+3,087","1,047,402","14,174",,,,,,South America,"
",,
2,,"
Asia
","3,745,255","+70,196","87,323","+1,391","2,687,978","+57,466","969,954","19,490",,,,,,Asia,"
",,
3,,"
Europe
","2,747,636","+12,619","200,898",+391,"1,649,485","+12,862","897,253","5,195",,,,,,Europe,"
",,
4,,"
Africa
","796,233","+4,193","16,808",+52,"452,311","+2,674","327,114","1,091",,,,,,Africa,"
",,
5,,"
Oceania
","15,293",+290,161,+6,"10,399",+3,"4,733",42,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"15,787,440","+145,175","638,987","+3,312","9,622,749","+92,639","5,525,704","66,268","2,025",82.0,,,,All,"
",,
8,1,USA,"4,200,751","+30,433","147,688 ",+339,"1,988,921","+9,304","2,064,142","19,171","12,686",446,"51,886,730","156,699","331,124,024 ",North America,79,"2,242",6
9,2,Brazil,"2,303,661","+13,710","84,440 ",+233,"1,570,237",,"648,984","8,318","10,833",397,"4,911,063","23,094","212,652,984 ",South America,92,"2,518",43
10,3,India,"1,333,553","+45,423","31,390 ",+745,"847,803","+30,210","454,360","8,944",966,23,"15,428,170","11,173","1,380,826,432 ",Asia,"1,035","43,989",90
11,4,Russia,"800,849","+5,811","13,046 ",+154,"588,774","+8,444","199,029","2,300","5,488",89,"26,300,652","180,217","145,938,538 ",Europe,182,"11,186",6
12,5,South Africa,"408,052",,"6,093 ",,"236,260",,"165,699",539,"6,875",103,"2,632,106","44,347","59,352,965 ",Africa,145,"9,741",23
13,6,Peru,"371,096",,"17,654 ",,"255,945",,"97,497","1,372","11,246",535,"2,158,770","65,420","32,998,745 ",South America,89,"1,869",15
14,7,Mexico,"370,712","+8,438","41,908 ",+718,"236,209","+4,806","92,595","3,878","2,873",325,"879,608","6,818","129,014,376 ",North America,348,"3,079",147
15,8,Chile,"338,759",,"8,838 ",,"311,431",,"18,490","1,670","17,712",462,"1,464,640","76,578","19,126,244 ",South America,56,"2,164",13
16,9,Spain,"317,246",,"28,429 ",,N/A,N/A,N/A,617,"6,785",608,"6,320,836","135,188","46,755,958 ",Europe,147,"1,645",7
17,10,UK,"297,914",+768,"45,677 ",+123,N/A,N/A,N/A,110,"4,387",673,"13,974,097","205,779","67,908,416 ",Europe,228,"1,487",5
18,11,Iran,"286,523","+2,489","15,289 ",+215,"249,212","+1,982","22,022","3,653","3,409",182,"2,278,384","27,105","84,056,501 ",Asia,293,"5,498",37
19,12,Pakistan,"270,400","+1,209","5,763 ",+54,"219,783","+6,608","44,854","1,316","1,223",26,"1,821,296","8,236","221,131,515 ",Asia,818,"38,371",121
20,13,Saudi Arabia,"262,772","+2,378","2,672 ",+37,"215,731","+2,241","44,369","2,143","7,541",77,"2,946,928","84,572","34,845,166 ",Asia,133,"13,041",12
21,14,Italy,"245,590",+252,"35,097 ",+5,"198,192",+350,"12,301",46,"4,062",581,"6,468,375","106,993","60,455,955 ",Europe,246,"1,723",9
22,15,Colombia,"226,373",,"7,688 ",,"107,951",,"110,734","1,456","4,446",151,"1,320,935","25,944","50,915,529 ",South America,225,"6,623",39
23,16,Turkey,"224,252",+937,"5,580 ",+17,"207,374","+1,009","11,298","1,248","2,657",66,"4,489,360","53,195","84,393,636 ",Asia,376,"15,124",19
24,17,Bangladesh,"218,658","+2,548","2,836 ",+35,"120,976","+1,768","94,846",1,"1,327",17,"1,091,034","6,621","164,788,688 ",Asia,754,"58,106",151
25,18,Germany,"205,402",+260,"9,191 ",+4,"189,400",+400,"6,811",239,"2,451",110,"7,418,812","88,529","83,801,039 ",Europe,408,"9,118",11
26,19,France,"179,398",,"30,182 ",,"80,472",,"68,744",436,"2,748",462,"2,982,302","45,683","65,282,797 ",Europe,364,"2,163",22
27,20,Argentina,"148,027",,"2,722 ",+20,"65,447","+2,632","79,858",902,"3,273",60,"609,262","13,473","45,221,036 ",South America,305,"16,613",74
28,21,Canada,"112,867",+195,"8,877 ",+3,"98,519",,"5,471","2,219","2,989",235,"3,697,322","97,910","37,762,377 ",North America,335,"4,254",10
29,22,Qatar,"108,638",+394,164 ,,"105,420",+402,"3,054",101,"38,691",58,"464,674","165,494","2,807,805 ",Asia,26,"17,121",6
30,23,Iraq,"104,711","+2,485","4,212 ",+90,"71,268","+1,863","29,231",456,"2,600",105,"879,399","21,837","40,271,416 ",Asia,385,"9,561",46
31,24,Indonesia,"95,418","+1,761","4,665 ",+89,"53,945","+1,781","36,808",,349,17,"1,310,924","4,790","273,697,796 ",Asia,"2,868","58,670",209
32,25,Egypt,"90,413",,"4,480 ",,"31,066",,"54,867",41,883,44,"135,000","1,318","102,442,584 ",Africa,"1,133","22,867",759
33,26,Sweden,"78,763",,"5,676 ",,N/A,N/A,N/A,50,"7,796",562,"751,213","74,354","10,103,191 ",Europe,128,"1,780",13
34,27,Kazakhstan,"78,486","+1,687",585 ,,"49,488","+1,268","28,413",221,"4,177",31,"1,867,907","99,409","18,790,078 ",Asia,239,"32,120",10
35,28,Ecuador,"78,148",,"5,439 ",,"33,455",,"39,254",313,"4,425",308,"216,974","12,287","17,658,570 ",South America,226,"3,247",81
36,29,Philippines,"76,444","+2,103","1,879 ",+15,"24,502",+144,"50,063",351,697,17,"1,272,317","11,602","109,666,924 ",Asia,"1,435","58,365",86
37,30,Oman,"73,791","+1,145",359 ,+4,"53,007","+1,658","20,425",170,"14,431",70,"290,726","56,855","5,113,463 ",Asia,69,"14,244",18
38,31,Belarus,"66,846",+158,524 ,+5,"59,755",+316,"6,567",89,"7,074",55,"1,230,684","130,243","9,449,119 ",Europe,141,"18,033",8
