,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","8,353,509","+5,199","298,789",+259,"5,204,614","+3,953","2,850,106","17,465",,,,,,North America,"
",,
1,,"
Asia
","9,493,068","+24,936","177,610",+437,"7,783,147","+18,967","1,532,311","19,688",,,,,,Asia,"
",,
2,,"
South America
","7,532,124",+206,"237,996",+31,"6,291,142",+585,"1,002,986","15,534",,,,,,South America,"
",,
3,,"
Europe
","4,455,106","+18,397","216,351",+165,"2,388,635","+5,561","1,850,120","7,097",,,,,,Europe,"
",,
4,,"
Africa
","1,415,502","+2,086","34,020",+22,"1,159,496",+691,"221,986","1,450",,,,,,Africa,"
",,
5,,"
Oceania
","30,573",+14,887,+2,"27,103",+10,"2,583",16,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"31,280,603","+50,838","965,668",+916,"22,854,788","+29,767","7,460,147","61,254","4,013",123.9,,,,All,"
",,
8,1,USA,"7,005,686",+918,"204,122 ",+4,"4,250,497",+357,"2,551,067","14,020","21,137",616,"98,168,035","296,190","331,436,330 ",North America,47,"1,624",3
9,2,India,"5,491,410","+5,798","87,933 ",+24,"4,396,399","+3,749","1,007,078","8,944","3,971",64,"64,392,594","46,560","1,383,011,810 ",Asia,252,"15,728",21
10,3,Brazil,"4,544,629",,"136,895 ",,"3,851,227",,"556,507","8,318","21,347",643,"15,011,116","70,509","212,896,182 ",South America,47,"1,555",14
11,4,Russia,"1,109,595","+6,196","19,489 ",+71,"911,973","+2,616","178,133","2,300","7,603",134,"43,100,000","295,309","145,948,591 ",Europe,132,"7,489",3
12,5,Peru,"768,895",,"31,369 ",,"615,255",,"122,271","1,425","23,249",948,"3,693,813","111,687","33,072,805 ",South America,43,"1,054",9
13,6,Colombia,"765,076",,"24,208 ",,"633,199",,"107,669",863,"15,001",475,"3,393,562","66,537","51,002,905 ",South America,67,"2,107",15
14,7,Mexico,"697,663","+3,542","73,493 ",+235,"499,302","+3,078","124,868","2,481","5,399",569,"1,586,191","12,274","129,232,607 ",North America,185,"1,758",81
15,8,South Africa,"661,211",,"15,953 ",,"590,071",,"55,187",539,"11,118",268,"4,041,453","67,954","59,473,498 ",Africa,90,"3,728",15
16,9,Spain,"659,334",,"30,495 ",,N/A,N/A,N/A,"1,345","14,101",652,"10,756,835","230,049","46,758,867 ",Europe,71,"1,533",4
17,10,Argentina,"631,365",,"13,053 ",,"488,231",,"130,081","3,261","13,941",288,"1,729,040","38,179","45,287,825 ",South America,72,"3,470",26
18,11,France,"452,763",,"31,285 ",,"91,574",,"329,904",827,"6,933",479,"10,000,000","153,125","65,306,013 ",Europe,144,"2,087",7
19,12,Chile,"446,274",,"12,286 ",,"419,746",,"14,242",901,"23,301",641,"3,038,333","158,638","19,152,666 ",South America,43,"1,559",6
20,13,Iran,"425,481","+3,341","24,478 ",+177,"361,523","+1,953","39,480","3,912","5,051",291,"3,773,300","44,798","84,229,800 ",Asia,198,"3,441",22
21,14,UK,"394,257",,"41,777 ",,N/A,N/A,N/A,138,"5,801",615,"21,368,297","314,398","67,965,784 ",Europe,172,"1,627",3
22,15,Bangladesh,"350,621","+1,705","4,979 ",+40,"258,717","+2,152","86,925",,"2,124",30,"1,834,323","11,114","165,052,979 ",Asia,471,"33,150",90
23,16,Saudi Arabia,"329,754",,"4,485 ",,"310,439",,"14,830","1,138","9,440",128,"6,049,949","173,189","34,932,625 ",Asia,106,"7,789",6
24,17,Iraq,"319,035",,"8,555 ",,"253,591",,"56,889",537,"7,894",212,"2,057,088","50,896","40,417,268 ",Asia,127,"4,724",20
25,18,Pakistan,"306,304",+633,"6,420 ",+4,"292,869",+566,"7,015",556,"1,381",29,"3,194,317","14,400","221,824,075 ",Asia,724,"34,552",69
26,19,Turkey,"302,867",,"7,506 ",,"267,233",,"28,128","1,456","3,583",89,"9,269,015","109,641","84,539,850 ",Asia,279,"11,263",9
27,20,Italy,"298,156",,"35,707 ",,"218,351",,"44,098",222,"4,933",591,"10,432,814","172,610","60,441,680 ",Europe,203,"1,693",6
28,21,Philippines,"290,190","+3,475","4,999 ",+15,"230,233",+400,"54,958","1,048","2,640",45,"3,400,019","30,937","109,902,061 ",Asia,379,"21,985",32
29,22,Germany,"274,013",+536,"9,474 ",+4,"244,000",,"20,539",246,"3,268",113,"14,557,136","173,621","83,844,113 ",Europe,306,"8,850",6
