,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","11,313,407","+81,693","353,425",+936,"7,468,740","+43,786","3,491,242","20,899",,,,,,North America,"
",,
1,,"
Asia
","13,766,567","+88,524","244,368","+1,434","12,256,386","+107,432","1,265,813","21,970",,,,,,Asia,"
",,
2,,"
South America
","9,709,457","+31,926","295,529",+678,"8,671,868","+40,496","742,060","18,269",,,,,,South America,"
",,
3,,"
Europe
","10,170,973","+224,122","267,493","+1,946","3,839,646","+61,603","6,063,834","21,771",,,,,,Europe,"
",,
4,,"
Africa
","1,805,820","+10,244","43,244",+306,"1,472,758","+9,611","289,818","2,315",,,,,,Africa,"
",,
5,,"
Oceania
","37,478",+7,970,,"32,674",+12,"3,834",25,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"46,804,423","+436,516","1,205,044","+5,300","33,742,731","+262,940","11,856,648","85,253","6,005",154.6,,,,All,"
",,
8,1,USA,"9,473,720","+71,130","236,471 ",+399,"6,097,451","+35,013","3,139,798","17,205","28,565",713,"145,037,425","437,309","331,658,650 ",North America,35,"1,403",2
9,2,India,"8,229,322","+46,441","122,642 ",+493,"7,542,905","+53,702","563,775","8,944","5,944",89,"109,887,303","79,366","1,384,567,503 ",Asia,168,"11,290",13
10,3,Brazil,"5,545,705","+10,100","160,104 ",+202,"4,980,942","+8,044","404,659","8,318","26,028",751,"21,900,000","102,783","213,069,306 ",South America,38,"1,331",10
11,4,Russia,"1,636,781","+18,665","28,235 ",+245,"1,225,673","+10,259","382,873","2,300","11,214",193,"61,029,746","418,139","145,955,748 ",Europe,89,"5,169",2
12,5,France,"1,413,915","+46,290","37,019 ",+231,"118,227",+569,"1,258,669","3,578","21,645",567,"16,303,968","249,592","65,322,540 ",Europe,46,"1,765",4
13,6,Spain,"1,264,517",,"35,878 ",,N/A,N/A,N/A,"2,482","27,042",767,"16,690,076","356,923","46,760,938 ",Europe,37,"1,303",3
14,7,Argentina,"1,173,533","+6,609","31,140 ",+138,"985,316","+11,377","157,077","5,119","25,886",687,"3,022,449","66,669","45,335,371 ",South America,39,"1,456",15
15,8,Colombia,"1,083,321","+9,137","31,515 ",+201,"977,804","+8,574","74,002","2,376","21,215",617,"5,095,049","99,776","51,065,104 ",South America,47,"1,620",10
16,9,UK,"1,034,914","+23,254","46,717 ",+162,N/A,N/A,N/A,978,"15,218",687,"33,470,217","492,161","68,006,623 ",Europe,66,"1,456",2
17,10,Mexico,"924,962","+6,151","91,753 ",+464,"677,659","+4,202","155,550","2,838","7,149",709,"2,403,499","18,576","129,387,958 ",North America,140,"1,410",54
18,11,Peru,"904,911","+2,408","34,529 ",+53,"827,613","+2,416","42,769","1,041","27,318","1,042","4,537,540","136,980","33,125,526 ",South America,37,959,7
19,12,South Africa,"726,823","+1,371","19,411 ",+135,"655,330","+1,148","52,082",546,"12,203",326,"4,842,516","81,306","59,559,300 ",Africa,82,"3,068",12
20,13,Italy,"709,335","+29,907","38,826 ",+208,"292,380","+2,954","378,129","1,939","11,738",642,"15,967,918","264,232","60,431,518 ",Europe,85,"1,556",4
21,14,Iran,"620,491","+7,719","35,298 ",+434,"486,691","+4,761","98,502","5,244","7,356",418,"4,965,326","58,864","84,353,165 ",Asia,136,"2,390",17
22,15,Germany,"544,346","+12,556","10,622 ",+39,"355,900","+10,200","177,824","2,061","6,490",127,"21,882,967","260,900","83,874,775 ",Europe,154,"7,896",4
23,16,Chile,"511,864","+1,608","14,247 ",+40,"488,166","+1,524","9,451",743,"26,699",743,"4,349,913","226,895","19,171,475 ",South America,37,"1,346",4
24,17,Iraq,"475,288","+2,658","10,966 ",+56,"402,782","+3,127","61,540",465,"11,729",271,"2,877,217","71,005","40,521,095 ",Asia,85,"3,695",14
25,18,Belgium,"429,229","+16,915","11,625 ",+173,"25,569",+652,"392,035","1,160","36,981","1,002","4,965,586","427,821","11,606,701 ",Europe,27,998,2
26,19,Indonesia,"412,784","+2,696","13,943 ",+74,"341,942","+4,141","56,899",,"1,504",51,"4,540,947","16,543","274,495,470 ",Asia,665,"19,687",60
27,20,Bangladesh,"409,252","+1,568","5,941 ",+18,"325,940","+1,795","77,371",,"2,477",36,"2,348,811","14,214","165,241,118 ",Asia,404,"27,814",70
28,21,Ukraine,"395,440","+7,959","7,306 ",+110,"161,441","+2,513","226,693",177,"9,061",167,"3,312,549","75,900","43,643,732 ",Europe,110,"5,974",13
29,22,Philippines,"383,113","+2,396","7,238 ",+17,"348,760","+17,727","27,115","1,483","3,481",66,"4,815,349","43,748","110,069,447 ",Asia,287,"15,207",23
30,23,Poland,"379,902","+17,171","5,783 ",+152,"146,595","+6,315","227,524","1,371","10,042",153,"4,763,377","125,907","37,832,486 ",Europe,100,"6,542",8
31,24,Turkey,"377,473","+2,106","10,326 ",+74,"325,486","+1,515","41,661","2,177","4,460",122,"14,125,157","166,877","84,643,935 ",Asia,224,"8,197",6
32,25,Netherlands,"359,861","+8,683","7,434 ",+39,N/A,N/A,N/A,607,"20,986",434,"3,327,701","194,061","17,147,742 ",Europe,48,"2,307",5
33,26,Saudi Arabia,"347,656",+374,"5,420 ",+18,"334,236",+394,"8,000",771,"9,934",155,"8,097,534","231,392","34,994,884 ",Asia,101,"6,457",4
34,27,Czechia,"341,644","+6,542","3,429 ",+178,"157,418","+14,059","180,797","1,156","31,882",320,"2,323,966","216,874","10,715,728 ",Europe,31,"3,125",5
35,28,Pakistan,"333,970",+977,"6,823 ",+17,"314,555",+489,"12,592",648,"1,502",31,"4,458,890","20,056","222,317,083 ",Asia,666,"32,583",50
36,29,Israel,"314,943",+521,"2,554 ",+15,"302,709","+1,468","9,680",394,"34,242",278,"4,614,569","501,715","9,197,590 ",Asia,29,"3,601",2
37,30,Romania,"246,663","+5,324","7,067 ",+99,"175,975","+3,462","63,621",910,"12,851",368,"3,264,304","170,072","19,193,685 ",Europe,78,"2,716",6
38,31,Canada,"236,841","+2,330","10,179 ",+43,"197,646","+1,770","29,016",228,"6,257",269,"9,753,158","257,655","37,853,597 ",North America,160,"3,719",4
39,32,Morocco,"222,544","+3,460","3,762 ",+67,"184,313","+3,038","34,469",840,"6,005",102,"3,347,872","90,343","37,057,325 ",Africa,167,"9,850",11
40,33,Nepal,"173,567","+2,824",960 ,+23,"134,842","+3,620","37,765",,"5,922",33,"1,456,366","49,686","29,311,217 ",Asia,169,"30,533",20
41,34,Ecuador,"169,194","+1,002","12,684 ",+14,"149,048","+7,289","7,462",342,"9,541",715,"548,790","30,948","17,732,544 ",South America,105,"1,398",32
42,35,Switzerland,"154,251",,"2,326 ",+28,"65,200",,"86,725",243,"17,779",268,"1,933,386","222,844","8,675,975 ",Europe,56,"3,730",4
43,36,Portugal,"144,341","+3,062","2,544 ",+37,"81,771","+1,491","60,026",284,"14,170",250,"3,361,537","329,997","10,186,557 ",Europe,71,"4,004",3
44,37,Bolivia,"141,757",+126,"8,725 ",+10,"111,503",+325,"21,529",71,"12,089",744,"333,282","28,422","11,726,315 ",South America,83,"1,344",35
45,38,Panama,"134,336",+738,"2,706 ",+6,"111,634","+1,082","19,996",107,"30,971",624,"676,295","155,920","4,337,439 ",North America,32,"1,603",6
46,39,UAE,"133,907","+1,278",496 ,+1,"130,508","+1,606","2,903",,"13,484",50,"13,296,706","1,338,979","9,930,478 ",Asia,74,"20,021",1
47,40,Qatar,"132,720",+164,232 ,,"129,784",+201,"2,704",36,"47,268",83,"979,011","348,675","2,807,805 ",Asia,21,"12,103",3
48,41,Dominican Republic,"127,332",+314,"2,249 ",+4,"105,289",+427,"19,794",174,"11,698",207,"598,728","55,007","10,884,487 ",North America,85,"4,840",18
49,42,Kuwait,"126,534",+608,782 ,+3,"117,558",+696,"8,194",109,"29,484",182,"921,278","214,666","4,291,679 ",Asia,34,"5,488",5
50,43,Sweden,"124,355",,"5,938 ",,N/A,N/A,N/A,59,"12,287",587,"2,242,469","221,576","10,120,539 ",Europe,81,"1,704",5
51,44,Oman,"115,734","+1,300","1,246 ",+38,"105,700","+2,640","8,788",175,"22,475",242,"376,700","73,154","5,149,417 ",Asia,44,"4,133",14
52,45,Kazakhstan,"112,418",+465,"1,825 ",,"106,400",+90,"4,193",221,"5,963",97,"3,309,626","175,558","18,852,041 ",Asia,168,"10,330",6
53,46,Costa Rica,"109,971",,"1,385 ",,"66,719",,"41,867",186,"21,522",271,"308,063","60,289","5,109,776 ",North America,46,"3,689",17
54,47,Austria,"109,881","+4,956","1,130 ",+21,"69,336","+2,110","39,415",291,"12,177",125,"2,232,735","247,428","9,023,769 ",Europe,82,"7,986",4
55,48,Guatemala,"108,104",+165,"3,738 ",+9,"97,756",+467,"6,610",5,"5,997",207,"435,382","24,153","18,025,788 ",North America,167,"4,822",41
56,49,Egypt,"107,736",+181,"6,278 ",+12,"99,555",+103,"1,903",41,"1,046",61,"135,000","1,311","102,976,017 ",Africa,956,"16,403",763
57,50,Japan,"101,146",+754,"1,766 ",+11,"92,960",+485,"6,420",160,801,14,"2,721,305","21,539","126,344,230 ",Asia,"1,249","71,543",46
58,51,Belarus,"99,459",+977,985 ,+5,"87,188",+525,"11,286",,"10,527",104,"2,522,817","267,014","9,448,265 ",Europe,95,"9,592",4
59,52,Honduras,"97,404",+516,"2,672 ",+3,"40,379",+250,"54,353",23,"9,782",268,"229,147","23,013","9,957,178 ",North America,102,"3,726",43
60,53,Ethiopia,"96,583",+414,"1,478 ",+9,"53,452",+935,"41,653",336,833,13,"1,487,270","12,832","115,902,683 ",Africa,"1,200","78,419",78
61,54,Venezuela,"92,325",+312,801 ,+3,"87,156",+383,"4,368",117,"3,250",28,"2,127,032","74,873","28,408,431 ",South America,308,"35,466",13
62,55,Armenia,"92,254","+2,441","1,363 ",+22,"55,827",+510,"35,064",,"31,113",460,"407,980","137,593","2,965,124 ",Asia,32,"2,175",7
63,56,Lebanon,"82,617","+1,389",643 ,+6,"42,904","+1,280","39,070",270,"12,123",94,"1,236,497","181,438","6,814,990 ",Asia,82,"10,599",6
64,57,Bahrain,"81,923",+278,321 ,,"78,997",+278,"2,605",24,"47,607",187,"1,759,316","1,022,378","1,720,808 ",Asia,21,"5,361",1
65,58,Hungary,"79,199","+3,878","1,819 ",+69,"20,078","+1,046","57,302",306,"8,205",188,"1,083,743","112,282","9,651,979 ",Europe,122,"5,306",9
66,59,Moldova,"76,582",+542,"1,800 ",+15,"56,312",+530,"18,470",790,"18,999",447,"375,308","93,111","4,030,764 ",Europe,53,"2,239",11
67,60,Jordan,"75,866","+3,259",866 ,+37,"7,740",+140,"67,260",279,"7,411",85,"1,879,955","183,640","10,237,196 ",Asia,135,"11,821",5
68,61,Uzbekistan,"67,101",+169,570 ,+4,"64,354",+119,"2,177",266,"1,995",17,"1,377,915","40,971","33,631,374 ",Asia,501,"59,002",24
69,62,Paraguay,"63,731",+546,"1,418 ",+14,"43,403",+503,"18,910",118,"8,899",198,"367,224","51,275","7,161,913 ",South America,112,"5,051",20
70,63,Nigeria,"62,964",+111,"1,146 ",+2,"58,790",+115,"3,028",7,303,6,"627,600","3,020","207,824,451 ",Africa,"3,301","181,348",331
71,64,Libya,"62,045",+950,871 ,+14,"35,853",+823,"25,321",,"8,989",126,"320,901","46,490","6,902,567 ",Africa,111,"7,925",22
72,65,Ireland,"62,002",+546,"1,915 ",+2,"23,364",,"36,723",44,"12,510",386,"1,634,578","329,798","4,956,305 ",Europe,80,"2,588",3
73,66,Tunisia,"61,115","+1,302","1,348 ",+31,"5,032",,"54,735",233,"5,153",114,"354,753","29,911","11,860,178 ",Africa,194,"8,798",33
74,67,Slovakia,"59,946","+2,282",219 ,,"12,798",+181,"46,929",205,"10,978",40,"791,767","144,998","5,460,541 ",Europe,91,"24,934",7
75,68,Kyrgyzstan,"58,878",,"1,144 ",,"49,983",,"7,751",24,"8,975",174,"417,790","63,687","6,560,088 ",Asia,111,"5,734",16
76,69,Algeria,"58,272",+330,"1,973 ",+9,"40,395",+194,"15,904",29,"1,321",45,,,"44,114,548 ",Africa,757,"22,359",
77,70,Singapore,"58,019",+4,28 ,,"57,924",+11,67,,"9,891",5,"3,680,000","627,360","5,865,854 ",Asia,101,"209,495",2
78,71,Azerbaijan,"56,444","+1,175",740 ,+10,"44,157",+614,"11,547",,"5,550",73,"1,363,539","134,075","10,169,945 ",Asia,180,"13,743",7
79,72,Kenya,"55,877",+685,"1,013 ",+17,"37,194","+1,318","17,670",36,"1,032",19,"699,520","12,915","54,163,357 ",Africa,969,"53,468",77
80,73,Bulgaria,"54,069","+1,225","1,298 ",+19,"20,530",+485,"32,241",169,"7,802",187,"727,416","104,959","6,930,492 ",Europe,128,"5,339",10
81,74,Palestine,"54,060",+540,489 ,+6,"46,773",+464,"6,798",,"10,516",95,"526,294","102,380","5,140,603 ",Asia,95,"10,512",10
82,75,Myanmar,"53,405",+699,"1,258 ",+21,"34,189","+1,415","17,958",,979,23,"696,267","12,768","54,532,951 ",Asia,"1,021","43,349",78
83,76,Bosnia and Herzegovina,"51,505","+1,415","1,248 ",+14,"28,194",+111,"22,063",,"15,732",381,"318,213","97,199","3,273,825 ",Europe,64,"2,623",10
84,77,Croatia,"51,495","+2,179",562 ,+16,"35,039","+2,221","15,894",81,"12,570",137,"502,048","122,553","4,096,591 ",Europe,80,"7,289",8
85,78,Serbia,"48,403","+1,449",826 ,+6,"31,536",,"16,041",52,"5,547",95,"1,345,170","154,168","8,725,338 ",Europe,180,"10,563",6
86,79,Ghana,"48,124",+69,320 ,,"47,215",+46,589,11,"1,538",10,"532,197","17,010","31,287,973 ",Africa,650,"97,775",59
87,80,Denmark,"47,299",+948,723 ,+2,"34,959",+436,"11,617",19,"8,156",125,"5,326,244","918,458","5,799,115 ",Europe,123,"8,021",1
