,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","6,175,532","+57,735","235,472",+934,"3,313,981","+53,456","2,626,079","24,747",,,,,,North America,"
",,
1,,"
South America
","4,792,199","+42,739","160,994","+1,318","3,302,466","+56,733","1,328,739","14,722",,,,,,South America,"
",,
2,,"
Asia
","5,120,861","+81,348","111,006","+1,391","3,877,972","+67,132","1,131,883","18,691",,,,,,Asia,"
",,
3,,"
Europe
","3,064,246","+17,784","206,398",+329,"1,836,765","+12,193","1,021,083","5,182",,,,,,Europe,"
",,
4,,"
Africa
","1,060,710","+8,526","23,638",+314,"747,400","+10,762","289,672","1,161",,,,,,Africa,"
",,
5,,"
Oceania
","23,309",+323,340,+19,"13,557",+9,"9,412",51,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"20,237,578","+208,455","737,863","+4,305","13,092,792","+200,285","6,406,923","64,558","2,596",94.7,,,,All,"
",,
8,1,USA,"5,250,456","+48,810","166,160 ",+537,"2,708,314","+43,613","2,375,982","17,602","15,852",502,"66,150,731","199,719","331,219,304 ",North America,63,"1,993",5
9,2,Brazil,"3,057,470","+21,888","101,857 ",+721,"2,163,812","+45,352","791,801","8,318","14,373",479,"13,231,548","62,200","212,727,180 ",South America,70,"2,088",16
10,3,India,"2,267,153","+53,016","45,353 ",+887,"1,581,640","+47,362","640,160","8,944","1,641",33,"24,583,558","17,795","1,381,493,158 ",Asia,609,"30,461",56
11,4,Russia,"892,654","+5,118","15,001 ",+70,"696,681","+3,259","180,972","2,300","6,117",103,"30,800,000","211,043","145,941,605 ",Europe,163,"9,729",5
12,5,South Africa,"563,598","+3,739","10,621 ",+213,"417,200","+5,726","135,777",539,"9,490",179,"3,267,494","55,018","59,389,738 ",Africa,105,"5,592",18
13,6,Mexico,"480,278","+4,376","52,298 ",+292,"322,465","+3,827","105,515","3,708","3,721",405,"1,091,695","8,457","129,080,955 ",North America,269,"2,468",118
14,7,Peru,"478,024",,"21,072 ",,"324,020",,"132,932","1,488","14,476",638,"2,573,691","77,940","33,021,340 ",South America,69,"1,567",13
15,8,Colombia,"397,623","+10,142","13,154 ",+312,"221,485","+8,797","162,984","1,493","7,805",258,"1,942,730","38,136","50,942,186 ",South America,128,"3,873",26
16,9,Chile,"375,044","+1,988","10,139 ",+62,"347,342","+1,516","17,563","1,276","19,601",530,"1,867,367","97,593","19,134,305 ",South America,51,"1,887",10
17,10,Spain,"370,060","+2,873","28,576 ",+73,N/A,N/A,N/A,617,"7,915",611,"7,472,031","159,806","46,756,846 ",Europe,126,"1,636",6
18,11,Iran,"328,844","+2,132","18,616 ",+189,"286,642","+2,271","23,586","3,992","3,910",221,"2,711,817","32,242","84,109,372 ",Asia,256,"4,518",31
19,12,UK,"311,641",+816,"46,526 ",+21,N/A,N/A,N/A,67,"4,588",685,"18,605,095","273,903","67,925,918 ",Europe,218,"1,460",4
20,13,Saudi Arabia,"289,947","+1,257","3,199 ",+32,"253,478","+1,439","33,270","1,824","8,315",92,"3,872,599","111,052","34,871,848 ",Asia,120,"10,901",9
21,14,Pakistan,"284,660",+539,"6,097 ",+15,"260,764",+516,"17,799",776,"1,286",28,"2,147,584","9,703","221,342,804 ",Asia,778,"36,304",103
22,15,Bangladesh,"260,507","+2,907","3,438 ",+39,"150,437","+2,067","106,632",,"1,580",21,"1,273,168","7,722","164,869,319 ",Asia,633,"47,955",129
23,16,Argentina,"253,868","+7,369","4,764 ",+158,"108,242",,"140,862","1,569","5,611",105,"856,055","18,922","45,241,412 ",South America,178,"9,497",53
24,17,Italy,"250,825",+259,"35,209 ",+4,"202,248",+150,"13,368",46,"4,149",582,"7,276,276","120,365","60,451,600 ",Europe,241,"1,717",8
25,18,Turkey,"241,997","+1,193","5,858 ",+14,"224,970","+1,211","11,169",603,"2,866",69,"5,326,035","63,076","84,438,244 ",Asia,349,"14,414",16
26,19,Germany,"218,500","+1,219","9,265 ",+5,"197,900",+500,"11,335",236,"2,607",111,"8,586,648","102,449","83,814,180 ",Europe,384,"9,046",10
27,20,France,"202,775",+785,"30,340 ",+14,"82,836",,"89,599",383,"3,106",465,"4,279,588","65,547","65,289,880 ",Europe,322,"2,152",15
28,21,Iraq,"153,599","+3,484","5,464 ",+72,"109,790","+2,015","38,345",544,"3,810",136,"1,165,049","28,898","40,315,913 ",Asia,262,"7,378",35
29,22,Philippines,"136,638","+6,958","2,294 ",+24,"68,159",+629,"66,185",239,"1,245",21,"1,793,079","16,340","109,738,661 ",Asia,803,"47,837",61
30,23,Indonesia,"127,083","+1,687","5,765 ",+42,"82,236","+1,284","39,082",,464,21,"1,731,634","6,324","273,839,956 ",Asia,"2,155","47,500",158
31,24,Canada,"120,132",+681,"8,987 ",+6,"106,355","+2,627","4,790","2,282","3,180",238,"4,505,218","119,253","37,778,634 ",North America,314,"4,204",8
32,25,Qatar,"113,262",+315,188 ,+4,"109,993",+284,"3,081",75,"40,338",67,"524,466","186,789","2,807,805 ",Asia,25,"14,935",5
33,26,Kazakhstan,"99,442",+741,"1,058 ",,"72,523",+250,"25,861",221,"5,289",56,"2,183,308","116,126","18,801,121 ",Asia,189,"17,770",9
34,27,Egypt,"95,666",+174,"5,035 ",+26,"53,779","+1,101","36,852",41,933,49,"135,000","1,317","102,537,651 ",Africa,"1,072","20,365",760
35,28,Ecuador,"94,701",+242,"5,932 ",+10,"78,608",+56,"10,161",369,"5,359",336,"267,795","15,154","17,671,754 ",South America,187,"2,979",66
36,29,Bolivia,"89,999",+944,"3,640 ",+53,"29,808",+904,"56,551",71,"7,699",311,"190,924","16,332","11,690,199 ",South America,130,"3,212",61
37,30,Israel,"84,722","+1,720",613 ,+13,"58,998","+1,465","25,111",388,"9,211",67,"1,872,453","203,581","9,197,590 ",Asia,109,"15,004",5
38,31,Sweden,"82,972",,"5,766 ",+5,N/A,N/A,N/A,34,"8,210",571,"863,315","85,424","10,106,283 ",Europe,122,"1,753",12
39,32,Ukraine,"81,957","+1,008","1,922 ",+25,"44,359",+387,"35,676",127,"1,875",44,"1,179,434","26,987","43,703,002 ",Europe,533,"22,738",37
40,33,Oman,"81,787",+207,521 ,+8,"76,124","+1,433","5,142",172,"15,974",102,"309,212","60,395","5,119,870 ",Asia,63,"9,827",17
41,34,Dominican Republic,"80,499",+767,"1,328 ",+19,"44,910","+1,166","34,261",309,"7,413",122,"297,492","27,394","10,859,836 ",North America,135,"8,178",37
42,35,Panama,"75,394",+902,"1,664 ",+25,"49,510",+762,"24,220",157,"17,444",385,"252,381","58,394","4,322,025 ",North America,57,"2,597",17
43,36,Belgium,"74,152",+751,"9,872 ",+2,"17,780",+14,"46,500",69,"6,395",851,"1,859,218","160,343","11,595,289 ",Europe,156,"1,175",6
44,37,Kuwait,"72,400",+687,482 ,+4,"64,028",+509,"7,890",117,"16,926",113,"535,803","125,265","4,277,349 ",Asia,59,"8,874",8
45,38,Belarus,"68,947",+97,589 ,+2,"64,991",+56,"3,367",,"7,297",62,"1,376,189","145,644","9,448,967 ",Europe,137,"16,042",7
46,39,UAE,"62,704",+179,357 ,,"56,766",+198,"5,581",,"6,332",36,"5,500,701","555,436","9,903,385 ",Asia,158,"27,741",2
47,40,Romania,"62,547",+779,"2,729 ",+29,"30,311",+192,"29,507",476,"3,254",142,"1,385,334","72,068","19,222,629 ",Europe,307,"7,044",14
48,41,Netherlands,"59,194",+630,"6,157 ",,N/A,N/A,N/A,40,"3,454",359,"1,079,860","63,005","17,139,169 ",Europe,290,"2,784",16
49,42,Guatemala,"56,987",+382,"2,222 ",+11,"45,589",+991,"9,176",5,"3,175",124,"181,801","10,128","17,950,526 ",North America,315,"8,079",99
50,43,Singapore,"55,292",+188,27 ,,"49,609",+694,"5,656",,"9,443",5,"1,474,372","251,796","5,855,434 ",Asia,106,"216,868",4
51,44,Portugal,"52,825",+157,"1,759 ",+3,"38,600",+89,"12,466",29,"5,182",173,"1,753,524","172,028","10,193,270 ",Europe,193,"5,795",6
52,45,Poland,"52,410",+619,"1,809 ",+2,"36,877",+186,"13,724",71,"1,385",48,"2,234,383","59,045","37,841,850 ",Europe,722,"20,919",17
53,46,Japan,"47,990","+1,207","1,047 ",+7,"33,058",+746,"13,885",162,380,8,"1,016,197","8,038","126,431,646 ",Asia,"2,635","120,756",124
54,47,Honduras,"47,454",+481,"1,495 ",+19,"6,597",+169,"39,362",45,"4,783",151,"116,246","11,717","9,921,427 ",North America,209,"6,636",85
55,48,Nigeria,"46,867",+290,950 ,+5,"33,346",+160,"12,571",7,227,5,"317,496","1,536","206,662,307 ",Africa,"4,410","217,539",651
56,49,Bahrain,"44,397",+386,163 ,+1,"41,209",+242,"3,025",38,"26,004",95,"912,111","534,236","1,707,319 ",Asia,38,"10,474",2
57,50,Ghana,"41,212",+209,215 ,,"38,727",+397,"2,270",6,"1,323",7,"415,671","13,348","31,140,586 ",Africa,756,"144,840",75
58,51,Armenia,"40,433",+23,796 ,+5,"32,616",+96,"7,021",,"13,642",269,"176,354","59,501","2,963,872 ",Asia,73,"3,723",17
59,52,Kyrgyzstan,"40,085",+166,"1,474 ",+6,"32,126",+304,"6,485",24,"6,133",226,"267,718","40,963","6,535,656 ",Asia,163,"4,434",24
60,53,Afghanistan,"37,162",+108,"1,328 ",+4,"26,228",+98,"9,606",31,952,34,"92,710","2,376","39,019,051 ",Asia,"1,050","29,382",421
61,54,Switzerland,"36,708",+105,"1,987 ",+1,"32,400",+100,"2,321",21,"4,238",229,"842,509","97,269","8,661,643 ",Europe,236,"4,359",10
62,55,Algeria,"35,712",+498,"1,312 ",+10,"24,920",+414,"9,480",57,813,30,,,"43,934,744 ",Africa,"1,230","33,487",
63,56,Morocco,"34,063",+826,516 ,+18,"24,524","+1,177","9,023",31,922,14,"1,449,968","39,233","36,958,139 ",Africa,"1,085","71,624",25
64,57,Azerbaijan,"33,647",+79,492 ,+2,"30,642",+278,"2,513",,"3,315",48,"790,141","77,852","10,149,241 ",Asia,302,"20,629",13
65,58,Uzbekistan,"31,304",+695,200 ,+6,"22,992",+950,"8,112",386,934,6,"1,377,915","41,106","33,521,330 ",Asia,"1,071","167,607",24
66,59,Serbia,"28,262",+163,646 ,+5,"18,965","+4,918","8,651",107,"3,236",74,"754,143","86,353","8,733,282 ",Europe,309,"13,519",12
67,60,Moldova,"27,841",+181,850 ,+5,"19,300",,"7,691",362,"6,904",211,"128,076","31,758","4,032,881 ",Europe,145,"4,745",31
68,61,Kenya,"26,928",+492,423 ,+3,"13,495",+534,"13,010",44,500,8,"358,330","6,649","53,894,135 ",Africa,"2,001","127,409",150
69,62,Ireland,"26,768",+56,"1,772 ",,"23,364",,"1,632",7,"5,414",358,"670,771","135,679","4,943,803 ",Europe,185,"2,790",7
70,63,Venezuela,"25,805",,223 ,,"13,356",,"12,226",66,908,8,"1,586,205","55,800","28,426,623 ",South America,"1,102","127,474",18
71,64,Costa Rica,"23,872",+586,244 ,+9,"7,823",+93,"15,805",84,"4,681",48,"105,915","20,771","5,099,238 ",North America,214,"20,899",48
