,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","6,902,742","+7,122","258,721",+655,"3,861,557","+4,262","2,782,464","21,337",,,,,,North America,"
",,
1,,"
South America
","5,715,819",+992,"187,757",+76,"4,256,087","+1,746","1,271,975","14,901",,,,,,South America,"
",,
2,,"
Asia
","6,217,111","+2,264","128,911",+3,"4,887,943","+2,345","1,200,257","19,012",,,,,,Asia,"
",,
3,,"
Europe
","3,335,304",+574,"205,115",+3,"1,978,821",+39,"1,151,368","5,204",,,,,,Europe,"
",,
4,,"
Africa
","1,183,182",,"27,649",,"902,777",,"252,756","1,207",,,,,,Africa,"
",,
5,,"
Oceania
","27,195",+212,529,+17,"20,688",+3,"5,978",50,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"23,382,074","+11,164","808,697",+754,"15,908,524","+8,395","6,664,853","61,715","3,000",103.7,,,,All,"
",,
8,1,USA,"5,841,428",,"180,174 ",,"3,148,080",,"2,513,174","16,739","17,633",544,"75,475,175","227,827","331,282,824 ",North America,57,"1,839",4
9,2,Brazil,"3,582,698",,"114,277 ",,"2,709,638",,"758,783","8,318","16,838",537,"14,144,344","66,475","212,776,644 ",South America,59,"1,862",15
10,3,India,"3,044,940","+1,504","56,846 ",,"2,280,566",+666,"707,528","8,944","2,203",41,"35,292,220","25,538","1,381,937,641 ",Asia,454,"24,310",39
11,4,Russia,"951,897",,"16,310 ",,"767,477",,"168,110","2,300","6,522",112,"33,814,105","231,693","145,943,650 ",Europe,153,"8,948",4
12,5,South Africa,"607,045",,"12,987 ",,"504,127",,"89,931",539,"10,217",219,"3,535,067","59,499","59,414,253 ",Africa,98,"4,575",17
13,6,Peru,"585,236",,"27,453 ",,"391,144",,"166,639","1,506","17,715",831,"2,950,589","89,313","33,036,403 ",South America,56,"1,203",11
14,7,Mexico,"556,216","+6,482","60,254 ",+644,"380,492","+4,083","115,470","3,450","4,308",467,"1,253,432","9,707","129,125,341 ",North America,232,"2,143",103
15,8,Colombia,"533,103",,"16,968 ",,"359,792",,"156,343","1,493","10,461",333,"2,450,441","48,086","50,959,957 ",South America,96,"3,003",21
