,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
49,Singapore,2108,,7.0,,492.0,1609,29.0,360.0,1.0,72680.0,12423.0
50,Greece,2011,,92.0,,269.0,1650,77.0,193.0,9.0,35532.0,3409.0
51,South Africa,2003,,24.0,,410.0,1569,7.0,34.0,0.4,73028.0,1231.0
52,Argentina,1975,,83.0,+1,440.0,1452,96.0,44.0,2.0,16379.0,362.0
53,Egypt,1794,,135.0,,384.0,1275,,18.0,1.0,25000.0,244.0
54,Algeria,1761,,256.0,,405.0,1100,46.0,40.0,6.0,3359.0,77.0
55,Iceland,1689,+14,7.0,,841.0,841,11.0,4950.0,21.0,34635.0,101497.0
56,Croatia,1534,+39,21.0,,323.0,1190,32.0,374.0,5.0,15691.0,3822.0
57,Morocco,1527,+79,110.0,+3,141.0,1276,1.0,41.0,3.0,7734.0,210.0
58,Moldova,1438,,29.0,,75.0,1334,80.0,356.0,7.0,6271.0,1555.0
59,New Zealand,1312,+29,4.0,+2,422.0,886,5.0,272.0,0.8,58746.0,12182.0
60,Hungary,1310,+120,85.0,+8,115.0,1110,17.0,136.0,9.0,31961.0,3308.0
61,Estonia,1304,+46,24.0,,93.0,1187,11.0,983.0,18.0,29456.0,22205.0
62,Iraq,1279,,70.0,,550.0,659,,32.0,2.0,32158.0,800.0
63,Slovenia,1188,+28,50.0,+5,148.0,990,37.0,571.0,24.0,34279.0,16489.0
64,Kuwait,1154,+161,1.0,,133.0,1020,27.0,270.0,0.2,,
65,Lithuania,1026,+27,23.0,+1,54.0,949,14.0,377.0,8.0,38472.0,14132.0
66,Bahrain,1016,+91,6.0,,551.0,459,3.0,597.0,4.0,60425.0,35511.0
67,Hong Kong,1001,+11,4.0,,336.0,661,14.0,134.0,0.5,96709.0,12900.0
68,Azerbaijan,991,,10.0,,159.0,822,27.0,98.0,1.0,61342.0,6050.0
69,Armenia,967,+30,13.0,+1,173.0,781,30.0,326.0,4.0,6484.0,2188.0
70,Bosnia and Herzegovina,935,+34,37.0,+1,139.0,759,4.0,285.0,11.0,6911.0,2106.0
71,Kazakhstan,859,+47,10.0,,81.0,768,21.0,46.0,0.5,61955.0,3300.0
72,Cameroon,820,,12.0,,98.0,710,,31.0,0.5,,
73,North Macedonia,760,+49,34.0,+2,41.0,685,15.0,365.0,16.0,7653.0,3673.0
74,Uzbekistan,729,+105,3.0,,42.0,684,8.0,22.0,0.09,70000.0,2091.0
75,Slovakia,728,+13,2.0,,23.0,703,5.0,133.0,0.4,25846.0,4734.0
76,Diamond Princess,712,,11.0,,619.0,82,10.0,,,,
77,Tunisia,671,,25.0,,43.0,603,85.0,57.0,2.0,10087.0,853.0
78,Bulgaria,648,+13,26.0,+1,62.0,560,32.0,93.0,4.0,18502.0,2663.0
79,Latvia,630,+18,3.0,,16.0,611,2.0,334.0,2.0,27796.0,14737.0
80,Lebanon,619,+10,20.0,,76.0,523,28.0,91.0,3.0,14055.0,2059.0
81,Andorra,601,,26.0,,71.0,504,17.0,7778.0,337.0,1673.0,21653.0
82,Cyprus,595,,10.0,,58.0,527,11.0,493.0,8.0,16308.0,13507.0
83,Cuba,564,,15.0,,51.0,498,11.0,50.0,1.0,12023.0,1061.0
84,Costa Rica,558,,3.0,,42.0,513,13.0,110.0,0.6,6298.0,1236.0
85,Afghanistan,555,+34,18.0,+3,32.0,505,,14.0,0.5,,
86,Oman,546,+62,3.0,,109.0,434,3.0,107.0,0.6,,
87,Uruguay,494,+21,7.0,,214.0,273,15.0,142.0,2.0,7496.0,2158.0
88,Bangladesh,482,+58,30.0,+3,36.0,416,1.0,3.0,0.2,8313.0,50.0
89,Ivory Coast,480,,3.0,,54.0,423,,18.0,0.1,,
90,Burkina Faso,448,,26.0,,149.0,273,,21.0,1.0,,
91,Niger,438,,11.0,,41.0,386,,18.0,0.5,4298.0,178.0
92,Albania,433,+17,23.0,,197.0,213,7.0,150.0,8.0,3644.0,1266.0
93,Ghana,408,+30,8.0,+2,4.0,396,2.0,13.0,0.3,37405.0,1204.0
94,Channel Islands,398,,9.0,,40.0,349,,2289.0,52.0,3320.0,19095.0
95,Honduras,392,+10,24.0,+1,7.0,361,10.0,40.0,2.0,1600.0,162.0
96,Taiwan,385,+3,6.0,,99.0,280,,16.0,0.3,45436.0,1908.0
97,Réunion,382,,,,40.0,342,3.0,427.0,,,
98,Jordan,372,,7.0,,170.0,195,5.0,36.0,0.7,17000.0,1666.0
99,Malta,370,+20,3.0,+1,16.0,351,4.0,838.0,7.0,16016.0,36273.0
100,San Marino,356,+12,35.0,+1,53.0,268,14.0,10492.0,1032.0,846.0,24933.0
101,Kyrgyzstan,339,+41,5.0,,44.0,290,5.0,52.0,0.8,9618.0,1474.0
102,Mauritius,318,,9.0,,23.0,286,3.0,250.0,7.0,6730.0,5292.0
103,Nigeria,305,,7.0,,58.0,240,2.0,1.0,0.03,5000.0,24.0
104,Senegal,278,+13,2.0,,152.0,124,1.0,17.0,0.1,,
105,Bolivia,275,+7,20.0,+1,2.0,253,3.0,24.0,2.0,591.0,51.0
106,Palestine,268,+1,2.0,,46.0,220,,53.0,0.4,16992.0,3331.0
107,Montenegro,262,+5,2.0,,5.0,255,7.0,417.0,3.0,2329.0,3708.0
108,Vietnam,258,+1,,,144.0,114,8.0,3.0,,118807.0,1221.0
109,Georgia,234,,3.0,,56.0,175,6.0,59.0,0.8,3271.0,820.0
110,DRC,223,,20.0,,16.0,187,,2.0,0.2,,
111,Guinea,212,,,,15.0,197,,16.0,,,
112,Isle of Man,204,+3,1.0,,112.0,91,11.0,2399.0,12.0,1934.0,22744.0
113,Sri Lanka,198,+8,7.0,,54.0,137,5.0,9.0,0.3,3248.0,152.0
114,Kenya,191,+2,7.0,,24.0,160,2.0,4.0,0.1,6192.0,115.0
115,Mayotte,191,,2.0,,50.0,139,4.0,700.0,7.0,1300.0,4765.0
116,Djibouti,187,+37,2.0,+1,36.0,149,,189.0,2.0,4017.0,4066.0
117,Faeroe Islands,184,,,,145.0,39,,3766.0,,5408.0,110677.0
118,Venezuela,175,,9.0,,84.0,82,6.0,6.0,0.3,159597.0,5613.0
119,Martinique,155,,6.0,,50.0,99,19.0,413.0,16.0,,
120,Guadeloupe,143,,8.0,,67.0,68,13.0,357.0,20.0,,
121,Guatemala,137,+11,3.0,,19.0,115,3.0,8.0,0.2,1134.0,63.0
122,Brunei,136,,1.0,,104.0,31,2.0,311.0,2.0,9637.0,22028.0
123,Paraguay,133,+4,6.0,,18.0,109,1.0,19.0,0.8,2262.0,317.0
124,Gibraltar,127,,,,69.0,58,1.0,3770.0,,1543.0,45799.0
125,Cambodia,120,+1,,,75.0,45,1.0,7.0,,5768.0,345.0
126,El Salvador,118,+1,6.0,,19.0,93,4.0,18.0,0.9,,
127,Rwanda,118,,,,18.0,100,,9.0,,806.0,62.0
128,Trinidad and Tobago,109,,8.0,,3.0,98,,78.0,6.0,1090.0,779.0
129,Madagascar,102,+9,,,11.0,91,1.0,4.0,,,
130,Monaco,90,,1.0,,5.0,84,4.0,2293.0,25.0,,
131,Mali,87,,7.0,,22.0,58,,4.0,0.3,,
132,Aruba,86,,,,27.0,59,,805.0,,1058.0,9910.0
133,French Guiana,83,,,,43.0,40,1.0,278.0,,,
134,Liechtenstein,79,,1.0,,55.0,23,,2072.0,26.0,900.0,23605.0
135,Togo,76,,3.0,,25.0,48,,9.0,0.4,2069.0,250.0
136,Ethiopia,69,+4,3.0,,10.0,56,,0.6,0.03,3577.0,31.0
137,Barbados,67,,4.0,,11.0,52,4.0,233.0,14.0,736.0,2561.0
138,Jamaica,65,+2,4.0,,13.0,48,,22.0,1.0,907.0,306.0
139,Congo,60,,5.0,,5.0,50,,11.0,0.9,,
140,Uganda,53,,,,3.0,50,,1.0,,3310.0,72.0
141,French Polynesia,51,,,,,51,,182.0,,744.0,2649.0
142,Sint Maarten,50,,8.0,,3.0,39,2.0,1166.0,187.0,134.0,3125.0
143,Bermuda,48,,4.0,,25.0,19,2.0,771.0,64.0,354.0,5684.0
144,Cayman Islands,45,,1.0,,6.0,38,,685.0,15.0,479.0,7288.0
145,Macao,45,,,,10.0,35,1.0,69.0,,,
146,Gabon,44,,1.0,,1.0,42,,20.0,0.4,,
147,Bahamas,42,,8.0,,5.0,29,1.0,107.0,20.0,,
148,Guyana,40,+3,6.0,,8.0,26,3.0,51.0,8.0,175.0,222.0
149,Zambia,40,,2.0,,28.0,10,1.0,2.0,0.1,1239.0,67.0
150,Guinea-Bissau,38,+2,,,,38,,19.0,,1500.0,762.0
151,Liberia,37,,5.0,,3.0,29,,7.0,1.0,,
152,Benin,35,,1.0,,5.0,29,,3.0,0.08,,
153,Eritrea,34,,,,,34,,10.0,,,
154,Tanzania,32,,3.0,,5.0,24,,0.5,0.05,,
155,Saint Martin,32,,2.0,,11.0,19,5.0,828.0,52.0,,
156,Haiti,31,,2.0,,,29,,3.0,0.2,365.0,32.0
157,Myanmar,28,+1,3.0,,2.0,23,,0.5,0.06,1406.0,26.0
158,Libya,24,,1.0,,8.0,15,,3.0,0.1,492.0,72.0
159,Antigua and Barbuda,21,,2.0,,,19,1.0,214.0,20.0,40.0,408.0
160,Somalia,21,,1.0,,1.0,19,,1.0,0.06,,
161,Mozambique,20,,,,2.0,18,,0.6,,483.0,15.0
162,Angola,19,,2.0,,2.0,15,,0.6,0.06,,
163,Sudan,19,+2,2.0,,2.0,15,,0.4,0.05,,
164,Syria,19,,2.0,,4.0,13,,1.0,0.1,,
165,Maldives,19,,,,13.0,6,,35.0,,,
166,Equatorial Guinea,18,,,,3.0,15,,13.0,,854.0,609.0
167,Laos,18,+2,,,,18,,2.0,,1094.0,150.0
168,New Caledonia,18,,,,1.0,17,,63.0,,2608.0,9135.0
169,Dominica,16,,,,5.0,11,,222.0,,309.0,4293.0
170,Fiji,16,,,,,16,,18.0,,,
171,Mongolia,16,,,,4.0,12,,5.0,,,
172,Namibia,16,,,,3.0,13,,6.0,,362.0,142.0
173,Saint Lucia,15,,,,1.0,14,,82.0,,,
174,Curaçao,14,,1.0,,7.0,6,,85.0,6.0,,
175,Grenada,14,,,,,14,2.0,124.0,,92.0,818.0
176,Zimbabwe,13,,3.0,,,10,,0.9,0.2,438.0,29.0
177,Botswana,13,,1.0,,,12,,6.0,0.4,1154.0,491.0
178,Malawi,12,+3,2.0,+1,,10,1.0,0.6,0.1,231.0,12.0
179,Saint Kitts and Nevis,12,,,,,12,,226.0,,205.0,3853.0
180,St. Vincent Grenadines,12,,,,1.0,11,,108.0,,56.0,505.0
181,Eswatini,12,,,,7.0,5,,10.0,,,
182,Chad,11,,,,2.0,9,,0.7,,,
183,Greenland,11,,,,11.0,0,,194.0,,770.0,13564.0
184,Seychelles,11,,,,,11,,112.0,,,
185,Belize,10,,2.0,,,8,1.0,25.0,5.0,364.0,915.0
186,Suriname,10,,1.0,,4.0,5,,17.0,2.0,,
187,MS Zaandam,9,,2.0,,,7,,,,,
188,Nepal,9,,,,1.0,8,,0.3,,3524.0,121.0
189,Montserrat,9,,,,,9,1.0,1803.0,,36.0,7212.0
190,Cabo Verde,8,+1,1.0,,1.0,6,,14.0,2.0,,
191,Nicaragua,8,+1,1.0,,,7,,1.0,0.2,,
192,Turks and Caicos,8,,1.0,,,7,,207.0,26.0,61.0,1576.0
193,CAR,8,,,,,8,,2.0,,,
194,Vatican City,8,,,,2.0,6,,9988.0,,,
195,Sierra Leone,8,,,,,8,,1.0,,,
196,Mauritania,7,,1.0,,2.0,4,,2.0,0.2,380.0,82.0
197,St. Barth,6,,,,1.0,5,,607.0,,,
198,Bhutan,5,,,,2.0,3,,6.0,,1166.0,1511.0
199,Falkland Islands,5,,,,1.0,4,,1437.0,,137.0,39368.0
200,Gambia,4,,1.0,,2.0,1,,2.0,0.4,,
201,Sao Tome and Principe,4,,,,,4,,18.0,,19.0,87.0
202,South Sudan,4,,,,,4,,0.4,,,
203,Western Sahara,4,,,,,4,,7.0,,,
204,Anguilla,3,,,,,3,,200.0,,,
205,British Virgin Islands,3,,,,2.0,1,,99.0,,,
206,Burundi,3,,,,,3,,0.3,,,
207,Caribbean Netherlands,2,,,,,2,,76.0,,10.0,381.0
208,Papua New Guinea,2,,,,,2,,0.2,,72.0,8.0
209,Timor-Leste,2,,,,1.0,1,,2.0,,,
210,Saint Pierre Miquelon,1,,,,,1,,173.0,,,
211,Yemen,1,,,,,1,,0.03,,,
212,China,81953,+46,3339.0,+3,77525.0,1089,141.0,57.0,2.0,,
213,Total:,1722839,"+24,004",104775.0,"+2,091",389292.0,1228772,49950.0,221.0,13.4,,
