,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,229,176","+5,160","133,972",+692,"898,723","+3,345","1,196,481","19,520",,,,,,North America,"
",,
1,,"
South America
","1,072,792",+484,"47,463",+12,"520,953","+13,513","504,376","11,756",,,,,,South America,"
",,
2,,"
Europe
","2,071,881","+9,760","178,181",+222,"1,065,786","+9,978","827,914","7,321",,,,,,Europe,"
",,
3,,"
Asia
","1,299,928","+7,805","33,799",+124,"786,865","+2,676","479,264","14,574",,,,,,Asia,"
",,
4,,"
Africa
","179,337",,"4,942",,"80,324",,"94,071",443,,,,,,Africa,"
",,
5,,"
Oceania
","8,865",+4,124,,"8,275",+7,466,2,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"6,862,700","+23,213","398,496","+1,050","3,361,577","+29,519","3,102,627","53,620",880,51.1,,,,All,"
",,
8,1,USA,"1,965,912",+204,"111,394 ",+4,"738,729",+83,"1,115,789","17,121","5,942",337,"20,270,325","61,264","330,869,944 ",North America,168,"2,970",16
9,2,Brazil,"646,006",,"35,047 ",,"302,084","+13,432","308,875","8,318","3,041",165,"999,836","4,706","212,455,128 ",South America,329,"6,062",212
10,3,Russia,"458,689","+8,855","5,725 ",+197,"221,388","+8,708","231,576","2,300","3,143",39,"12,388,968","84,896","145,930,359 ",Europe,318,"25,490",12
11,4,Spain,"288,058",,"27,134 ",,N/A,N/A,N/A,617,"6,161",580,"4,063,843","86,920","46,753,591 ",Europe,162,"1,723",12
12,5,UK,"283,311",,"40,261 ",,N/A,N/A,N/A,604,"4,175",593,"5,214,277","76,837","67,861,743 ",Europe,240,"1,686",13
13,6,India,"236,954",+770,"6,649 ",,"114,073",+840,"116,232","8,944",172,5,"4,524,317","3,281","1,379,048,498 ",Asia,"5,820","207,407",305
14,7,Italy,"234,531",,"33,774 ",,"163,781",,"36,976",316,"3,879",559,"4,114,572","68,046","60,467,569 ",Europe,258,"1,790",15
15,8,Peru,"187,400",,"5,162 ",,"79,214",,"103,024","1,041","5,689",157,"1,154,468","35,049","32,938,493 ",South America,176,"6,381",29
16,9,Germany,"185,414",,"8,763 ",,"168,900",+400,"7,751",595,"2,213",105,"4,348,880","51,917","83,765,996 ",Europe,452,"9,559",19
17,10,Turkey,"168,340",,"4,648 ",,"133,400",,"30,292",592,"1,998",55,"2,267,412","26,905","84,274,682 ",Asia,501,"18,131",37
18,11,Iran,"167,156",,"8,134 ",,"129,741",,"29,281","2,573","1,992",97,"1,040,289","12,397","83,915,513 ",Asia,502,"10,317",81
19,12,France,"153,055",,"29,111 ",,"70,504",,"53,440","1,094","2,345",446,"1,384,633","21,216","65,263,909 ",Europe,426,"2,242",47
20,13,Chile,"122,499",,"1,448 ",,"95,631",,"25,420","1,521","6,412",76,"668,556","34,994","19,104,748 ",South America,156,"13,194",29
21,14,Mexico,"110,026","+4,346","13,170 ",+625,"78,590","+3,142","18,266",378,854,102,"324,897","2,522","128,836,832 ",North America,"1,171","9,783",397
22,15,Saudi Arabia,"95,748",,642 ,,"70,616",,"24,490","1,321","2,753",18,"908,972","26,139","34,774,012 ",Asia,363,"54,165",38
23,16,Canada,"94,335",,"7,703 ",,"52,568",,"34,064","1,738","2,501",204,"1,830,498","48,530","37,719,025 ",North America,400,"4,897",21
