,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","10,917,577","+7,258","348,279",+521,"7,268,801","+5,349","3,300,497","20,600",,,,,,North America,"
",,
1,,"
Asia
","13,436,598","+30,821","239,363",+679,"11,899,210","+23,649","1,298,025","21,189",,,,,,Asia,"
",,
2,,"
South America
","9,523,740",+197,"291,443",+22,"8,506,533",+534,"725,764","18,211",,,,,,South America,"
",,
3,,"
Europe
","9,207,425","+102,189","258,662","+1,160","3,644,867","+39,934","5,303,896","19,310",,,,,,Europe,"
",,
4,,"
Africa
","1,759,589",+11,"42,219",+1,"1,436,557",+95,"280,813","2,230",,,,,,Africa,"
",,
5,,"
Oceania
","37,437",+19,970,,"32,541",+13,"3,926",25,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"44,883,087","+140,495","1,180,951","+2,383","32,789,168","+69,574","10,912,968","81,569","5,758",151.5,,,,All,"
",,
8,1,USA,"9,121,800","+1,049","233,137 ",+7,"5,934,052",+840,"2,954,611","16,866","27,505",703,"140,198,472","422,746","331,637,477 ",North America,36,"1,423",2
9,2,India,"8,041,051","+2,286","120,583 ",+20,"7,315,989","+1,038","604,479","8,944","5,808",87,"106,563,440","76,973","1,384,419,342 ",Asia,172,"11,481",13
10,3,Brazil,"5,469,755",,"158,468 ",,"4,934,548",,"376,739","8,318","25,673",744,"21,900,000","102,791","213,052,818 ",South America,39,"1,344",10
11,4,Russia,"1,581,693","+17,717","27,301 ",+366,"1,186,041","+14,740","368,351","2,300","10,837",187,"59,284,119","406,181","145,955,066 ",Europe,92,"5,346",2
12,5,France,"1,235,132",,"35,785 ",,"113,977",,"1,085,370","3,045","18,909",548,"15,315,055","234,458","65,320,966 ",Europe,53,"1,825",4
13,6,Spain,"1,194,681",,"35,466 ",,N/A,N/A,N/A,"2,368","25,549",758,"16,690,076","356,925","46,760,741 ",Europe,39,"1,318",3
14,7,Argentina,"1,130,533",,"30,071 ",,"931,147",,"169,315","5,037","24,940",663,"2,915,776","64,322","45,330,843 ",South America,40,"1,507",16
15,8,Colombia,"1,041,935",,"30,753 ",,"941,874",,"69,308","2,365","20,406",602,"4,887,294","95,718","51,059,180 ",South America,49,"1,660",10
16,9,UK,"942,275",,"45,675 ",,N/A,N/A,N/A,902,"13,856",672,"32,745,923","481,538","68,002,734 ",Europe,72,"1,489",2
17,10,Mexico,"906,863","+5,595","90,309 ",+495,"663,639","+4,166","152,915","2,838","7,010",698,"2,344,805","18,124","129,373,163 ",North America,143,"1,433",55
18,11,Peru,"894,928",,"34,315 ",,"816,688",,"43,925","1,060","27,020","1,036","4,449,985","134,357","33,120,505 ",South America,37,965,7
19,12,South Africa,"719,714",,"19,111 ",,"648,654",,"51,949",546,"12,086",321,"4,752,596","79,807","59,551,129 ",Africa,83,"3,116",13
20,13,Iran,"596,941","+8,293","34,113 ",+399,"472,598","+4,681","90,230","5,055","7,078",404,"4,857,392","57,592","84,341,416 ",Asia,141,"2,472",17
21,14,Italy,"589,766",,"37,905 ",,"275,404",,"276,457","1,536","9,759",627,"15,152,038","250,727","60,432,485 ",Europe,102,"1,594",4
22,15,Chile,"505,530",,"14,032 ",,"482,906",,"8,592",745,"26,371",732,"4,199,217","219,055","19,169,683 ",South America,38,"1,366",5
23,16,Germany,"482,355","+2,734","10,371 ",+12,"339,200","+6,300","132,784","1,569","5,751",124,"21,882,967","260,910","83,871,855 ",Europe,174,"8,087",4
24,17,Iraq,"463,951",,"10,770 ",,"391,010",,"62,171",420,"11,452",266,"2,814,495","69,474","40,511,207 ",Asia,87,"3,761",14
25,18,Bangladesh,"404,760","+1,681","5,886 ",+25,"321,281","+1,548","77,593",,"2,450",36,"2,310,589","13,985","165,223,200 ",Asia,408,"28,071",72
26,19,Indonesia,"404,048","+3,565","13,701 ",+89,"329,778","+3,985","60,569",,"1,472",50,"4,463,884","16,264","274,463,879 ",Asia,679,"20,032",61
27,20,Philippines,"376,935","+1,761","7,147 ",+33,"329,848",+740,"39,940","1,483","3,425",65,"4,719,864","42,887","110,053,505 ",Asia,292,"15,399",23
28,21,Ukraine,"370,417","+7,342","6,868 ",+113,"151,632","+2,990","211,917",177,"8,487",157,"3,025,148","69,310","43,646,588 ",Europe,118,"6,355",14
29,22,Turkey,"368,513",,"10,027 ",,"319,181",,"39,305","1,836","4,354",118,"13,606,764","160,772","84,634,022 ",Asia,230,"8,441",6
30,23,Belgium,"368,337","+21,048","11,170 ",+132,"23,969",+465,"333,198",993,"31,736",962,"4,745,723","408,897","11,606,151 ",Europe,32,"1,039",2
31,24,Saudi Arabia,"346,047",,"5,348 ",,"332,550",,"8,149",769,"9,890",153,"7,889,114","225,474","34,988,954 ",Asia,101,"6,542",4
32,25,Pakistan,"331,108",+908,"6,775 ",+16,"312,638",+824,"11,695",624,"1,490",30,"4,376,604","19,690","222,270,130 ",Asia,671,"32,807",51
33,26,Netherlands,"319,991",,"7,202 ",,N/A,N/A,N/A,563,"18,661",420,"3,327,701","194,065","17,147,328 ",Europe,54,"2,381",5
34,27,Poland,"319,205","+20,156","5,149 ",+301,"129,267","+5,763","184,789","1,203","8,437",136,"4,575,570","120,941","37,832,937 ",Europe,119,"7,348",8
35,28,Israel,"312,787",+237,"2,494 ",,"298,376",+333,"11,917",464,"34,007",271,"4,546,335","494,296","9,197,590 ",Asia,29,"3,688",2
36,29,Czechia,"297,013",,"2,675 ",,"119,373",,"174,965",962,"27,718",250,"2,164,370","201,985","10,715,511 ",Europe,36,"4,006",5
37,30,Romania,"229,040","+6,481","6,764 ",+83,"163,852","+3,997","58,424",868,"11,932",352,"3,169,978","165,145","19,195,080 ",Europe,84,"2,838",6
38,31,Canada,"225,586",,"10,032 ",,"188,867",,"26,687",232,"5,960",265,"9,753,158","257,679","37,849,984 ",North America,168,"3,773",4
39,32,Morocco,"207,718",,"3,506 ",,"171,591",,"32,621",781,"5,606",95,"3,262,844","88,060","37,052,545 ",Africa,178,"10,568",11
40,33,Ecuador,"164,908",,"12,608 ",,"141,759",,"10,541",353,"9,301",711,"536,849","30,280","17,729,614 ",South America,108,"1,406",33
41,34,Nepal,"164,718","+2,364",904 ,+17,"124,862","+3,038","38,952",,"5,621",31,"1,419,064","48,423","29,305,482 ",Asia,178,"32,418",21
42,35,Switzerland,"145,044","+9,386","2,179 ",+12,"65,100",,"77,765",202,"16,719",251,"1,895,175","218,457","8,675,284 ",Europe,60,"3,981",5
43,36,Bolivia,"141,321",+197,"8,694 ",+22,"110,303",+534,"22,324",71,"12,053",742,"330,975","28,229","11,724,575 ",South America,83,"1,349",35
44,37,Qatar,"131,939",,230 ,,"128,884",,"2,825",38,"46,990",82,"960,075","341,931","2,807,805 ",Asia,21,"12,208",3
45,38,Panama,"131,247",,"2,663 ",,"107,391",,"21,193",119,"30,264",614,"646,325","149,036","4,336,696 ",North America,33,"1,629",7
46,39,UAE,"130,336","+1,312",488 ,+3,"126,147","+1,500","3,701",,"13,127",49,"12,896,833","1,298,883","9,929,172 ",Asia,76,"20,347",1
47,40,Portugal,"128,392",,"2,395 ",,"74,001",,"51,996",262,"12,604",235,"3,290,290","322,993","10,186,880 ",Europe,79,"4,253",3
48,41,Dominican Republic,"125,570",,"2,232 ",,"103,412",,"19,926",181,"11,538",205,"578,567","53,161","10,883,299 ",North America,87,"4,876",19
49,42,Kuwait,"124,666",+760,767 ,+4,"115,475",+552,"8,424",104,"29,053",179,"905,133","210,938","4,290,988 ",Asia,34,"5,595",5
50,43,Sweden,"117,913",,"5,927 ",,N/A,N/A,N/A,56,"11,652",586,"2,074,744","205,017","10,119,852 ",Europe,86,"1,707",5
51,44,Oman,"114,434",,"1,208 ",,"103,060",,"10,166",185,"22,229",235,"376,700","73,174","5,147,993 ",Asia,45,"4,262",14
52,45,Kazakhstan,"111,100",+268,"1,825 ",,"106,059",+176,"3,216",221,"5,894",97,"3,309,626","175,581","18,849,587 ",Asia,170,"10,329",6
53,46,Egypt,"107,030",,"6,234 ",,"99,174",,"1,622",41,"1,040",61,"135,000","1,311","102,954,891 ",Africa,962,"16,515",763
54,47,Costa Rica,"106,553",,"1,340 ",,"64,996",,"40,217",188,"20,855",262,"305,146","59,724","5,109,269 ",North America,48,"3,813",17
55,48,Guatemala,"106,320",,"3,682 ",,"95,752",,"6,886",5,"5,899",204,"421,237","23,373","18,022,161 ",North America,170,"4,895",43
56,49,Japan,"98,116",,"1,730 ",,"90,807",,"5,579",166,777,14,"2,633,603","20,844","126,348,443 ",Asia,"1,288","73,034",48
57,50,Belarus,"96,529",+984,973 ,+4,"85,332",+642,"10,224",,"10,217",103,"2,444,162","258,688","9,448,299 ",Europe,98,"9,710",4
58,51,Honduras,"95,199",+576,"2,652 ",+13,"39,126",+293,"53,421",25,"9,562",266,"225,439","22,645","9,955,455 ",North America,105,"3,754",44
59,52,Ethiopia,"94,820",,"1,451 ",,"49,886",,"43,483",315,818,13,"1,461,344","12,612","115,871,467 ",Africa,"1,222","79,856",79
60,53,Austria,"93,949","+4,453","1,056 ",+29,"63,366","+1,682","29,527",248,"10,412",117,"2,153,066","238,614","9,023,209 ",Europe,96,"8,545",4
61,54,Venezuela,"90,876",,784 ,,"85,402",,"4,690",117,"3,199",28,"2,103,473","74,042","28,409,307 ",South America,313,"36,236",14
62,55,Armenia,"85,034","+2,383","1,272 ",+29,"53,257",+749,"30,505",,"28,679",429,"392,660","132,429","2,965,063 ",Asia,35,"2,331",8
63,56,Bahrain,"81,022",,317 ,,"77,697",,"3,008",20,"47,101",184,"1,721,676","1,000,882","1,720,158 ",Asia,21,"5,426",1
64,57,Lebanon,"75,845",,602 ,,"37,787",,"37,456",245,"11,129",88,"1,185,777","173,987","6,815,322 ",Asia,90,"11,321",6
65,58,Moldova,"73,321",,"1,729 ",,"53,816",,"17,776",803,"18,190",429,"363,396","90,153","4,030,866 ",Europe,55,"2,331",11
66,59,Hungary,"68,127","+2,194","1,634 ",+56,"17,469",+371,"49,024",255,"7,058",169,"1,032,942","107,016","9,652,245 ",Europe,142,"5,907",9
67,60,Uzbekistan,"66,313",+172,560 ,+2,"63,446",+123,"2,307",252,"1,972",17,"1,377,915","40,978","33,626,071 ",Asia,507,"60,047",24
68,61,Nigeria,"62,371",,"1,139 ",,"58,095",,"3,137",7,300,5,"614,480","2,958","207,768,444 ",Africa,"3,331","182,413",338
69,62,Jordan,"61,942",,700 ,,"7,508",,"53,734",55,"6,051",68,"1,783,338","174,221","10,236,090 ",Asia,165,"14,623",6
