,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","10,948,045","+37,387","348,691",+933,"7,280,796","+16,885","3,318,558","20,597",,,,,,North America,"
",,
1,,"
Asia
","13,479,748","+73,971","239,894","+1,210","11,939,762","+64,201","1,300,092","21,314",,,,,,Asia,"
",,
2,,"
South America
","9,530,345","+6,802","291,672",+251,"8,507,549","+1,550","731,124","18,214",,,,,,South America,"
",,
3,,"
Europe
","9,302,107","+193,619","259,552","+2,052","3,653,641","+48,708","5,388,914","19,721",,,,,,Europe,"
",,
4,,"
Africa
","1,766,691","+6,980","42,302",+84,"1,441,535","+5,073","282,854","2,238",,,,,,Africa,"
",,
5,,"
Oceania
","37,437",+19,970,,"32,541",+13,"3,926",25,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"45,065,094","+318,778","1,183,096","+4,530","32,856,483","+136,430","11,025,515","82,113","5,781",151.8,,,,All,"
",,
8,1,USA,"9,148,856","+28,105","233,486 ",+356,"5,942,776","+9,564","2,972,594","16,870","27,587",704,"140,453,250","423,514","331,637,477 ",North America,36,"1,420",2
9,2,India,"8,071,189","+32,424","120,910 ",+347,"7,348,753","+33,802","601,526","8,944","5,830",87,"106,563,440","76,973","1,384,419,342 ",Asia,172,"11,450",13
10,3,Brazil,"5,474,840","+5,085","158,611 ",+143,"4,934,548",,"381,681","8,318","25,697",744,"21,900,000","102,791","213,052,818 ",South America,39,"1,343",10
11,4,Russia,"1,581,693","+17,717","27,301 ",+366,"1,186,041","+14,740","368,351","2,300","10,837",187,"59,284,119","406,181","145,955,066 ",Europe,92,"5,346",2
12,5,France,"1,235,132",,"35,785 ",,"113,977",,"1,085,370","3,045","18,909",548,"15,315,055","234,458","65,320,966 ",Europe,53,"1,825",4
13,6,Spain,"1,194,681",,"35,466 ",,N/A,N/A,N/A,"2,368","25,549",758,"16,690,076","356,925","46,760,741 ",Europe,39,"1,318",3
14,7,Argentina,"1,130,533",,"30,071 ",,"931,147",,"169,315","5,037","24,940",663,"2,915,776","64,322","45,330,843 ",South America,40,"1,507",16
15,8,Colombia,"1,041,935",,"30,753 ",,"941,874",,"69,308","2,365","20,406",602,"4,887,294","95,718","51,059,180 ",South America,49,"1,660",10
16,9,UK,"965,340","+23,065","45,955 ",+280,N/A,N/A,N/A,957,"14,196",676,"33,089,838","486,596","68,002,734 ",Europe,70,"1,480",2
17,10,Mexico,"906,863","+5,595","90,309 ",+495,"663,639","+4,166","152,915","2,838","7,010",698,"2,344,805","18,124","129,373,163 ",North America,143,"1,433",55
18,11,Peru,"894,928",,"34,315 ",,"816,688",,"43,925","1,060","27,020","1,036","4,449,985","134,357","33,120,505 ",South America,37,965,7
19,12,South Africa,"719,714",,"19,111 ",,"648,654",,"51,949",546,"12,086",321,"4,752,596","79,807","59,551,129 ",Africa,83,"3,116",13
20,13,Italy,"616,595","+26,831","38,122 ",+217,"279,282","+3,878","299,191","1,651","10,203",631,"15,353,490","254,060","60,432,485 ",Europe,98,"1,585",4
21,14,Iran,"596,941","+8,293","34,113 ",+399,"472,598","+4,681","90,230","5,055","7,078",404,"4,857,392","57,592","84,341,416 ",Asia,141,"2,472",17
