,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","2,262,365","+8,498","135,175",+404,"916,915","+3,546","1,210,275","19,440",,,,,,North America,"
",,
1,,"
South America
","1,118,396","+4,646","48,897",+140,"526,787",+927,"542,712","11,779",,,,,,South America,"
",,
2,,"
Europe
","2,092,999","+13,505","178,860",+277,"1,081,306","+7,709","832,833","7,192",,,,,,Europe,"
",,
3,,"
Asia
","1,356,879","+30,450","34,907",+540,"818,130","+14,989","503,842","14,863",,,,,,Asia,"
",,
4,,"
Africa
","186,950",+954,"5,102",+20,"83,769",+337,"98,079",469,,,,,,Africa,"
",,
5,,"
Oceania
","8,870",+5,124,,"8,288",+13,458,3,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,651,,55,4,,,,,,,"
",,
7,,World,"7,027,180","+58,058","403,080","+1,381","3,435,846","+27,521","3,188,254","53,750",902,51.7,,,,All,"
",,
8,1,USA,"1,992,453","+3,909","112,141 ",+45,"752,049",+354,"1,128,263","17,016","6,022",339,"20,901,094","63,169","330,875,237 ",North America,166,"2,951",16
9,2,Brazil,"677,553","+3,966","36,062 ",+105,"302,084",,"339,407","8,318","3,189",170,"999,836","4,706","212,459,250 ",South America,314,"5,891",212
10,3,Russia,"467,673","+8,984","5,859 ",+134,"226,731","+5,343","235,083","2,300","3,205",40,"12,721,549","87,175","145,930,530 ",Europe,312,"24,907",11
11,4,Spain,"288,390",,"27,135 ",,N/A,N/A,N/A,617,"6,168",580,"4,063,843","86,920","46,753,640 ",Europe,162,"1,723",12
12,5,UK,"286,194","+1,326","40,542 ",+77,N/A,N/A,N/A,604,"4,217",597,"5,581,073","82,241","67,862,715 ",Europe,237,"1,674",12
13,6,India,"254,242","+7,620","7,117 ",+171,"122,738","+4,043","124,387","8,944",184,5,"4,666,386","3,384","1,379,085,538 ",Asia,"5,424","193,773",296
14,7,Italy,"234,801",,"33,846 ",,"165,078",,"35,877",293,"3,883",560,"4,187,057","69,245","60,467,327 ",Europe,258,"1,787",14
15,8,Peru,"191,758",,"5,301 ",,"82,731",,"103,726","1,062","5,821",161,"1,173,003","35,611","32,939,749 ",South America,172,"6,214",28
16,9,Germany,"185,732",+36,"8,770 ",+1,"169,100",+200,"7,862",568,"2,217",105,"4,348,880","51,917","83,766,726 ",Europe,451,"9,552",19
17,10,Iran,"171,789","+2,364","8,281 ",+72,"134,349","+2,311","29,159","2,596","2,047",99,"1,084,857","12,928","83,918,450 ",Asia,488,"10,134",77
18,11,Turkey,"169,218",,"4,669 ",,"135,322",,"29,227",591,"2,008",55,"2,303,258","27,330","84,277,161 ",Asia,498,"18,050",37
19,12,France,"153,634",,"29,142 ",,"70,806",,"53,686","1,059","2,354",447,"1,384,633","21,216","65,264,303 ",Europe,425,"2,240",47
20,13,Chile,"127,745",,"1,541 ",,"95,631",,"30,573","1,524","6,686",81,"687,510","35,985","19,105,196 ",South America,150,"12,398",28
21,14,Mexico,"113,619","+3,593","13,511 ",+341,"81,544","+2,954","18,564",378,882,105,"332,326","2,579","128,840,531 ",North America,"1,134","9,536",388
22,15,Saudi Arabia,"101,914","+3,045",712 ,+36,"72,817","+1,026","28,385","1,564","2,931",20,"958,237","27,555","34,775,495 ",Asia,341,"48,842",36
23,16,Pakistan,"98,943","+4,960","2,002 ",+67,"33,465",+884,"63,476",111,449,9,"683,608","3,099","220,579,815 ",Asia,"2,229","110,180",323
24,17,Canada,"95,057",,"7,773 ",,"53,614",,"33,670","1,738","2,520",206,"1,868,277","49,530","37,719,929 ",North America,397,"4,853",20
