,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","11,403,921","+84,925","354,082",+642,"7,533,512","+58,298","3,516,327","20,995",,,,,,North America,"
",,
1,,"
Asia
","13,849,258","+82,137","245,850","+1,477","12,348,544","+91,749","1,254,864","22,158",,,,,,Asia,"
",,
2,,"
South America
","9,731,797","+22,340","295,972",+443,"8,685,245","+13,377","750,580","18,252",,,,,,South America,"
",,
3,,"
Europe
","10,445,915","+244,712","270,019","+2,274","3,900,195","+60,549","6,275,701","22,504",,,,,,Europe,"
",,
4,,"
Africa
","1,813,750","+7,930","43,461",+217,"1,481,340","+8,582","288,949","2,341",,,,,,Africa,"
",,
5,,"
Oceania
","38,879","+1,401",979,+9,"32,694",+20,"5,206",25,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"47,284,241","+443,445","1,210,378","+5,062","33,982,189","+232,575","12,091,674","86,279","6,066",155.3,,,,All,"
",,
8,1,USA,"9,554,594","+76,031","236,922 ",+447,"6,152,714","+49,090","3,164,958","17,309","28,808",714,"146,304,376","441,122","331,663,944 ",North America,35,"1,400",2
9,2,India,"8,266,914","+37,592","123,139 ",+497,"7,601,429","+58,524","542,346","8,944","5,971",89,"110,743,103","79,982","1,384,604,543 ",Asia,167,"11,244",13
10,3,Brazil,"5,554,206","+8,501","160,253 ",+149,"4,980,942",,"413,011","8,318","26,067",752,"21,900,000","102,781","213,073,428 ",South America,38,"1,330",10
11,4,Russia,"1,655,038","+18,257","28,473 ",+238,"1,236,033","+10,360","390,532","2,300","11,339",195,"61,541,970","421,648","145,955,918 ",Europe,88,"5,126",2
12,5,France,"1,466,433","+52,518","37,435 ",+416,"119,104",+877,"1,309,894","3,730","22,449",573,"16,540,372","253,209","65,322,933 ",Europe,45,"1,745",4
13,6,Spain,"1,313,087","+18,340","36,257 ",+127,N/A,N/A,N/A,"2,650","28,081",775,"18,072,174","386,480","46,760,988 ",Europe,36,"1,290",3
14,7,Argentina,"1,173,533",,"31,140 ",,"985,316",,"157,077","5,119","25,885",687,"3,022,449","66,667","45,336,503 ",South America,39,"1,456",15
