,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,"
North America
","10,505,636","+29,410","342,226",+708,"6,994,104","+14,131","3,169,306","20,013",,,,,,North America,"
",,
1,,"
Asia
","13,031,009","+49,459","232,691",+998,"11,444,193","+42,714","1,354,125","21,077",,,,,,Asia,"
",,
2,,"
South America
","9,275,715","+1,798","286,119",+72,"8,226,973","+5,916","762,623","17,826",,,,,,South America,"
",,
3,,"
Europe
","8,127,813","+139,300","248,814","+1,318","3,423,167","+36,308","4,455,832","15,750",,,,,,Europe,"
",,
4,,"
Africa
","1,710,831","+3,776","41,050",+65,"1,399,137",+965,"270,644","2,069",,,,,,Africa,"
",,
5,,"
Oceania
","35,878",+26,959,,"31,245",+15,"3,674",17,,,,,,Australia/Oceania,"
",,
6,,"

",721,,15,,659,,47,4,,,,,,,"
",,
7,,World,"42,687,603","+223,769","1,151,874","+3,161","31,519,478","+100,049","10,016,251","76,756","5,476",147.8,,,,All,"
",,
8,1,USA,"8,765,721","+18,768","229,505 ",+221,"5,704,352","+6,191","2,831,864","16,315","26,434",692,"131,207,499","395,667","331,611,010 ",North America,38,"1,445",3
9,2,India,"7,829,226","+15,558","118,236 ",+244,"7,030,903","+17,334","680,087","8,944","5,656",85,"101,382,564","73,241","1,384,234,140 ",Asia,177,"11,707",14
10,3,Brazil,"5,355,650",,"156,528 ",,"4,797,872",,"401,250","8,318","25,140",735,"21,900,000","102,801","213,032,208 ",South America,40,"1,361",10
11,4,Russia,"1,497,167","+16,521","25,821 ",+296,"1,130,818","+11,567","340,528","2,300","10,258",177,"56,794,639","389,126","145,954,214 ",Europe,97,"5,653",3
12,5,Spain,"1,110,372",,"34,752 ",,N/A,N/A,N/A,"2,031","23,746",743,"15,503,165","331,544","46,760,495 ",Europe,42,"1,346",3
13,6,Argentina,"1,069,368",,"28,338 ",,"866,695",,"174,335","4,696","23,593",625,"2,777,087","61,270","45,325,182 ",South America,42,"1,599",16
14,7,France,"1,041,075",,"34,508 ",,"109,486",,"897,081","2,441","15,938",528,"14,406,499","220,556","65,318,998 ",Europe,63,"1,893",5
15,8,Colombia,"998,942",,"29,802 ",,"901,652",,"67,488","2,291","19,567",584,"4,668,341","91,443","51,051,776 ",South America,51,"1,713",11
16,9,Peru,"883,116",,"34,033 ",,"800,480",,"48,603","1,080","26,669","1,028","4,343,547","131,169","33,114,228 ",South America,37,973,8
17,10,Mexico,"880,775","+6,604","88,312 ",+418,"641,075","+4,684","151,388","2,781","6,809",683,"2,269,833","17,547","129,354,669 ",North America,147,"1,465",57
18,11,UK,"854,010","+23,012","44,745 ",+174,N/A,N/A,N/A,743,"12,559",658,"31,157,988","458,220","67,997,872 ",Europe,80,"1,520",2
19,12,South Africa,"712,412",,"18,891 ",,"643,523",,"49,998",546,"11,965",317,"4,657,116","78,217","59,540,914 ",Africa,84,"3,152",13
20,13,Iran,"562,705","+5,814","32,320 ",+335,"450,891","+4,206","79,494","4,952","6,673",383,"4,689,118","55,607","84,326,729 ",Asia,150,"2,609",18
21,14,Italy,"504,509","+19,644","37,210 ",+151,"264,117","+2,309","203,182","1,128","8,348",616,"14,492,122","239,802","60,433,695 ",Europe,120,"1,624",4
22,15,Chile,"500,542","+1,631","13,892 ",+48,"476,576","+5,233","10,074",729,"26,114",725,"4,081,078","212,917","19,167,444 ",South America,38,"1,380",5
23,16,Iraq,"449,153","+3,204","10,568 ",+55,"378,209","+3,021","60,376",433,"11,091",261,"2,739,678","67,648","40,498,846 ",Asia,90,"3,832",15
24,17,Germany,"422,506","+5,156","10,095 ",+5,"314,100","+3,800","98,311","1,121","5,038",120,"20,380,376","243,005","83,868,205 ",Europe,199,"8,308",4
25,18,Bangladesh,"397,507","+1,094","5,780 ",+19,"313,563","+1,498","78,164",,"2,406",35,"2,246,486","13,599","165,200,803 ",Asia,416,"28,581",74
26,19,Indonesia,"385,980","+4,070","13,205 ",+128,"309,219","+4,119","63,556",,"1,407",48,"4,293,347","15,645","274,424,390 ",Asia,711,"20,782",64
27,20,Philippines,"367,819","+2,057","6,934 ",+19,"313,112",+442,"47,773","1,562","3,343",63,"4,550,712","41,357","110,033,578 ",Asia,299,"15,869",24
28,21,Turkey,"357,693",,"9,658 ",,"311,520",,"36,515","1,648","4,227",114,"12,992,246","153,533","84,621,631 ",Asia,237,"8,762",7
29,22,Saudi Arabia,"344,552",+395,"5,281 ",+17,"330,995",+417,"8,276",788,"9,850",151,"7,670,348","219,268","34,981,543 ",Asia,102,"6,624",5
30,23,Ukraine,"337,410","+7,014","6,289 ",+125,"139,755","+2,177","191,366",177,"7,730",144,"2,950,463","67,593","43,650,159 ",Europe,129,"6,941",15
