,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,3138396,"+1,888",217985.0,172.0,955824.0,1964587,56965.0,403.0,28.0,,
1,USA,1035765,,59266.0,,142238.0,834261,15298.0,3129.0,179.0,5919847.0,17885.0
2,Spain,232128,,23822.0,,123903.0,84403,7764.0,4965.0,510.0,1345560.0,28779.0
3,Italy,201505,,27359.0,,68941.0,105205,1863.0,3333.0,453.0,1846934.0,30547.0
4,France,165911,,23660.0,,46886.0,95365,4387.0,2542.0,362.0,463662.0,7103.0
5,UK,161145,,21678.0,,,139123,1559.0,2374.0,319.0,763387.0,11245.0
6,Germany,159912,,6314.0,,117400.0,36198,2409.0,1909.0,75.0,2072669.0,24738.0
7,Turkey,114653,,2992.0,,38809.0,72852,1621.0,1359.0,35.0,948115.0,11242.0
8,Russia,93558,,867.0,,8456.0,84235,2300.0,641.0,6.0,3139258.0,21511.0
9,Iran,92584,,5877.0,,72439.0,14268,2983.0,1102.0,70.0,442590.0,5269.0
10,Brazil,73235,+336,5083.0,20.0,32544.0,35608,8318.0,345.0,24.0,339552.0,1597.0
11,Canada,50026,,2859.0,,19190.0,27977,557.0,1325.0,76.0,754800.0,19999.0
12,Belgium,47334,,7331.0,,10943.0,29060,876.0,4084.0,633.0,220204.0,19000.0
13,Netherlands,38416,,4566.0,,,33600,861.0,2242.0,266.0,209726.0,12240.0
14,India,31324,,1008.0,,7747.0,22569,,23.0,0.7,716733.0,519.0
15,Peru,31190,,854.0,,9179.0,21157,600.0,946.0,26.0,267612.0,8116.0
16,Switzerland,29264,,1699.0,,22600.0,4965,185.0,3381.0,196.0,256500.0,29637.0
17,Portugal,24322,,948.0,,1389.0,21985,172.0,2385.0,93.0,379551.0,37223.0
18,Ecuador,24258,,871.0,,1557.0,21830,146.0,1375.0,49.0,61529.0,3487.0
19,Saudi Arabia,20077,,152.0,,2784.0,17141,118.0,577.0,4.0,200000.0,5745.0
20,Ireland,19877,,1159.0,,9233.0,9485,141.0,4025.0,235.0,153954.0,31179.0
21,Sweden,19621,,2355.0,,1005.0,16261,524.0,1943.0,233.0,119500.0,11833.0
22,Mexico,16752,"+1,223",1569.0,135.0,11423.0,3760,378.0,130.0,12.0,77005.0,597.0
23,Israel,15728,,210.0,,7746.0,7772,116.0,1817.0,24.0,313135.0,36177.0
24,Austria,15357,,569.0,,12580.0,2208,136.0,1705.0,63.0,239578.0,26601.0
25,Singapore,14951,,14.0,,1128.0,13809,20.0,2556.0,2.0,121774.0,20815.0
26,Pakistan,14612,,312.0,,3233.0,11067,111.0,66.0,1.0,157223.0,712.0
27,Chile,14365,,207.0,,7710.0,6448,426.0,751.0,11.0,166165.0,8692.0
28,Japan,13736,,394.0,,1899.0,11443,300.0,109.0,3.0,160546.0,1269.0
29,Poland,12218,,596.0,,2655.0,8967,160.0,323.0,16.0,310744.0,8211.0
30,Belarus,12208,,79.0,,1993.0,10136,92.0,1292.0,8.0,161028.0,17041.0
31,Qatar,11921,,10.0,,1134.0,10777,72.0,4138.0,3.0,88607.0,30755.0
32,Romania,11616,,663.0,,3404.0,7549,243.0,604.0,34.0,150309.0,7813.0
33,UAE,11380,,89.0,,2181.0,9110,1.0,1151.0,9.0,1057326.0,106904.0
34,S. Korea,10761,+9,246.0,2.0,8922.0,1593,55.0,210.0,5.0,614197.0,11980.0
35,Indonesia,9511,,773.0,,1254.0,7484,,35.0,3.0,79618.0,291.0
36,Ukraine,9410,,239.0,,992.0,8179,121.0,215.0,5.0,98719.0,2257.0
37,Denmark,8851,,434.0,,6121.0,2296,66.0,1528.0,75.0,166846.0,28805.0
38,Serbia,8497,,168.0,,1260.0,7069,79.0,972.0,19.0,73363.0,8396.0
39,Philippines,7958,,530.0,,975.0,6453,31.0,73.0,5.0,89889.0,820.0
40,Norway,7660,,206.0,,32.0,7422,44.0,1413.0,38.0,165951.0,30611.0
41,Czechia,7504,,227.0,,2948.0,4329,73.0,701.0,21.0,226255.0,21128.0
42,Australia,6738,,88.0,,5626.0,1024,42.0,264.0,3.0,536000.0,21020.0
43,Bangladesh,6462,,155.0,,139.0,6168,1.0,39.0,0.9,54733.0,332.0
44,Dominican Republic,6416,,286.0,,1165.0,4965,144.0,591.0,26.0,23979.0,2210.0
45,Panama,6200,+179,176.0,9.0,484.0,5540,89.0,1437.0,41.0,28795.0,6674.0
46,Colombia,5949,,269.0,,1268.0,4412,118.0,117.0,5.0,90899.0,1786.0
47,Malaysia,5851,,100.0,,4032.0,1719,36.0,181.0,3.0,152142.0,4701.0
48,Egypt,5042,,359.0,,1304.0,3379,,49.0,4.0,90000.0,879.0
49,South Africa,4996,,93.0,,2073.0,2830,36.0,84.0,2.0,185000.0,3119.0
50,Finland,4740,,199.0,,2800.0,1741,56.0,855.0,36.0,85800.0,15485.0
51,Morocco,4252,,165.0,,778.0,3309,1.0,115.0,4.0,32250.0,874.0
52,Argentina,4127,,207.0,,1162.0,2758,144.0,91.0,5.0,53600.0,1186.0
53,Luxembourg,3741,,89.0,,3123.0,529,19.0,5976.0,142.0,39741.0,63486.0
54,Algeria,3649,,437.0,,1651.0,1561,22.0,83.0,10.0,6500.0,148.0
55,Moldova,3638,,103.0,,975.0,2560,212.0,902.0,26.0,11763.0,2916.0
56,Kuwait,3440,,23.0,,1176.0,2241,67.0,806.0,5.0,179000.0,41915.0
57,Kazakhstan,3027,,25.0,,774.0,2228,41.0,161.0,1.0,216276.0,11518.0
58,Thailand,2938,,54.0,,2652.0,232,61.0,42.0,0.8,178083.0,2551.0
59,Bahrain,2811,,8.0,,1310.0,1493,2.0,1652.0,5.0,121706.0,71525.0
60,Hungary,2649,,291.0,,516.0,1842,49.0,274.0,30.0,67172.0,6953.0
61,Greece,2566,,138.0,,577.0,1851,40.0,246.0,13.0,69833.0,6700.0
62,Oman,2131,,10.0,,364.0,1757,3.0,417.0,2.0,,
63,Croatia,2047,,63.0,,1232.0,752,21.0,499.0,15.0,33577.0,8179.0
64,Uzbekistan,1939,,8.0,,992.0,939,8.0,58.0,0.2,242536.0,7247.0
65,Iraq,1928,,90.0,,1319.0,519,,48.0,2.0,73782.0,1834.0
66,Armenia,1867,,30.0,,866.0,971,10.0,630.0,10.0,19296.0,6512.0
67,Afghanistan,1828,,58.0,,228.0,1542,7.0,47.0,1.0,9000.0,231.0
68,Iceland,1795,,10.0,,1636.0,149,1.0,5260.0,29.0,46377.0,135906.0
